uniqueid,fullname,gender,dob,party,stateabr,district,statedistid,congress109,congress110,congress111,congress112,congress113,congress114,congress115,congress116,congress117,congress118,twitterhandle,joinedon,yearjoined
HoG-NC02,"Holding, George",M,2068-04-17,Republican,NC,2,3702,0,0,0,0,113,114,115,116,0,0,RepHolding,2013-01-01,2013
HoS-NV04,"Horsford, Steven",M,1973-04-29,Democratic,NV,4,3204,0,0,0,0,113,0,0,116,117,118,RepHorsford,2011-10-01,2011
HoE-IN09,"Houchin, Erin",F,1976-09-24,Republican,IN,9,1809,0,0,0,0,0,0,0,0,0,118,RepHouchin,2022-12-01,2022
HoC-PA06,"Houlahan, Chrissy",F,2057-06-05,Democratic,PA,6,4206,0,0,0,0,0,0,0,116,117,118,RepHoulahan,2018-10-01,2018
HuJ-CA02,"Huffman, Jared",M,2064-02-18,Democratic,CA,2,0602,0,0,0,0,113,114,115,116,117,118,RepHuffman,2013-01-01,2013
HuB-MI04,"Huizenga, Bill",M,2069-01-31,Republican,MI,4,2604,0,0,0,112,113,114,115,116,117,118,RepHuizenga,2011-01-01,2011
HuR-IL14,"Hultgren, Randy",M,2066-03-01,Republican,IL,14,1714,0,0,0,112,113,114,115,0,0,0,RepHultgren,2011-01-01,2011
BeJ-MI01,"Bergman, Jack",M,2047-02-02,Republican,MI,1,2601,0,0,0,0,0,0,115,116,117,118,RepJackBergman,2016-12-01,2016
JaC-NY27,"Jacobs, Chris",M,2066-11-28,Republican,NY,27,3627,0,0,0,0,0,0,0,116,117,0,RepJacobs,2020-06-01,2020
HaJ-CT05,"Hayes, Jahana",F,1973-03-08,Democratic,CT,5,0905,0,0,0,0,0,0,0,116,117,118,RepJahanaHayes,2019-01-01,2019
CoJ-KY01,"Comer, James",M,1972-08-19,Republican,KY,1,2101,0,0,0,0,0,114,115,116,117,118,RepJamesComer,2020-06-01,2020
PoJ-CO02,"Polis, Jared",M,1975-05-12,Democratic,CO,2,0802,0,0,111,112,113,114,115,0,0,0,RepJaredPolis,2012-01-01,2012
CrJ-TX30,"Crockett, Jasmine",F,1981-03-29,Democratic,TX,30,4830,0,0,0,0,0,0,0,0,0,118,RepJasmine,2023-01-01,2023
CrJ-CO06,"Crow, Jason",M,1979-03-15,Democratic,CO,6,0806,0,0,0,0,0,0,0,116,117,118,RepJasonCrow,2019-01-01,2019
SmJ-MO08,"Smith, Jason",M,1980-06-16,Republican,MO,8,2908,0,0,0,0,113,114,115,116,117,118,RepJasonSmith,2013-07-01,2013
JaP-WA07,"Jayapal, Pramila",F,2065-09-21,Democratic,WA,7,5307,0,0,0,0,0,0,115,116,117,118,RepJayapal,2017-01-01,2017
BrJ-OK01,"Bridenstine, Jim",M,1975-06-15,Republican,OK,1,4001,0,0,0,0,113,114,115,0,0,0,RepJBridenstine,2013-01-01,2013
DuJ-SC03,"Duncan, Jeff",M,2066-01-07,Republican,SC,3,4503,0,0,0,112,113,114,115,116,117,118,RepJeffDuncan,2011-01-01,2011
JaJ-NC14,"Jackson, Jeff",M,1982-09-12,Democratic,NC,14,3714,0,0,0,0,0,0,0,0,0,118,RepJeffJackson,2023-01-01,2023
JeH-NY08,"Jeffries, Hakeem S.",M,1970-08-04,Democratic,NY,8,3608,0,0,0,0,113,114,115,116,117,118,RepJeffries,2012-01-01,2012
GoJ-PR00,"Gonzalez-Colon, Jenniffer",F,1976-08-05,Republican,PR,0,0000,0,0,0,0,0,0,115,116,117,118,RepJenniffer,2017-01-01,2017
CaJ-AL01,"Carl, Jerry L.",M,2058-06-17,Republican,AL,1,0101,0,0,0,0,0,0,0,0,117,118,RepJerryCarl,2020-12-01,2020
LeJ-CA41,"Lewis, Jerry",M,2034-10-21,Republican,CA,41,0641,109,110,111,112,0,0,0,0,0,0,RepJerryLewis,2009-09-01,2009
NaJ-NY12,"Nadler, Jerrold",M,2047-06-13,Democratic,NY,12,3612,109,110,111,112,113,114,115,116,117,118,RepJerryNadler,2009-05-01,2009
ToJ-HI02,"Tokuda, Jill N.",F,1976-03-03,Democratic,HI,2,1502,0,0,0,0,0,0,0,0,0,118,RepJillTokuda,2023-01-01,2023
BaJ-IN04,"Baird, James R.",M,2045-06-04,Republican,IN,4,1804,0,0,0,0,0,0,0,116,117,118,RepJimBaird,2019-01-01,2019
BaJ-IN03,"Banks, Jim",M,1979-07-16,Republican,IN,3,1803,0,0,0,0,0,0,115,116,117,118,RepJimBanks,2017-01-01,2017
CoJ-CA21,"Costa, Jim",M,2052-04-13,Democratic,CA,21,0621,109,110,111,112,113,114,115,116,117,118,RepJimCosta,2011-01-01,2011
MaJ-UT04,"Matheson, Jim",M,2060-03-21,Democratic,UT,4,4904,109,110,111,112,113,0,0,0,0,0,RepJimMatheson,2009-06-01,2009
McJ-WA07,"McDermott, Jim",M,2036-12-28,Democratic,WA,7,5307,109,110,111,112,113,114,0,0,0,0,RepJimMcDermott,2010-04-01,2010
GoJ-CA34,"Gomez, Jimmy",M,1974-11-25,Democratic,CA,34,0634,0,0,0,0,0,0,115,116,117,118,RepJimmyGomez,2014-03-01,2014
PaJ-CA19,"Panetta, Jimmy",M,2069-10-01,Democratic,CA,19,0619,0,0,0,0,0,0,115,116,117,118,RepJimmyPanetta,2016-11-01,2016
BaJ-TX06,"Barton, Joe",M,2049-09-15,Republican,TX,6,4806,109,110,111,112,113,114,115,0,0,0,RepJoeBarton,2009-02-01,2009
CoJ-CT02,"Courtney, Joe",M,2053-04-06,Democratic,CT,2,0902,0,110,111,112,113,114,115,116,117,118,RepJoeCourtney,2009-10-01,2009
MoJ-NY25,"Morelle, Joseph D.",M,2057-04-29,Democratic,NY,25,3625,0,0,0,0,0,0,115,116,117,118,RepJoeMorelle,2018-11-01,2018
NeJ-CO02,"Neguse, Joe",M,1984-05-13,Democratic,CO,2,0802,0,0,0,0,0,0,0,116,117,118,RepJoeNeguse,2018-12-01,2018
WiJ-SC02,"Wilson, Joe",M,2047-07-31,Republican,SC,2,4502,109,110,111,112,113,114,115,116,117,118,RepJoeWilson,2011-02-01,2011
BoJ-OH16,"Boccieri, John A.",M,2069-10-05,Democratic,OH,16,3916,0,0,111,0,0,0,0,0,0,0,RepJohnBoccieri,2016-02-01,2016
CoJ-MI13,"Conyers, John, Jr.",M,2029-05-16,Democratic,MI,13,2613,109,110,111,112,113,114,0,0,0,0,RepJohnConyers,2010-04-01,2010
CuJ-UT03,"Curtis, John R.",M,2060-05-10,Republican,UT,3,4903,0,0,0,0,0,0,115,116,117,118,RepJohnCurtis,2017-11-01,2017
DuJ-TN02,"Duncan, John J., Jr.",M,2047-07-21,Republican,TN,2,4702,109,110,111,112,113,114,115,0,0,0,RepJohnDuncanJr,2013-09-01,2013
FaJ-NY19,"Faso, John J.",M,2052-08-25,Republican,NY,19,3619,0,0,0,0,0,0,115,0,0,0,RepJohnFaso,2017-01-01,2017
JoJ-PA13,"Joyce, John",M,2057-02-08,Republican,PA,13,4213,0,0,0,0,0,0,0,116,117,118,RepJohnJoyce,2019-01-01,2019
KaJ-NY24,"Katko, John",M,2062-11-09,Republican,NY,24,3624,0,0,0,0,0,114,115,116,117,0,RepJohnKatko,2015-01-01,2015
KlJ-MN02,"Kline, John",M,2047-09-06,Republican,MN,2,2702,109,110,111,112,113,114,0,0,0,0,repjohnkline,2009-09-01,2009
LaJ-CT01,"Larson, John B.",M,2048-07-22,Democratic,CT,1,0901,109,110,111,112,113,114,115,116,117,118,RepJohnLarson,2009-06-01,2009
LeJ-GA05,"Lewis, John",M,2040-02-21,Democratic,GA,5,1305,109,110,111,112,113,114,115,116,0,0,repjohnlewis,2009-04-01,2009
RoJ-TN06,"Rose, John W.",M,2065-02-23,Republican,TN,6,4706,0,0,0,0,0,0,0,116,117,118,RepJohnRose,2019-01-01,2019
ShJ-AZ03,"Shadegg, John B.",M,2049-10-22,Republican,AZ,3,0403,109,110,111,0,0,0,0,0,0,0,RepJohnShadegg,2009-09-01,2009
RuJ-NJ03,"Runyan, Jon",M,1973-11-27,Republican,NJ,3,3403,0,0,0,112,113,0,0,0,0,0,RepJonRunyan,2011-06-01,2011
SeJ-NY15,"Serrano, Jose E.",M,2043-10-24,Democratic,NY,15,3615,109,110,111,112,113,114,115,116,0,0,RepJoseSerrano,2009-04-01,2009
GoJ-NJ05,"Gottheimer, Josh",M,1975-03-08,Democratic,NJ,5,3405,0,0,0,0,0,0,115,116,117,118,RepJoshG,2016-12-01,2016
HaJ-CA09,"Harder, Josh",M,1986-08-01,Democratic,CA,9,0609,0,0,0,0,0,0,0,116,117,118,RepJoshHarder,2019-01-01,2019
VaJ-CA52,"Vargas, Juan",M,2061-03-07,Democratic,CA,52,0652,0,0,0,0,113,114,115,116,117,118,RepJuanVargas,2013-03-01,2013
ChJ-CA28,"Chu, Judy",F,2053-07-07,Democratic,CA,28,0628,0,0,111,112,113,114,115,116,117,118,RepJudyChu,2010-09-01,2010
LeJ-LA05,"Letlow, Julia",F,1981-03-16,Republican,LA,5,2205,0,0,0,0,0,0,0,0,117,118,repjulialetlow,2021-04-01,2021
KaK-HI02,"Kahele, Kaiali''i",M,1974-03-28,Democratic,HI,2,1502,0,0,0,0,0,0,0,0,117,0,RepKahele,2021-01-01,2021
KaS-CA37,"Kamlager-Dove, Sydney",F,1972-07-20,Democratic,CA,37,0637,0,0,0,0,0,0,0,0,0,118,RepKamlagerDove,2023-01-01,2023
BaK-CA37,"Bass, Karen",F,2053-10-03,Democratic,CA,37,0637,0,0,0,112,113,114,115,116,117,0,RepKarenBass,2011-01-01,2011
CaK-FL03,"Cammack, Kat",F,1988-02-16,Republican,FL,3,1203,0,0,0,0,0,0,0,0,117,118,RepKatCammack,2020-01-01,2020
HoK-NY26,"Hochul, Kathleen C.",F,2058-08-27,Democratic,NY,26,3626,0,0,0,112,0,0,0,0,0,0,RepKathyHochul,2011-06-01,2011
HiK-CA25,"Hill, Katie",F,1987-08-25,Democratic,CA,25,0625,0,0,0,0,0,0,0,116,0,0,RepKatieHill,2018-11-01,2018
PoK-CA47,"Porter, Katie",F,1974-01-03,Democratic,CA,47,0647,0,0,0,0,0,0,0,116,117,118,RepKatiePorter,2019-01-01,2019
GrK-TX12,"Granger, Kay",F,2043-01-18,Republican,TX,12,4812,109,110,111,112,113,114,115,116,117,118,RepKayGranger,2010-07-01,2010
ClK-MA05,"Clark, Katherine M.",F,2063-07-17,Democratic,MA,5,2505,0,0,0,0,113,114,115,116,117,118,RepKClark,2014-01-01,2014
SeK-TX03,"Self, Keith",M,2053-03-20,Republican,TX,3,4803,0,0,0,0,0,0,0,0,0,118,RepKeithSelf,2023-01-01,2023
BuK-CO04,"Buck, Ken",M,2059-02-16,Republican,CO,4,0804,0,0,0,0,0,114,115,116,117,118,RepKenBuck,2014-11-01,2014
MaK-TX24,"Marchant, Kenny",M,2051-02-23,Republican,TX,24,4824,109,110,111,112,113,114,115,116,0,0,RepKenMarchant,2009-03-01,2009
HeK-OK01,"Hern, Kevin",M,2061-12-04,Republican,OK,1,4001,0,0,0,0,0,0,115,116,117,118,repkevinhern,2018-11-01,2018
KiR-NV04,"Kihuen, Ruben J.",M,1980-04-25,Democratic,NV,4,3204,0,0,0,0,0,0,115,0,0,0,RepKihuen,2017-01-01,2017
KiK-CA03,"Kiley, Kevin",M,1985-01-30,Republican,CA,3,0603,0,0,0,0,0,0,0,0,0,118,RepKiley,2023-01-01,2023
ScK-WA08,"Schrier, Kim",F,2068-08-23,Democratic,WA,8,5308,0,0,0,0,0,0,0,116,117,118,RepKimSchrier,2019-01-01,2019
KiA-IL16,"Kinzinger, Adam",M,1978-02-27,Republican,IL,16,1716,0,0,0,112,113,114,115,116,117,0,RepKinzinger,2010-11-01,2010
KiA-AZ02,"Kirkpatrick, Ann",F,2050-03-24,Democratic,AZ,2,0402,0,0,111,0,113,114,0,116,117,0,RepKirkpatrick,2019-01-01,2019
MfK-MD07,"Mfume, Kweisi",M,2048-10-24,Democratic,MD,7,2407,0,0,0,0,0,0,0,116,117,118,RepKweisiMfume,2020-06-01,2020
LaD-IL16,"LaHood, Darin",M,2068-07-05,Republican,IL,16,1716,0,0,0,0,0,114,115,116,117,118,RepLaHood,2015-09-01,2015
LaN-NY01,"LaLota, Nick",M,1978-06-23,Republican,NY,1,3601,0,0,0,0,0,0,0,0,0,118,RepLaLota,2022-11-01,2022
LaD-CA01,"LaMalfa, Doug",M,2060-07-02,Republican,CA,1,0601,0,0,0,0,113,114,115,116,117,118,RepLaMalfa,2013-01-01,2013
LaL-NJ07,"Lance, Leonard",M,2052-06-25,Republican,NJ,7,3407,0,0,111,112,113,114,115,0,0,0,RepLanceNJ7,2012-06-01,2012
BuL-IN08,"Bucshon, Larry",M,2062-05-31,Republican,IN,8,1808,0,0,0,112,113,114,115,116,117,118,RepLarryBucshon,2011-01-01,2011
LaJ-KS02,"LaTurner, Jake",M,1988-02-17,Republican,KS,2,2002,0,0,0,0,0,0,0,0,117,118,RepLaTurner,2021-01-01,2021
LeL-FL15,"Lee, Laurel M.",F,1974-03-26,Republican,FL,15,1215,0,0,0,0,0,0,0,0,0,118,RepLaurelLee,2022-12-01,2022
BlL-DE00,"Blunt Rochester, Lisa",F,2062-02-10,Democratic,DE,0,1000,0,0,0,0,0,0,115,116,117,118,RepLBR,2017-01-01,2017
ChL-OR05,"Chavez-DeRemer, Lori",F,2068-04-07,Republican,OR,5,4105,0,0,0,0,0,0,0,0,0,118,RepLCD,2022-10-01,2022
SaL-CA38,"Sanchez, Linda T.",F,2069-01-28,Democratic,CA,38,0638,109,110,111,112,113,114,115,116,117,118,replindasanchez,2011-06-01,2011
LiD-IL03,"Lipinski, Daniel",M,2066-07-15,Democratic,IL,3,1703,109,110,111,112,113,114,115,116,0,0,RepLipinski,2012-12-01,2012
McL-MI09,"McClain, Lisa C.",F,2066-04-07,Republican,MI,9,2609,0,0,0,0,0,0,0,0,117,118,RepLisaMcClain,2020-12-01,2020
DoL-TX37,"Doggett, Lloyd",M,2046-10-06,Democratic,TX,37,4837,109,110,111,112,113,114,115,116,117,118,RepLloydDoggett,2010-06-01,2010
CaL-CA24,"Capps, Lois",F,2038-01-10,Democratic,CA,24,0624,109,110,111,112,113,114,0,0,0,0,RepLoisCapps,2011-05-01,2011
FrL-FL22,"Frankel, Lois",F,2048-05-16,Democratic,FL,22,1222,0,0,0,0,113,114,115,116,117,118,RepLoisFrankel,2013-01-01,2013
TrL-MA03,"Trahan, Lori",F,1973-10-27,Democratic,MA,3,2503,0,0,0,0,0,0,0,116,117,118,RepLoriTrahan,2018-12-01,2018
BaL-PA11,"Barletta, Lou",M,2056-01-28,Republican,PA,11,4211,0,0,0,112,113,114,115,0,0,0,RepLouBarletta,2011-01-01,2011
CoJ-CA46,"Correa, J. Luis",M,2058-01-24,Democratic,CA,46,0646,0,0,0,0,0,0,115,116,117,118,RepLouCorrea,2017-01-01,2017
LoB-GA11,"Loudermilk, Barry",M,2063-12-22,Republican,GA,11,1311,0,0,0,0,0,114,115,116,117,118,RepLoudermilk,2014-12-01,2014
LoA-CA47,"Lowenthal, Alan S.",M,2041-03-08,Democratic,CA,47,0647,0,0,0,0,113,114,115,116,117,0,RepLowenthal,2013-01-01,2013
McL-GA07,"McBath, Lucy",F,2060-06-01,Democratic,GA,7,1307,0,0,0,0,0,0,0,116,117,118,RepLucyMcBath,2019-01-01,2019
LuA-FL13,"Luna, Anna Paulina",F,1989-05-06,Republican,FL,13,1213,0,0,0,0,0,0,0,0,0,118,RepLuna,2023-01-01,2023
LuM-TX08,"Luttrell, Morgan",M,1975-11-07,Republican,TX,8,4808,0,0,0,0,0,0,0,0,0,118,RepLuttrell_TX8,2021-06-01,2021
MaN-NY11,"Malliotakis, Nicole",F,1980-11-11,Republican,NY,11,3611,0,0,0,0,0,0,0,0,117,118,RepMalliotakis,2020-12-01,2020
MaC-NY12,"Maloney, Carolyn B.",F,2046-02-19,Democratic,NY,12,3612,109,110,111,112,113,114,115,116,117,0,RepMaloney,2011-02-01,2011
MaT-KS01,"Mann, Tracey",M,1976-12-17,Republican,KS,1,2001,0,0,0,0,0,0,0,0,117,118,RepMann,2021-01-01,2021
FuM-OH11,"Fudge, Marcia L.",F,2052-10-29,Democratic,OH,11,3911,0,110,111,112,113,114,115,116,0,0,RepMarciaFudge,2010-06-01,2010
KaM-OH09,"Kaptur, Marcy",F,2046-06-17,Democratic,OH,9,3909,109,110,111,112,113,114,115,116,117,118,RepMarcyKaptur,2012-05-01,2012
SaM-FL27,"Salazar, Maria Elvira",F,2061-11-01,Republican,FL,27,1227,0,0,0,0,0,0,0,0,117,118,RepMariaSalazar,2020-11-01,2020
NeM-IL03,"Newman, Marie",F,2064-04-13,Democratic,IL,3,1703,0,0,0,0,0,0,0,0,117,0,RepMarieNewman,2020-12-01,2020
AlM-MO04,"Alford, Mark",M,2063-10-04,Republican,MO,4,2904,0,0,0,0,0,0,0,0,0,118,RepMarkAlford,2023-01-01,2023
GrM-WI08,"Green, Mark",M,2060-06-01,Republican,WI,8,5508,109,0,0,0,0,0,0,0,0,0,RepMarkGreen,2019-01-01,2019
GrM-TN07,"Green, Mark E.",M,2064-11-08,Republican,TN,7,4707,0,0,0,0,0,0,0,116,117,118,RepMarkGreen,2019-01-01,2019
PoM-WI02,"Pocan, Mark",M,2064-08-14,Democratic,WI,2,5502,0,0,0,0,113,114,115,116,117,118,repmarkpocan,2013-02-01,2013
TaM-HI01,"Takai, Mark",M,2067-07-01,Democratic,HI,1,1501,0,0,0,0,0,114,0,0,0,0,RepMarkTakai,2015-01-01,2015
TaM-CA39,"Takano, Mark",M,2060-12-10,Democratic,CA,39,0639,0,0,0,0,113,114,115,116,117,118,RepMarkTakano,2012-12-01,2012
WaM-NC06,"Walker, Mark",M,2069-05-20,Republican,NC,6,3706,0,0,0,0,0,114,115,116,0,0,RepMarkWalker,2015-01-01,2015
MiM-IL15,"Miller, Mary E.",F,2059-08-07,Republican,IL,15,1715,0,0,0,0,0,0,0,0,117,118,RepMaryMiller,2020-12-01,2020
GaM-FL01,"Gaetz, Matt",M,1982-05-07,Republican,FL,1,1201,0,0,0,0,0,0,115,116,117,118,RepMattGaetz,2017-01-01,2017
WaM-CA43,"Waters, Maxine",F,2038-08-15,Democratic,CA,43,0643,109,110,111,112,113,114,115,116,117,118,RepMaxineWaters,2009-04-01,2009
RoM-NY11,"Rose, Max",M,1986-11-28,Democratic,NY,11,3611,0,0,0,0,0,0,0,116,0,0,RepMaxRose,2018-12-01,2018
FrM-FL10,"Frost, Maxwell",M,1997-01-17,Democratic,FL,10,1210,0,0,0,0,0,0,0,0,0,118,RepMaxwellFrost,2022-12-01,2022
McC-NY04,"McCarthy, Carolyn",F,2044-01-05,Democratic,NY,4,3604,109,110,111,112,113,0,0,0,0,0,RepMcCarthyNY,2010-06-01,2010
McM-TX10,"McCaul, Michael T.",M,2062-01-14,Republican,TX,10,4810,109,110,111,112,113,114,115,116,117,118,RepMcCaul,2009-03-01,2009
McT-CA05,"McClintock, Tom",M,2056-07-10,Republican,CA,5,0605,0,0,111,112,113,114,115,116,117,118,RepMcClintock,2009-06-01,2009
McR-GA06,"McCormick, Richard",M,2068-10-07,Republican,GA,6,1306,0,0,0,0,0,0,0,0,0,118,RepMcCormick,2023-01-01,2023
McA-VA04,"McEachin, A. Donald",M,2061-10-10,Democratic,VA,4,5104,0,0,0,0,0,0,115,116,117,0,RepMcEachin,2017-01-01,2017
McM-KY03,"McGarvey, Morgan",M,1979-12-23,Democratic,KY,3,2103,0,0,0,0,0,0,0,0,0,118,RepMcGarvey,2023-01-01,2023
McJ-MA02,"McGovern, James P.",M,2059-11-20,Democratic,MA,2,2502,109,110,111,112,113,114,115,116,117,118,RepMcGovern,2011-01-01,2011
McD-WV01,"McKinley, David B.",M,2047-03-28,Republican,WV,1,5401,0,0,0,112,113,114,115,116,117,0,RepMcKinley,2011-01-01,2011
NeG-CA35,"Negrete McLeod, Gloria",F,2041-09-06,Democratic,CA,35,0635,0,0,0,0,113,0,0,0,0,0,RepMcLeod,2012-12-01,2012
McJ-CA09,"McNerney, Jerry",M,2051-06-18,Democratic,CA,9,0609,0,110,111,112,113,114,115,116,117,0,RepMcNerney,2011-10-01,2011
MeP-MI03,"Meijer, Peter",M,1988-01-10,Republican,MI,3,2603,0,0,0,0,0,0,0,0,117,0,RepMeijer,2020-12-01,2020
MeR-NJ08,"Menendez, Robert",M,1985-07-12,Democratic,NJ,8,3408,0,0,0,0,0,0,0,0,0,118,RepMenendez,2022-12-01,2022
MeR-NJ13,"Menendez, Robert",M,2054-01-01,Democratic,NJ,13,3413,109,0,0,0,0,0,0,0,0,0,RepMenendez,2022-12-01,2022
MeD-PA09,"Meuser, Daniel",M,2064-02-10,Republican,PA,9,4209,0,0,0,0,0,0,0,116,117,118,RepMeuser,2019-01-01,2019
PeM-WA03,"Perez, Marie Gluesenkamp",F,1988-06-04,Democratic,WA,3,5303,0,0,0,0,0,0,0,0,0,118,RepMGP,2022-10-01,2022
GrH-VA09,"Griffith, H. Morgan",M,2058-03-15,Republican,VA,9,5109,0,0,0,112,113,114,115,116,117,118,RepMGriffith,2011-01-01,2011
ScM-PA05,"Scanlon, Mary Gay",F,2059-08-30,Democratic,PA,5,4205,0,0,0,0,0,0,115,116,117,118,RepMGS,2018-11-01,2018
GuM-MS03,"Guest, Michael",M,1970-02-04,Republican,MS,3,2803,0,0,0,0,0,0,0,116,117,118,RepMichaelGuest,2019-01-01,2019
CaM-OH15,"Carey, Mike",M,1971-03-13,Republican,OH,15,3915,0,0,0,0,0,0,0,0,117,118,RepMikeCarey,2021-11-01,2021
CoM-GA10,"Collins, Mike",M,2067-07-02,Republican,GA,10,1310,0,0,0,0,0,0,0,0,0,118,RepMikeCollins,2022-12-01,2022
GaM-CA27,"Garcia, Mike",M,1976-04-24,Republican,CA,27,0627,0,0,0,0,0,0,0,116,117,118,RepMikeGarcia,2020-05-01,2020
HoM-CA17,"Honda, Michael M.",M,2041-06-27,Democratic,CA,17,0617,109,110,111,112,113,114,0,0,0,0,RepMikeHonda,2008-10-01,2008
JoM-LA04,"Johnson, Mike",M,1972-01-30,Republican,LA,4,2204,0,0,0,0,0,0,115,116,117,118,RepMikeJohnson,2017-02-01,2017
LaM-NY17,"Lawler, Michael",M,1986-09-09,Republican,NY,17,3617,0,0,0,0,0,0,0,0,0,118,RepMikeLawler,2022-11-01,2022
LeM-CA49,"Levin, Mike",M,1978-10-20,Democratic,CA,49,0649,0,0,0,0,0,0,0,116,117,118,RepMikeLevin,2018-12-01,2018
McM-NY13,"McMahon, Michael E.",M,2057-09-12,Democratic,NY,13,3613,0,0,111,0,0,0,0,0,0,0,RepMikeMcMahon,2009-06-01,2009
QuM-IL05,"Quigley, Mike",M,2058-10-17,Democratic,IL,5,1705,0,0,111,112,113,114,115,116,117,118,RepMikeQuigley,2009-07-01,2009
RoM-MI08,"Rogers, Mike J.",M,2063-06-02,Republican,MI,8,2608,109,110,111,112,113,0,0,0,0,0,RepMikeRogers,2010-06-01,2010
RoM-AL03,"Rogers, Mike D.",M,2058-07-16,Republican,AL,3,0103,109,110,111,112,113,114,115,116,117,118,repmikerogersal,2009-04-01,2009
TuM-OH10,"Turner, Michael R.",M,2060-01-11,Republican,OH,10,3910,109,110,111,112,113,114,115,116,117,118,RepMikeTurner,2009-06-01,2009
MiC-FL07,"Mills, Cory",M,1980-07-13,Republican,FL,7,1207,0,0,0,0,0,0,0,0,0,118,RepMillsPress,2023-01-01,2023
MiM-IA01,"Miller-Meeks, Mariannette",F,2055-09-06,Republican,IA,1,1901,0,0,0,0,0,0,0,0,117,118,RepMMM,2021-01-01,2021
BrM-AL05,"Brooks, Mo",M,2054-04-29,Republican,AL,5,0105,0,0,0,112,113,114,115,116,117,0,RepMoBrooks,2011-01-01,2011
MoM-NY19,"Molinaro, Marcus J.",M,1975-10-08,Republican,NY,19,3619,0,0,0,0,0,0,0,0,0,118,RepMolinaroNY19,2022-12-01,2022
DeM-TX15,"De La Cruz, Monica",F,1974-11-11,Republican,TX,15,4815,0,0,0,0,0,0,0,0,0,118,RepMonicaDLC,2022-11-01,2022
MoJ-MI02,"Moolenaar, John R.",M,2061-05-08,Republican,MI,2,2602,0,0,0,0,0,114,115,116,117,118,RepMoolenaar,2014-07-01,2014
MoJ-FL23,"Moskowitz, Jared",M,1980-12-18,Democratic,FL,23,1223,0,0,0,0,0,0,0,0,0,118,RepMoskowitz,2023-01-01,2023
MrF-IN01,"Mrvan, Frank J.",M,2069-04-16,Democratic,IN,1,1801,0,0,0,0,0,0,0,0,117,118,RepMrvan,2021-01-01,2021
GrM-GA14,"Greene, Marjorie Taylor",F,1974-05-27,Republican,GA,14,1314,0,0,0,0,0,0,0,0,117,118,RepMTG,2020-12-01,2020
MaN-SC01,"Mace, Nancy",F,1977-12-04,Republican,SC,1,4501,0,0,0,0,0,0,0,0,117,118,RepNancyMace,2020-12-01,2020
MoN-TX01,"Moran, Nathaniel",M,1974-09-23,Republican,TX,1,4801,0,0,0,0,0,0,0,0,0,118,RepNateMoran,2022-12-01,2022
NeD-WA04,"Newhouse, Dan",M,2055-07-10,Republican,WA,4,5304,0,0,0,0,0,114,115,116,117,118,RepNewhouse,2014-12-01,2014
RaN-WV03,"Rahall, Nick J., II",M,2049-05-20,Democratic,WV,3,5403,109,110,111,112,113,0,0,0,0,0,RepNickRahall,2014-02-01,2014
WiN-GA05,"Williams, Nikema",F,1978-07-30,Democratic,GA,5,1305,0,0,0,0,0,0,0,0,117,118,RepNikema,2021-01-01,2021
BuN-IL13,"Budzinski, Nikki",F,1977-03-11,Democratic,IL,13,1713,0,0,0,0,0,0,0,0,0,118,RepNikkiB,2022-12-01,2022
OgA-TN05,"Ogles, Andrew",M,1971-06-18,Republican,TN,5,4705,0,0,0,0,0,0,0,0,0,118,RepOgles,2022-12-01,2022
O'T-AZ01,"O''Halleran, Tom",M,2046-01-24,Democratic,AZ,1,0401,0,0,0,0,0,0,115,116,117,0,RepOHalleran,2016-12-01,2016
FaP-TX04,"Fallon, Pat",M,2067-12-19,Republican,TX,4,4804,0,0,0,0,0,0,0,0,117,118,RepPatFallon,2020-12-01,2020
RyP-NY18,"Ryan, Patrick",M,1982-03-28,Democratic,NY,18,3618,0,0,0,0,0,0,0,0,117,118,RepPatRyanNY,2022-09-01,2022
MiP-MI10,"Mitchell, Paul",M,2056-11-14,Independent,MI,10,2610,0,0,0,0,0,0,115,116,0,0,RepPaulMitchell,2016-12-01,2016
ToP-NY20,"Tonko, Paul",M,2049-06-18,Democratic,NY,20,3620,0,0,111,112,113,114,115,116,117,118,RepPaulTonko,2009-10-01,2009
PeE-CO07,"Perlmutter, Ed",M,2053-05-01,Democratic,CO,7,0807,0,110,111,112,113,114,115,116,117,0,RepPerlmutter,2009-02-01,2009
AgP-CA33,"Aguilar, Pete",M,1979-06-19,Democratic,CA,33,0633,0,0,0,0,0,114,115,116,117,118,RepPeteAguilar,2015-02-01,2015
KiP-NY02,"King, Peter T.",M,2044-04-05,Republican,NY,2,3602,109,110,111,112,113,114,115,116,0,0,RepPeteKing,2008-12-01,2008
OlP-TX22,"Olson, Pete",M,2062-12-09,Republican,TX,22,4822,0,0,111,112,113,114,115,116,0,0,RepPeteOlson,2009-02-01,2009
DeP-OR04,"DeFazio, Peter A.",M,2047-05-27,Democratic,OR,4,4104,109,110,111,112,113,114,115,116,117,0,RepPeterDeFazio,2011-02-01,2011
StP-MN08,"Stauber, Pete",M,2066-05-10,Republican,MN,8,2708,0,0,0,0,0,0,0,116,117,118,RepPeteStauber,2018-12-01,2018
PeB-CO07,"Pettersen, Brittany",F,1981-12-06,Democratic,CO,7,0807,0,0,0,0,0,0,0,0,0,118,RepPettersen,2023-01-01,2023
