uniqueid,fullname,gender,dob,party,stateabr,district,congress109,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted
GrM-TN07,"Green, Mark E.",M,2064-11-08,Republican,TN,7,0,RepMarkGreen,2019-01-01,2019,,,
PoM-WI02,"Pocan, Mark",M,2064-08-14,Democratic,WI,2,0,repmarkpocan,2013-02-01,2013,,,
TaM-HI01,"Takai, Mark",M,2067-07-01,Democratic,HI,1,0,RepMarkTakai,2015-01-01,2015,,,
TaM-CA39,"Takano, Mark",M,2060-12-10,Democratic,CA,39,0,RepMarkTakano,2012-12-01,2012,,,
WaM-NC06,"Walker, Mark",M,2069-05-20,Republican,NC,6,0,RepMarkWalker,2015-01-01,2015,,,
MiM-IL15,"Miller, Mary E.",F,2059-08-07,Republican,IL,15,0,RepMaryMiller,2020-12-01,2020,,,
GaM-FL01,"Gaetz, Matt",M,1982-05-07,Republican,FL,1,0,RepMattGaetz,2017-01-01,2017,,,
WaM-CA43,"Waters, Maxine",F,2038-08-15,Democratic,CA,43,109,RepMaxineWaters,2009-04-01,2009,2005-01-03,2007-01-03,-33
RoM-NY11,"Rose, Max",M,1986-11-28,Democratic,NY,11,0,RepMaxRose,2018-12-01,2018,,,
FrM-FL10,"Frost, Maxwell",M,1997-01-17,Democratic,FL,10,0,RepMaxwellFrost,2022-12-01,2022,,,
McC-NY04,"McCarthy, Carolyn",F,2044-01-05,Democratic,NY,4,109,RepMcCarthyNY,2010-06-01,2010,2005-01-03,2007-01-03,-39
McM-TX10,"McCaul, Michael T.",M,2062-01-14,Republican,TX,10,109,RepMcCaul,2009-03-01,2009,2005-01-03,2007-01-03,-57
McT-CA05,"McClintock, Tom",M,2056-07-10,Republican,CA,5,0,RepMcClintock,2009-06-01,2009,,,
McR-GA06,"McCormick, Richard",M,2068-10-07,Republican,GA,6,0,RepMcCormick,2023-01-01,2023,,,
McA-VA04,"McEachin, A. Donald",M,2061-10-10,Democratic,VA,4,0,RepMcEachin,2017-01-01,2017,,,
McM-KY03,"McGarvey, Morgan",M,1979-12-23,Democratic,KY,3,0,RepMcGarvey,2023-01-01,2023,,,
McJ-MA02,"McGovern, James P.",M,2059-11-20,Democratic,MA,2,109,RepMcGovern,2011-01-01,2011,2005-01-03,2007-01-03,-54
McD-WV01,"McKinley, David B.",M,2047-03-28,Republican,WV,1,0,RepMcKinley,2011-01-01,2011,,,
NeG-CA35,"Negrete McLeod, Gloria",F,2041-09-06,Democratic,CA,35,0,RepMcLeod,2012-12-01,2012,,,
McJ-CA09,"McNerney, Jerry",M,2051-06-18,Democratic,CA,9,0,RepMcNerney,2011-10-01,2011,,,
MeP-MI03,"Meijer, Peter",M,1988-01-10,Republican,MI,3,0,RepMeijer,2020-12-01,2020,,,
MeR-NJ08,"Menendez, Robert",M,1985-07-12,Democratic,NJ,8,0,RepMenendez,2022-12-01,2022,,,
MeR-NJ13,"Menendez, Robert",M,2054-01-01,Democratic,NJ,13,109,RepMenendez,2022-12-01,2022,2005-01-03,2007-01-03,-49
MeD-PA09,"Meuser, Daniel",M,2064-02-10,Republican,PA,9,0,RepMeuser,2019-01-01,2019,,,
PeM-WA03,"Perez, Marie Gluesenkamp",F,1988-06-04,Democratic,WA,3,0,RepMGP,2022-10-01,2022,,,
GrH-VA09,"Griffith, H. Morgan",M,2058-03-15,Republican,VA,9,0,RepMGriffith,2011-01-01,2011,,,
ScM-PA05,"Scanlon, Mary Gay",F,2059-08-30,Democratic,PA,5,0,RepMGS,2018-11-01,2018,,,
GuM-MS03,"Guest, Michael",M,1970-02-04,Republican,MS,3,0,RepMichaelGuest,2019-01-01,2019,,,
CaM-OH15,"Carey, Mike",M,1971-03-13,Republican,OH,15,0,RepMikeCarey,2021-11-01,2021,,,
CoM-GA10,"Collins, Mike",M,2067-07-02,Republican,GA,10,0,RepMikeCollins,2022-12-01,2022,,,
GaM-CA27,"Garcia, Mike",M,1976-04-24,Republican,CA,27,0,RepMikeGarcia,2020-05-01,2020,,,
HoM-CA17,"Honda, Michael M.",M,2041-06-27,Democratic,CA,17,109,RepMikeHonda,2008-10-01,2008,2005-01-03,2007-01-03,-36
JoM-LA04,"Johnson, Mike",M,1972-01-30,Republican,LA,4,0,RepMikeJohnson,2017-02-01,2017,,,
LaM-NY17,"Lawler, Michael",M,1986-09-09,Republican,NY,17,0,RepMikeLawler,2022-11-01,2022,,,
LeM-CA49,"Levin, Mike",M,1978-10-20,Democratic,CA,49,0,RepMikeLevin,2018-12-01,2018,,,
McM-NY13,"McMahon, Michael E.",M,2057-09-12,Democratic,NY,13,0,RepMikeMcMahon,2009-06-01,2009,,,
QuM-IL05,"Quigley, Mike",M,2058-10-17,Democratic,IL,5,0,RepMikeQuigley,2009-07-01,2009,,,
RoM-MI08,"Rogers, Mike J.",M,2063-06-02,Republican,MI,8,109,RepMikeRogers,2010-06-01,2010,2005-01-03,2007-01-03,-58
RoM-AL03,"Rogers, Mike D.",M,2058-07-16,Republican,AL,3,109,repmikerogersal,2009-04-01,2009,2005-01-03,2007-01-03,-53
TuM-OH10,"Turner, Michael R.",M,2060-01-11,Republican,OH,10,109,RepMikeTurner,2009-06-01,2009,2005-01-03,2007-01-03,-55
MiC-FL07,"Mills, Cory",M,1980-07-13,Republican,FL,7,0,RepMillsPress,2023-01-01,2023,,,
MiM-IA01,"Miller-Meeks, Mariannette",F,2055-09-06,Republican,IA,1,0,RepMMM,2021-01-01,2021,,,
BrM-AL05,"Brooks, Mo",M,2054-04-29,Republican,AL,5,0,RepMoBrooks,2011-01-01,2011,,,
MoM-NY19,"Molinaro, Marcus J.",M,1975-10-08,Republican,NY,19,0,RepMolinaroNY19,2022-12-01,2022,,,
DeM-TX15,"De La Cruz, Monica",F,1974-11-11,Republican,TX,15,0,RepMonicaDLC,2022-11-01,2022,,,
MoJ-MI02,"Moolenaar, John R.",M,2061-05-08,Republican,MI,2,0,RepMoolenaar,2014-07-01,2014,,,
MoJ-FL23,"Moskowitz, Jared",M,1980-12-18,Democratic,FL,23,0,RepMoskowitz,2023-01-01,2023,,,
MrF-IN01,"Mrvan, Frank J.",M,2069-04-16,Democratic,IN,1,0,RepMrvan,2021-01-01,2021,,,
GrM-GA14,"Greene, Marjorie Taylor",F,1974-05-27,Republican,GA,14,0,RepMTG,2020-12-01,2020,,,
MaN-SC01,"Mace, Nancy",F,1977-12-04,Republican,SC,1,0,RepNancyMace,2020-12-01,2020,,,
MoN-TX01,"Moran, Nathaniel",M,1974-09-23,Republican,TX,1,0,RepNateMoran,2022-12-01,2022,,,
NeD-WA04,"Newhouse, Dan",M,2055-07-10,Republican,WA,4,0,RepNewhouse,2014-12-01,2014,,,
RaN-WV03,"Rahall, Nick J., II",M,2049-05-20,Democratic,WV,3,109,RepNickRahall,2014-02-01,2014,2005-01-03,2007-01-03,-44
WiN-GA05,"Williams, Nikema",F,1978-07-30,Democratic,GA,5,0,RepNikema,2021-01-01,2021,,,
BuN-IL13,"Budzinski, Nikki",F,1977-03-11,Democratic,IL,13,0,RepNikkiB,2022-12-01,2022,,,
OgA-TN05,"Ogles, Andrew",M,1971-06-18,Republican,TN,5,0,RepOgles,2022-12-01,2022,,,
O'T-AZ01,"O''Halleran, Tom",M,2046-01-24,Democratic,AZ,1,0,RepOHalleran,2016-12-01,2016,,,
FaP-TX04,"Fallon, Pat",M,2067-12-19,Republican,TX,4,0,RepPatFallon,2020-12-01,2020,,,
RyP-NY18,"Ryan, Patrick",M,1982-03-28,Democratic,NY,18,0,RepPatRyanNY,2022-09-01,2022,,,
MiP-MI10,"Mitchell, Paul",M,2056-11-14,Independent,MI,10,0,RepPaulMitchell,2016-12-01,2016,,,
ToP-NY20,"Tonko, Paul",M,2049-06-18,Democratic,NY,20,0,RepPaulTonko,2009-10-01,2009,,,
PeE-CO07,"Perlmutter, Ed",M,2053-05-01,Democratic,CO,7,0,RepPerlmutter,2009-02-01,2009,,,
AgP-CA33,"Aguilar, Pete",M,1979-06-19,Democratic,CA,33,0,RepPeteAguilar,2015-02-01,2015,,,
KiP-NY02,"King, Peter T.",M,2044-04-05,Republican,NY,2,109,RepPeteKing,2008-12-01,2008,2005-01-03,2007-01-03,-39
OlP-TX22,"Olson, Pete",M,2062-12-09,Republican,TX,22,0,RepPeteOlson,2009-02-01,2009,,,
DeP-OR04,"DeFazio, Peter A.",M,2047-05-27,Democratic,OR,4,109,RepPeterDeFazio,2011-02-01,2011,2005-01-03,2007-01-03,-42
StP-MN08,"Stauber, Pete",M,2066-05-10,Republican,MN,8,0,RepPeteStauber,2018-12-01,2018,,,
PeB-CO07,"Pettersen, Brittany",F,1981-12-06,Democratic,CO,7,0,RepPettersen,2023-01-01,2023,,,
PfA-TX11,"Pfluger, August",M,1977-12-28,Republican,TX,11,0,RepPfluger,2020-12-01,2020,,,
PiR-NC09,"Pittenger, Robert",M,2048-08-15,Republican,NC,9,0,RepPittenger,2012-11-01,2012,,,
PrA-MA07,"Pressley, Ayanna",F,1974-02-03,Democratic,MA,7,0,RepPressley,2019-01-01,2019,,,
RaG-CA19,"Radanovich, George",M,2055-06-20,Republican,CA,19,109,RepRadanovich,2009-02-01,2009,2005-01-03,2007-01-03,-50
NoR-SC05,"Norman, Ralph",M,2053-06-20,Republican,SC,5,0,RepRalphNorman,2017-06-01,2017,,,
TlR-MI12,"Tlaib, Rashida",F,1976-07-24,Democratic,MI,12,0,RepRashida,2018-12-01,2018,,,
RaJ-MD08,"Raskin, Jamie",M,2062-12-13,Democratic,MD,8,0,RepRaskin,2016-12-01,2016,,,
GrR-AZ07,"Grijalva, Raúl M.",M,2048-02-19,Democratic,AZ,7,109,RepRaulGrijalva,2009-04-01,2009,2005-01-03,2007-01-03,-43
RuR-CA25,"Ruiz, Raul",M,1972-08-25,Democratic,CA,25,0,RepRaulRuizMD,2013-01-01,2013,,,
ElR-NC02,"Ellmers, Renee L.",F,2064-02-09,Republican,NC,2,0,RepReneeEllmers,2010-11-01,2010,,,
RiR-WI08,"Ribble, Reid J.",M,2056-04-05,Republican,WI,8,0,RepRibble,2011-01-01,2011,,,
HaR-NY22,"Hanna, Richard L.",M,2051-01-25,Republican,NY,22,0,RepRichardHanna,2011-01-01,2011,,,
NeR-MA01,"Neal, Richard E.",M,2049-02-14,Democratic,MA,1,109,RepRichardNeal,2011-12-01,2011,2005-01-03,2007-01-03,-44
HuR-NC09,"Hudson, Richard",M,1971-11-04,Republican,NC,9,0,RepRichHudson,2012-11-01,2012,,,
RiC-LA02,"Richmond, Cedric L.",M,1973-09-13,Democratic,LA,2,0,RepRichmond,2011-03-01,2011,,,
NuR-FL11,"Nugent, Richard B.",M,2051-05-26,Republican,FL,11,0,RepRichNugent,2011-01-01,2011,,,
AlR-GA12,"Allen, Rick W.",M,2051-11-07,Republican,GA,12,0,RepRickAllen,2015-01-01,2015,,,
CrE-AR01,"Crawford, Eric A. Rick",M,2066-01-22,Republican,AR,1,0,reprickcrawford,2011-01-01,2011,,,
LaR-WA02,"Larsen, Rick",M,2055-06-15,Democratic,WA,2,109,RepRickLarsen,2011-11-01,2011,2005-01-03,2007-01-03,-50
RiD-VA05,"Riggleman, Denver",M,1970-03-17,Republican,VA,5,0,RepRiggleman,2019-01-01,2019,,,
ToR-NY15,"Torres, Ritchie",M,1988-03-12,Democratic,NY,15,0,RepRitchie,2020-06-01,2020,,,
RiD-FL25,"Rivera, David",M,2065-09-16,Republican,FL,25,0,RepRivera,2011-01-01,2011,,,
GaR-CA42,"Garcia, Robert",M,1977-12-02,Democratic,CA,42,0,RepRobertGarcia,2022-12-01,2022,,,
HuR-VA05,"Hurt, Robert",M,2069-06-16,Republican,VA,5,0,RepRobertHurt,2011-01-01,2011,,,
KeR-IL02,"Kelly, Robin L.",F,2056-04-30,Democratic,IL,2,0,RepRobinKelly,2013-04-01,2013,,,
WoR-GA07,"Woodall, Rob",M,1970-02-11,Republican,GA,7,0,RepRobWoodall,2014-03-01,2014,,,
BlR-IA01,"Blum, Rod",M,2055-04-26,Republican,IA,1,0,RepRodBlum,2015-01-01,2015,,,
KhR-CA17,"Khanna, Ro",M,1976-09-13,Democratic,CA,17,0,RepRoKhanna,2017-01-01,2017,,,
BaR-AZ02,"Barber, Ron",M,2045-08-25,Democratic,AZ,2,0,RepRonBarber,2012-06-01,2012,,,
EsR-KS04,"Estes, Ron",M,2056-07-19,Republican,KS,4,0,RepRonEstes,2017-04-01,2017,,,
KiR-WI03,"Kind, Ron",M,2063-03-16,Democratic,WI,3,109,RepRonKind,2010-02-01,2010,2005-01-03,2007-01-03,-58
KlR-FL22,"Klein, Ron",M,2057-07-10,Democratic,FL,22,0,RepRonKlein,2010-06-01,2010,,,
JaR-TX13,"Jackson, Ronny",M,2067-05-04,Republican,TX,13,0,RepRonnyJackson,2020-12-01,2020,,,
WrR-TX06,"Wright, Ron",M,2053-04-08,Republican,TX,6,0,RepRonWright,2019-01-01,2019,,,
RoF-FL19,"Rooney, Francis",M,2053-12-04,Republican,FL,19,0,RepRooney,2017-01-01,2017,,,
RoM-MT02,"Rosendale Sr., Matthew M.",M,2060-07-07,Republican,MT,2,0,RepRosendale,2020-12-01,2020,,,
SpR-FL15,"Spano, Ross",M,2066-07-16,Republican,FL,15,0,RepRossSpano,2019-01-01,2019,,,
RoL-CA40,"Roybal-Allard, Lucille",F,2041-06-12,Democratic,CA,40,109,RepRoybalAllard,2012-01-01,2012,2005-01-03,2007-01-03,-36
GaR-AZ03,"Gallego, Ruben",M,1979-11-20,Democratic,AZ,3,0,RepRubenGallego,2015-01-01,2015,,,
YaR-IN02,"Yakym, Rudy",M,1984-02-24,Republican,IN,2,0,RepRudyYakym,2022-12-01,2022,,,
FrR-SC07,"Fry, Russell",M,1985-01-31,Republican,SC,7,0,RepRussellFry,2022-12-01,2022,,,
FuR-ID01,"Fulcher, Russ",M,2062-03-09,Republican,ID,1,0,RepRussFulcher,2018-12-01,2018,,,
RuJ-FL05,"Rutherford, John H.",M,2052-09-02,Republican,FL,5,0,RepRutherfordFL,2017-02-01,2017,,,
WiR-TX25,"Williams, Roger",M,2049-09-13,Republican,TX,25,0,RepRWilliams,2013-01-01,2013,,,
ZiR-MT01,"Zinke, Ryan K.",M,2061-11-01,Republican,MT,1,0,RepRyanZinke,2014-12-01,2014,,,
SaA-OR06,"Salinas, Andrea",F,2069-12-06,Democratic,OR,6,0,RepSalinas,2023-01-01,2023,,,
GrS-MO06,"Graves, Sam",M,2063-11-07,Republican,MO,6,109,RepSamGraves,2009-04-01,2009,2005-01-03,2007-01-03,-58
AdS-FL24,"Adams, Sandy",F,2056-12-14,Republican,FL,24,0,RepSandyAdams,2010-11-01,2010,,,
LeS-MI09,"Levin, Sander M.",M,2031-09-06,Democratic,MI,9,109,repsandylevin,2009-03-01,2009,2005-01-03,2007-01-03,-26
SaG-NY03,"Santos, George",M,1988-07-22,Republican,NY,3,0,RepSantosNY03,2023-01-01,2023,,,
JaS-CA51,"Jacobs, Sara",F,1989-02-01,Democratic,CA,51,0,RepSaraJacobs,2021-01-01,2021,,,
SaJ-MD03,"Sarbanes, John P.",M,2062-05-22,Democratic,MD,3,0,RepSarbanes,2011-08-01,2011,,,
ScJ-IL09,"Schakowsky, Janice D.",F,2044-05-26,Democratic,IL,9,109,RepSchakowsky,2009-10-01,2009,2005-01-03,2007-01-03,-39
ScB-IL10,"Schneider, Bradley Scott",M,2061-08-20,Democratic,IL,10,0,RepSchneider,2013-01-01,2013,,,
ScH-MI03,"Scholten, Hillary J.",F,1982-02-22,Democratic,MI,3,0,RepScholten,2023-01-01,2023,,,
ScK-OR05,"Schrader, Kurt",M,2051-10-19,Democratic,OR,5,0,RepSchrader,2009-02-01,2009,,,
PeS-PA10,"Perry, Scott",M,2062-05-27,Republican,PA,10,0,RepScottPerry,2009-01-01,2009,,,
PeS-CA50,"Peters, Scott H.",M,2058-06-17,Democratic,CA,50,0,RepScottPeters,2013-01-01,2013,,,
RiE-VA02,"Rigell, E. Scott",M,2060-05-28,Republican,VA,2,0,RepScottRigell,2010-12-01,2010,,,
MaS-NY18,"Maloney, Sean Patrick",M,1996-07-30,Democratic,NY,18,0,RepSeanMaloney,2013-01-01,2013,,,
ShC-NH01,"Shea-Porter, Carol",F,2052-12-02,Democratic,NH,1,0,RepSheaPorter,2010-03-01,2010,,,
ShM-NJ11,"Sherrill, Mikie",F,1972-01-19,Democratic,NJ,11,0,RepSherrill,2019-01-01,2019,,,
ShJ-IL15,"Shimkus, John",M,2058-02-21,Republican,IL,15,109,RepShimkus,2008-07-01,2008,2005-01-03,2007-01-03,-53
BrS-OH11,"Brown, Shontel M.",F,1975-06-24,Democratic,OH,11,0,RepShontelBrown,2021-11-01,2021,,,
ThS-MI13,"Thanedar, Shri",M,2055-02-22,Democratic,MI,13,0,RepShriThanedar,2023-01-01,2023,,,
SlE-MI07,"Slotkin, Elissa",F,1976-07-10,Democratic,MI,7,0,RepSlotkin,2018-12-01,2018,,,
SmL-PA11,"Smucker, Lloyd",M,2064-01-23,Republican,PA,11,0,RepSmucker,2009-05-01,2009,,,
SpA-VA07,"Spanberger, Abigail Davis",F,1979-08-07,Democratic,VA,7,0,RepSpanberger,2018-12-01,2018,,,
SpV-IN05,"Spartz, Victoria",F,1978-10-06,Republican,IN,5,0,RepSpartz,2020-12-01,2020,,,
SpJ-CA14,"Speier, Jackie",F,2050-05-14,Democratic,CA,14,0,RepSpeier,2009-03-01,2009,,,
StM-CA45,"Steel, Michelle",F,2055-06-21,Republican,CA,45,0,RepSteel,2020-12-01,2020,,,
StE-NY21,"Stefanik, Elise M.",F,1984-07-02,Republican,NY,21,0,RepStefanik,2015-01-01,2015,,,
LyS-MA08,"Lynch, Stephen F.",M,2055-03-31,Democratic,MA,8,109,RepStephenLynch,2011-06-01,2011,2005-01-03,2007-01-03,-50
MuS-FL07,"Murphy, Stephanie N.",F,1978-09-16,Democratic,FL,7,0,RepStephMurphy,2016-11-01,2016,,,
ChS-OH01,"Chabot, Steve",M,2053-01-22,Republican,OH,1,109,RepSteveChabot,2011-01-01,2011,2005-01-03,2007-01-03,-48
IsS-NY03,"Israel, Steve",M,2058-05-30,Democratic,NY,3,109,RepSteveIsrael,2009-02-01,2009,2005-01-03,2007-01-03,-53
StS-OH15,"Stivers, Steve",M,2065-03-24,Republican,OH,15,0,RepSteveStivers,2010-11-01,2010,,,
StM-WA10,"Strickland, Marilyn",F,2062-09-25,Democratic,WA,10,0,RepStricklandWA,2020-12-01,2020,,,
StM-IN03,"Stutzman, Marlin A.",M,1976-08-31,Republican,IN,3,0,RepStutzman,2010-11-01,2010,,,
LeS-PA12,"Lee, Summer L.",F,1987-11-26,Democratic,PA,12,0,RepSummerLee,2018-05-01,2018,,,
WiS-PA07,"Wild, Susan",F,2057-06-07,Democratic,PA,7,0,RepSusanWild,2018-12-01,2018,,,
LeS-NV03,"Lee, Susie",F,2066-11-07,Democratic,NV,3,0,RepSusieLee,2018-12-01,2018,,,
SwE-CA14,"Swalwell, Eric",M,1980-11-16,Democratic,CA,14,0,RepSwalwell,2012-11-01,2012,,,
GaS-TX29,"Garcia, Sylvia R.",F,2050-09-06,Democratic,TX,29,0,RepSylviaGarcia,2019-01-01,2019,,,
DeT-FL22,"Deutch, Theodore E.",M,2066-05-07,Democratic,FL,22,0,RepTedDeutch,2010-04-10,2010,,,
LiT-CA36,"Lieu, Ted",M,2069-03-29,Democratic,CA,36,0,RepTedLieu,2015-02-01,2015,,,
YoT-FL03,"Yoho, Ted S.",M,2055-04-13,Republican,FL,3,0,RepTedYoho,2013-01-01,2013,,,
TeC-NY24,"Tenney, Claudia",F,2061-02-04,Republican,NY,24,0,RepTenney,2016-11-01,2016,,,
LeT-NM03,"Leger Fernandez, Teresa",F,2059-07-01,Democratic,NM,3,0,RepTeresaLF,2021-01-01,2021,,,
SeT-AL07,"Sewell, Terri A.",F,2065-01-01,Democratic,AL,7,0,RepTerriSewell,2011-09-01,2011,,,
MaT-KY04,"Massie, Thomas",M,1971-01-13,Republican,KY,4,0,RepThomasMassie,2012-11-01,2012,,,
ThM-CA04,"Thompson, Mike",M,2051-01-24,Democratic,CA,4,109,RepThompson,2011-05-01,2011,2005-01-03,2007-01-03,-46
TiJ-MA06,"Tierney, John F.",M,2051-09-18,Democratic,MA,6,109,RepTierney,2011-10-01,2011,2005-01-03,2007-01-03,-46
TiT-WI07,"Tiffany, Thomas P.",M,2057-12-30,Republican,WI,7,0,RepTiffany,2020-06-01,2020,,,
BuT-TN02,"Burchett, Tim",M,2064-08-25,Republican,TN,2,0,RepTimBurchett,2018-08-01,2018,,,
JoT-IL15,"Johnson, Timothy V.",M,2046-07-23,Republican,IL,15,109,RepTimJohnson,2011-02-01,2011,2005-01-03,2007-01-03,-41
TiW-SC04,"Timmons, William R. IV",M,1984-04-30,Republican,SC,4,0,RepTimmons,2018-12-01,2018,,,
RyT-OH13,"Ryan, Tim",M,1973-07-16,Democratic,OH,13,109,RepTimRyan,2008-02-01,2008,2005-01-03,2007-01-03,31
WaT-MN01,"Walz, Timothy J.",M,2064-04-06,Democratic,MN,1,0,RepTimWalz,2013-03-01,2013,,,
TiS-CO03,"Tipton, Scott R.",M,2056-11-09,Republican,CO,3,0,RepTipton,2011-01-01,2011,,,
CoT-CA21,"Cox, TJ",M,2063-07-18,Democratic,CA,21,0,RepTjCox,2019-01-01,2019,,,
AkW-MO02,"Akin, W. Todd",M,2047-07-05,Republican,MO,2,109,REPTODDAKlN,2012-08-01,2012,2005-01-03,2007-01-03,-42
GaT-VA05,"Garrett, Thomas A., Jr.",M,1972-03-27,Republican,VA,5,0,RepTomGarrett,2017-01-01,2017,,,
GrT-GA14,"Graves, Tom",M,1970-02-03,Republican,GA,14,0,RepTomGraves,2010-09-01,2010,,,
MaT-NJ03,"MacArthur, Thomas",M,2060-10-16,Republican,NJ,3,0,RepTomMacArthur,2015-01-01,2015,,,
PrT-GA06,"Price, Tom",M,2054-10-08,Republican,GA,6,109,RepTomPrice,2007-06-01,2007,2005-01-03,2007-01-03,-49
GoT-TX23,"Gonzales, Tony",M,1980-10-10,Republican,TX,23,0,RepTonyGonzales,2020-12-01,2020,,,
ToX-NM02,"Torres Small, Xochitl",F,1984-11-15,Democratic,NM,2,0,RepTorresSmall,2019-01-01,2019,,,
KeT-MS01,"Kelly, Trent",M,2066-03-01,Republican,MS,1,0,RepTrentKelly,2015-06-01,2015,,,
HoT-IN09,"Hollingsworth, Trey",M,1983-09-12,Republican,IN,9,0,RepTrey,2016-12-01,2016,,,
CaT-LA02,"Carter, Troy",M,2063-10-26,Democratic,LA,2,0,RepTroyCarter,2021-01-01,2021,,,
NeT-TX22,"Nehls, Troy E.",M,2068-04-07,Republican,TX,22,0,RepTroyNehls,2021-01-01,2021,,,
UnL-IL14,"Underwood, Lauren",F,1986-10-04,Democratic,IL,14,0,RepUnderwood,2019-01-01,2019,,,
DeV-FL10,"Demings, Val Butler",F,2057-03-12,Democratic,FL,10,0,RepValDemings,2016-11-01,2016,,,
HoV-OR04,"Hoyle, Val T.",F,2064-02-14,Democratic,OR,4,0,RepValHoyle,2023-01-01,2023,,,
VaD-WI03,"Van Orden, Derrick",M,2069-09-15,Republican,WI,3,0,RepVanOrden,2022-12-01,2022,,,
TaV-TX03,"Taylor, Van",M,1972-08-01,Republican,TX,3,0,RepVanTaylor,2018-12-01,2018,,,
VeM-TX33,"Veasey, Marc A.",M,1971-01-03,Democratic,TX,33,0,RepVeasey,2013-01-01,2013,,,
ViP-IN01,"Visclosky, Peter J.",M,2049-08-13,Democratic,IN,1,109,RepVisclosky,2010-09-01,2010,2005-01-03,2007-01-03,-44
WaT-MI05,"Walberg, Tim",M,2051-04-12,Republican,MI,5,0,RepWalberg,2011-01-01,2011,,,
WaJ-IN02,"Walorski, Jackie",F,2063-08-17,Republican,IN,2,0,RepWalorski,2013-01-01,2013,,,
JoW-NC03,"Jones, Walter B., Jr.",M,2043-02-10,Republican,NC,3,109,RepWalterJones,2009-03-01,2009,2005-01-03,2007-01-03,-38
WaM-FL06,"Waltz, Michael",M,1974-01-31,Republican,FL,6,0,RepWaltzPress,2019-01-01,2019,,,
WaH-CA33,"Waxman, Henry A.",M,2039-09-12,Democratic,CA,33,109,RepWaxman,2012-08-01,2012,2005-01-03,2007-01-03,-34
WeD-FL11,"Webster, Daniel",M,2049-04-27,Republican,FL,11,0,RepWebster,2011-04-01,2011,,,
HuW-TX38,"Hunt, Wesley",M,1981-11-13,Republican,TX,38,0,RepWesleyHunt,2022-12-01,2022,,,
WeB-AR04,"Westerman, Bruce",M,2067-11-18,Republican,AR,4,0,RepWesterman,2014-10-01,2014,,,
WeJ-VA10,"Wexton, Jennifer",F,2068-05-27,Democratic,VA,10,0,RepWexton,2018-07-01,2018,,,
NiW-NC13,"Nickel, Wiley",M,1975-11-23,Democratic,NC,13,0,RepWileyNickel,2022-11-01,2022,,,
WiB-NY22,"Williams, Brandon",M,2067-05-22,Republican,NY,22,0,RepWilliams,2022-12-01,2022,,,
WiF-FL24,"Wilson, Frederica S.",F,2042-11-05,Democratic,FL,24,0,RepWilson,2011-01-01,2011,,,
KiY-CA40,"Kim, Young",F,2062-10-18,Republican,CA,40,0,RepYoungKim,2020-12-01,2020,,,
ClY-NY09,"Clarke, Yvette D.",F,2064-11-21,Democratic,NY,9,0,RepYvetteClarke,2011-01-01,2011,,,
LoZ-CA18,"Lofgren, Zoe",F,2047-12-21,Democratic,CA,18,109,RepZoeLofgren,2011-03-01,2011,2005-01-03,2007-01-03,-42
PoR-CA11,"Pombo, Richard W.",M,2061-01-08,Republican,CA,11,109,richardpombo,2010-01-01,2010,2005-01-03,2007-01-03,-56
BoR-VA09,"Boucher, Rick",M,2046-08-01,Democratic,VA,9,109,rickboucherdc,2018-06-01,2018,2005-01-03,2007-01-03,-41
BiR-UT01,"Bishop, Rob",M,2051-07-13,Republican,UT,1,109,RobBishopUT,2016-03-01,2016,2005-01-03,2007-01-03,-46
AdR-AL04,"Aderholt, Robert B.",M,2065-07-22,Republican,AL,4,109,Robert_Aderholt,2009-09-01,2009,2005-01-03,2007-01-03,-60
PoR-OH02,"Portman, Rob",M,2055-12-19,Republican,OH,2,109,robportman,2014-07-01,2014,2005-01-03,2007-01-03,-50
SiR-CT02,"Simmons, Rob",M,2043-02-11,Republican,CT,2,109,RobSimmons,2009-03-01,2009,2005-01-03,2007-01-03,-38
WiR-VA01,"Wittman, Robert J.",M,2059-02-03,Republican,VA,1,0,RobWittman,2008-07-01,2008,,,
DaR-IL13,"Davis, Rodney",M,1970-01-05,Republican,IL,13,0,RodneyDavis,2012-12-01,2012,,,
MaR-KS01,"Marshall, Roger",M,2060-08-09,Republican,KS,1,0,RogerMarshallMD,2013-03-01,2013,,,
DeR-FL06,"DeSantis, Ron",M,1978-09-14,Republican,FL,6,0,RonDeSantisFL,2012-02-01,2012,,,
PaR-TX14,"Paul, Ron",M,2035-08-20,Republican,TX,14,109,RonPaul,2011-04-01,2011,2005-01-03,2007-01-03,-30
DeR-CT03,"DeLauro, Rosa L.",F,2043-03-02,Democratic,CT,3,109,rosadelauro,2010-05-01,2010,2005-01-03,2007-01-03,-38
BaR-MD06,"Bartlett, Roscoe G.",M,2026-06-03,Republican,MD,6,109,Roscoe_Bartlett,2011-12-01,2011,2005-01-03,2007-01-03,-21
RoI-FL27,"Ros-Lehtinen, Ileana",F,2052-07-15,Republican,FL,27,109,RosLehtinen,2008-04-01,2008,2005-01-03,2007-01-03,-47
BlR-MO07,"Blunt, Roy",M,2050-01-10,Republican,MO,7,109,RoyBlunt,2009-02-01,2009,2005-01-03,2007-01-03,-45
