uniqueid,fullname,gender,dob,party,stateabr,district,congress118,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted,twitterever,joined118,NT
CaK-FL03,"Cammack, Kat",F,2/16/88,Republican,FL,3,118,RepKatCammack,1/1/20,2020,1/3/23,1/3/25,34,1.00,,Has Twitter
HoK-NY26,"Hochul, Kathleen C.",F,8/27/58,Democratic,NY,26,0,RepKathyHochul,6/1/11,2011,,,,,,
HiK-CA25,"Hill, Katie",F,8/25/87,Democratic,CA,25,0,RepKatieHill,11/1/18,2018,,,,,,
PoK-CA47,"Porter, Katie",F,1/3/74,Democratic,CA,47,118,RepKatiePorter,1/1/19,2019,1/3/23,1/3/25,49,1.00,,Has Twitter
GrK-TX12,"Granger, Kay",F,1/18/43,Republican,TX,12,118,RepKayGranger,7/1/10,2010,1/3/23,1/3/25,-20,1.00,,Has Twitter
ClK-MA05,"Clark, Katherine M.",F,7/17/63,Democratic,MA,5,118,RepKClark,1/1/14,2014,1/3/23,1/3/25,-40,1.00,,Has Twitter
SeK-TX03,"Self, Keith",M,3/20/53,Republican,TX,3,118,RepKeithSelf,1/1/23,2023,1/3/23,1/3/25,-30,1.00,1,Has Twitter
BuK-CO04,"Buck, Ken",M,2/16/59,Republican,CO,4,118,RepKenBuck,11/1/14,2014,1/3/23,1/3/25,-36,1.00,,Has Twitter
MaK-TX24,"Marchant, Kenny",M,2/23/51,Republican,TX,24,0,RepKenMarchant,3/1/09,2009,,,,,,
HeK-OK01,"Hern, Kevin",M,12/4/61,Republican,OK,1,118,repkevinhern,11/1/18,2018,1/3/23,1/3/25,-38,1.00,,Has Twitter
KiR-NV04,"Kihuen, Ruben J.",M,4/25/80,Democratic,NV,4,0,RepKihuen,1/1/17,2017,,,,,,
KiK-CA03,"Kiley, Kevin",M,1/30/85,Republican,CA,3,118,RepKiley,1/1/23,2023,1/3/23,1/3/25,37,1.00,1,Has Twitter
ScK-WA08,"Schrier, Kim",F,8/23/68,Democratic,WA,8,118,RepKimSchrier,1/1/19,2019,1/3/23,1/3/25,-45,1.00,,Has Twitter
KiA-IL16,"Kinzinger, Adam",M,2/27/78,Republican,IL,16,0,RepKinzinger,11/1/10,2010,,,,,,
KiA-AZ02,"Kirkpatrick, Ann",F,3/24/50,Democratic,AZ,2,0,RepKirkpatrick,1/1/19,2019,,,,,,
MfK-MD07,"Mfume, Kweisi",M,10/24/48,Democratic,MD,7,118,RepKweisiMfume,6/1/20,2020,1/3/23,1/3/25,-25,1.00,,Has Twitter
LaD-IL16,"LaHood, Darin",M,7/5/68,Republican,IL,16,118,RepLaHood,9/1/15,2015,1/3/23,1/3/25,-45,1.00,,Has Twitter
LaN-NY01,"LaLota, Nick",M,6/23/78,Republican,NY,1,118,RepLaLota,11/1/22,2022,1/3/23,1/3/25,44,1.00,,Has Twitter
LaD-CA01,"LaMalfa, Doug",M,7/2/60,Republican,CA,1,118,RepLaMalfa,1/1/13,2013,1/3/23,1/3/25,-37,1.00,,Has Twitter
LaL-NJ07,"Lance, Leonard",M,6/25/52,Republican,NJ,7,0,RepLanceNJ7,6/1/12,2012,,,,,,
BuL-IN08,"Bucshon, Larry",M,5/31/62,Republican,IN,8,118,RepLarryBucshon,1/1/11,2011,1/3/23,1/3/25,-39,1.00,,Has Twitter
LaJ-KS02,"LaTurner, Jake",M,2/17/88,Republican,KS,2,118,RepLaTurner,1/1/21,2021,1/3/23,1/3/25,34,1.00,,Has Twitter
LeL-FL15,"Lee, Laurel M.",F,3/26/74,Republican,FL,15,118,RepLaurelLee,12/1/22,2022,1/3/23,1/3/25,48,1.00,,Has Twitter
BlL-DE00,"Blunt Rochester, Lisa",F,2/10/62,Democratic,DE,0,118,RepLBR,1/1/17,2017,1/3/23,1/3/25,-39,1.00,,Has Twitter
ChL-OR05,"Chavez-DeRemer, Lori",F,4/7/68,Republican,OR,5,118,RepLCD,10/1/22,2022,1/3/23,1/3/25,-45,1.00,,Has Twitter
SaL-CA38,"Sanchez, Linda T.",F,1/28/69,Democratic,CA,38,118,replindasanchez,6/1/11,2011,1/3/23,1/3/25,-46,1.00,,Has Twitter
LiD-IL03,"Lipinski, Daniel",M,7/15/66,Democratic,IL,3,0,RepLipinski,12/1/12,2012,,,,,,
McL-MI09,"McClain, Lisa C.",F,4/7/66,Republican,MI,9,118,RepLisaMcClain,12/1/20,2020,1/3/23,1/3/25,-43,1.00,,Has Twitter
DoL-TX37,"Doggett, Lloyd",M,10/6/46,Democratic,TX,37,118,RepLloydDoggett,6/1/10,2010,1/3/23,1/3/25,-23,1.00,,Has Twitter
CaL-CA24,"Capps, Lois",F,1/10/38,Democratic,CA,24,0,RepLoisCapps,5/1/11,2011,,,,,,
FrL-FL22,"Frankel, Lois",F,5/16/48,Democratic,FL,22,118,RepLoisFrankel,1/1/13,2013,1/3/23,1/3/25,-25,1.00,,Has Twitter
TrL-MA03,"Trahan, Lori",F,10/27/73,Democratic,MA,3,118,RepLoriTrahan,12/1/18,2018,1/3/23,1/3/25,49,1.00,,Has Twitter
BaL-PA11,"Barletta, Lou",M,1/28/56,Republican,PA,11,0,RepLouBarletta,1/1/11,2011,,,,,,
CoJ-CA46,"Correa, J. Luis",M,1/24/58,Democratic,CA,46,118,RepLouCorrea,1/1/17,2017,1/3/23,1/3/25,-35,1.00,,Has Twitter
LoB-GA11,"Loudermilk, Barry",M,12/22/63,Republican,GA,11,118,RepLoudermilk,12/1/14,2014,1/3/23,1/3/25,-40,1.00,,Has Twitter
LoA-CA47,"Lowenthal, Alan S.",M,3/8/41,Democratic,CA,47,0,RepLowenthal,1/1/13,2013,,,,,,
McL-GA07,"McBath, Lucy",F,6/1/60,Democratic,GA,7,118,RepLucyMcBath,1/1/19,2019,1/3/23,1/3/25,-37,1.00,,Has Twitter
LuA-FL13,"Luna, Anna Paulina",F,5/6/89,Republican,FL,13,118,RepLuna,1/1/23,2023,1/3/23,1/3/25,33,1.00,1,Has Twitter
LuM-TX08,"Luttrell, Morgan",M,11/7/75,Republican,TX,8,118,RepLuttrell_TX8,6/1/21,2021,1/3/23,1/3/25,47,1.00,,Has Twitter
MaN-NY11,"Malliotakis, Nicole",F,11/11/80,Republican,NY,11,118,RepMalliotakis,12/1/20,2020,1/3/23,1/3/25,42,1.00,,Has Twitter
MaC-NY12,"Maloney, Carolyn B.",F,2/19/46,Democratic,NY,12,0,RepMaloney,2/1/11,2011,,,,,,
MaT-KS01,"Mann, Tracey",M,12/17/76,Republican,KS,1,118,RepMann,1/1/21,2021,1/3/23,1/3/25,46,1.00,,Has Twitter
FuM-OH11,"Fudge, Marcia L.",F,10/29/52,Democratic,OH,11,0,RepMarciaFudge,6/1/10,2010,,,,,,
KaM-OH09,"Kaptur, Marcy",F,6/17/46,Democratic,OH,9,118,RepMarcyKaptur,5/1/12,2012,1/3/23,1/3/25,-23,1.00,,Has Twitter
SaM-FL27,"Salazar, Maria Elvira",F,11/1/61,Republican,FL,27,118,RepMariaSalazar,11/1/20,2020,1/3/23,1/3/25,-38,1.00,,Has Twitter
NeM-IL03,"Newman, Marie",F,4/13/64,Democratic,IL,3,0,RepMarieNewman,12/1/20,2020,,,,,,
AlM-MO04,"Alford, Mark",M,10/4/63,Republican,MO,4,118,RepMarkAlford,1/1/23,2023,1/3/23,1/3/25,-40,1.00,1,Has Twitter
GrM-WI08,"Green, Mark",M,6/1/60,Republican,WI,8,0,RepMarkGreen,1/1/19,2019,,,,,,
GrM-TN07,"Green, Mark E.",M,11/8/64,Republican,TN,7,118,RepMarkGreen,1/1/19,2019,1/3/23,1/3/25,-41,1.00,,Has Twitter
PoM-WI02,"Pocan, Mark",M,8/14/64,Democratic,WI,2,118,repmarkpocan,2/1/13,2013,1/3/23,1/3/25,-41,1.00,,Has Twitter
TaM-HI01,"Takai, Mark",M,7/1/67,Democratic,HI,1,0,RepMarkTakai,1/1/15,2015,,,,,,
TaM-CA39,"Takano, Mark",M,12/10/60,Democratic,CA,39,118,RepMarkTakano,12/1/12,2012,1/3/23,1/3/25,-37,1.00,,Has Twitter
WaM-NC06,"Walker, Mark",M,5/20/69,Republican,NC,6,0,RepMarkWalker,1/1/15,2015,,,,,,
MiM-IL15,"Miller, Mary E.",F,8/7/59,Republican,IL,15,118,RepMaryMiller,12/1/20,2020,1/3/23,1/3/25,-36,1.00,,Has Twitter
GaM-FL01,"Gaetz, Matt",M,5/7/82,Republican,FL,1,118,RepMattGaetz,1/1/17,2017,1/3/23,1/3/25,40,1.00,,Has Twitter
WaM-CA43,"Waters, Maxine",F,8/15/38,Democratic,CA,43,118,RepMaxineWaters,4/1/09,2009,1/3/23,1/3/25,-15,1.00,,Has Twitter
RoM-NY11,"Rose, Max",M,11/28/86,Democratic,NY,11,0,RepMaxRose,12/1/18,2018,,,,,,
FrM-FL10,"Frost, Maxwell",M,1/17/97,Democratic,FL,10,118,RepMaxwellFrost,12/1/22,2022,1/3/23,1/3/25,25,1.00,,Has Twitter
McC-NY04,"McCarthy, Carolyn",F,1/5/44,Democratic,NY,4,0,RepMcCarthyNY,6/1/10,2010,,,,,,
McM-TX10,"McCaul, Michael T.",M,1/14/62,Republican,TX,10,118,RepMcCaul,3/1/09,2009,1/3/23,1/3/25,-39,1.00,,Has Twitter
McT-CA05,"McClintock, Tom",M,7/10/56,Republican,CA,5,118,RepMcClintock,6/1/09,2009,1/3/23,1/3/25,-33,1.00,,Has Twitter
McR-GA06,"McCormick, Richard",M,10/7/68,Republican,GA,6,118,RepMcCormick,1/1/23,2023,1/3/23,1/3/25,-45,1.00,1,Has Twitter
McA-VA04,"McEachin, A. Donald",M,10/10/61,Democratic,VA,4,0,RepMcEachin,1/1/17,2017,,,,,,
McM-KY03,"McGarvey, Morgan",M,12/23/79,Democratic,KY,3,118,RepMcGarvey,1/1/23,2023,1/3/23,1/3/25,43,1.00,1,Has Twitter
McJ-MA02,"McGovern, James P.",M,11/20/59,Democratic,MA,2,118,RepMcGovern,1/1/11,2011,1/3/23,1/3/25,-36,1.00,,Has Twitter
McD-WV01,"McKinley, David B.",M,3/28/47,Republican,WV,1,0,RepMcKinley,1/1/11,2011,,,,,,
NeG-CA35,"Negrete McLeod, Gloria",F,9/6/41,Democratic,CA,35,0,RepMcLeod,12/1/12,2012,,,,,,
McJ-CA09,"McNerney, Jerry",M,6/18/51,Democratic,CA,9,0,RepMcNerney,10/1/11,2011,,,,,,
MeP-MI03,"Meijer, Peter",M,1/10/88,Republican,MI,3,0,RepMeijer,12/1/20,2020,,,,,,
MeR-NJ08,"Menendez, Robert",M,7/12/85,Democratic,NJ,8,118,RepMenendez,12/1/22,2022,1/3/23,1/3/25,37,1.00,,Has Twitter
MeR-NJ13,"Menendez, Robert",M,1/1/54,Democratic,NJ,13,0,RepMenendez,12/1/22,2022,,,,,,
MeD-PA09,"Meuser, Daniel",M,2/10/64,Republican,PA,9,118,RepMeuser,1/1/19,2019,1/3/23,1/3/25,-41,1.00,,Has Twitter
PeM-WA03,"Perez, Marie Gluesenkamp",F,6/4/88,Democratic,WA,3,118,RepMGP,10/1/22,2022,1/3/23,1/3/25,34,1.00,,Has Twitter
GrH-VA09,"Griffith, H. Morgan",M,3/15/58,Republican,VA,9,118,RepMGriffith,1/1/11,2011,1/3/23,1/3/25,-35,1.00,,Has Twitter
ScM-PA05,"Scanlon, Mary Gay",F,8/30/59,Democratic,PA,5,118,RepMGS,11/1/18,2018,1/3/23,1/3/25,-36,1.00,,Has Twitter
GuM-MS03,"Guest, Michael",M,2/4/70,Republican,MS,3,118,RepMichaelGuest,1/1/19,2019,1/3/23,1/3/25,52,1.00,,Has Twitter
CaM-OH15,"Carey, Mike",M,3/13/71,Republican,OH,15,118,RepMikeCarey,11/1/21,2021,1/3/23,1/3/25,51,1.00,,Has Twitter
CoM-GA10,"Collins, Mike",M,7/2/67,Republican,GA,10,118,RepMikeCollins,12/1/22,2022,1/3/23,1/3/25,-44,1.00,,Has Twitter
GaM-CA27,"Garcia, Mike",M,4/24/76,Republican,CA,27,118,RepMikeGarcia,5/1/20,2020,1/3/23,1/3/25,46,1.00,,Has Twitter
HoM-CA17,"Honda, Michael M.",M,6/27/41,Democratic,CA,17,0,RepMikeHonda,10/1/08,2008,,,,,,
JoM-LA04,"Johnson, Mike",M,1/30/72,Republican,LA,4,118,RepMikeJohnson,2/1/17,2017,1/3/23,1/3/25,50,1.00,,Has Twitter
LaM-NY17,"Lawler, Michael",M,9/9/86,Republican,NY,17,118,RepMikeLawler,11/1/22,2022,1/3/23,1/3/25,36,1.00,,Has Twitter
LeM-CA49,"Levin, Mike",M,10/20/78,Democratic,CA,49,118,RepMikeLevin,12/1/18,2018,1/3/23,1/3/25,44,1.00,,Has Twitter
McM-NY13,"McMahon, Michael E.",M,9/12/57,Democratic,NY,13,0,RepMikeMcMahon,6/1/09,2009,,,,,,
QuM-IL05,"Quigley, Mike",M,10/17/58,Democratic,IL,5,118,RepMikeQuigley,7/1/09,2009,1/3/23,1/3/25,-35,1.00,,Has Twitter
RoM-MI08,"Rogers, Mike J.",M,6/2/63,Republican,MI,8,0,RepMikeRogers,6/1/10,2010,,,,,,
RoM-AL03,"Rogers, Mike D.",M,7/16/58,Republican,AL,3,118,repmikerogersal,4/1/09,2009,1/3/23,1/3/25,-35,1.00,,Has Twitter
TuM-OH10,"Turner, Michael R.",M,1/11/60,Republican,OH,10,118,RepMikeTurner,6/1/09,2009,1/3/23,1/3/25,-37,1.00,,Has Twitter
MiC-FL07,"Mills, Cory",M,7/13/80,Republican,FL,7,118,RepMillsPress,1/1/23,2023,1/3/23,1/3/25,42,1.00,1,Has Twitter
MiM-IA01,"Miller-Meeks, Mariannette",F,9/6/55,Republican,IA,1,118,RepMMM,1/1/21,2021,1/3/23,1/3/25,-32,1.00,,Has Twitter
BrM-AL05,"Brooks, Mo",M,4/29/54,Republican,AL,5,0,RepMoBrooks,1/1/11,2011,,,,,,
MoM-NY19,"Molinaro, Marcus J.",M,10/8/75,Republican,NY,19,118,RepMolinaroNY19,12/1/22,2022,1/3/23,1/3/25,47,1.00,,Has Twitter
DeM-TX15,"De La Cruz, Monica",F,11/11/74,Republican,TX,15,118,RepMonicaDLC,11/1/22,2022,1/3/23,1/3/25,48,1.00,,Has Twitter
MoJ-MI02,"Moolenaar, John R.",M,5/8/61,Republican,MI,2,118,RepMoolenaar,7/1/14,2014,1/3/23,1/3/25,-38,1.00,,Has Twitter
MoJ-FL23,"Moskowitz, Jared",M,12/18/80,Democratic,FL,23,118,RepMoskowitz,1/1/23,2023,1/3/23,1/3/25,42,1.00,1,Has Twitter
MrF-IN01,"Mrvan, Frank J.",M,4/16/69,Democratic,IN,1,118,RepMrvan,1/1/21,2021,1/3/23,1/3/25,-46,1.00,,Has Twitter
GrM-GA14,"Greene, Marjorie Taylor",F,5/27/74,Republican,GA,14,118,RepMTG,12/1/20,2020,1/3/23,1/3/25,48,1.00,,Has Twitter
MaN-SC01,"Mace, Nancy",F,12/4/77,Republican,SC,1,118,RepNancyMace,12/1/20,2020,1/3/23,1/3/25,45,1.00,,Has Twitter
MoN-TX01,"Moran, Nathaniel",M,9/23/74,Republican,TX,1,118,RepNateMoran,12/1/22,2022,1/3/23,1/3/25,48,1.00,,Has Twitter
NeD-WA04,"Newhouse, Dan",M,7/10/55,Republican,WA,4,118,RepNewhouse,12/1/14,2014,1/3/23,1/3/25,-32,1.00,,Has Twitter
RaN-WV03,"Rahall, Nick J., II",M,5/20/49,Democratic,WV,3,0,RepNickRahall,2/1/14,2014,,,,,,
WiN-GA05,"Williams, Nikema",F,7/30/78,Democratic,GA,5,118,RepNikema,1/1/21,2021,1/3/23,1/3/25,44,1.00,,Has Twitter
BuN-IL13,"Budzinski, Nikki",F,3/11/77,Democratic,IL,13,118,RepNikkiB,12/1/22,2022,1/3/23,1/3/25,45,1.00,,Has Twitter
OgA-TN05,"Ogles, Andrew",M,6/18/71,Republican,TN,5,118,RepOgles,12/1/22,2022,1/3/23,1/3/25,51,1.00,,Has Twitter
O'T-AZ01,"O''Halleran, Tom",M,1/24/46,Democratic,AZ,1,0,RepOHalleran,12/1/16,2016,,,,,,
FaP-TX04,"Fallon, Pat",M,12/19/67,Republican,TX,4,118,RepPatFallon,12/1/20,2020,1/3/23,1/3/25,-44,1.00,,Has Twitter
RyP-NY18,"Ryan, Patrick",M,3/28/82,Democratic,NY,18,118,RepPatRyanNY,9/1/22,2022,1/3/23,1/3/25,40,1.00,,Has Twitter
MiP-MI10,"Mitchell, Paul",M,11/14/56,Independent,MI,10,0,RepPaulMitchell,12/1/16,2016,,,,,,
ToP-NY20,"Tonko, Paul",M,6/18/49,Democratic,NY,20,118,RepPaulTonko,10/1/09,2009,1/3/23,1/3/25,-26,1.00,,Has Twitter
PeE-CO07,"Perlmutter, Ed",M,5/1/53,Democratic,CO,7,0,RepPerlmutter,2/1/09,2009,,,,,,
AgP-CA33,"Aguilar, Pete",M,6/19/79,Democratic,CA,33,118,RepPeteAguilar,2/1/15,2015,1/3/23,1/3/25,43,1.00,,Has Twitter
KiP-NY02,"King, Peter T.",M,4/5/44,Republican,NY,2,0,RepPeteKing,12/1/08,2008,,,,,,
OlP-TX22,"Olson, Pete",M,12/9/62,Republican,TX,22,0,RepPeteOlson,2/1/09,2009,,,,,,
DeP-OR04,"DeFazio, Peter A.",M,5/27/47,Democratic,OR,4,0,RepPeterDeFazio,2/1/11,2011,,,,,,
StP-MN08,"Stauber, Pete",M,5/10/66,Republican,MN,8,118,RepPeteStauber,12/1/18,2018,1/3/23,1/3/25,-43,1.00,,Has Twitter
PeB-CO07,"Pettersen, Brittany",F,12/6/81,Democratic,CO,7,118,RepPettersen,1/1/23,2023,1/3/23,1/3/25,41,1.00,1,Has Twitter
PfA-TX11,"Pfluger, August",M,12/28/77,Republican,TX,11,118,RepPfluger,12/1/20,2020,1/3/23,1/3/25,45,1.00,,Has Twitter
PiR-NC09,"Pittenger, Robert",M,8/15/48,Republican,NC,9,0,RepPittenger,11/1/12,2012,,,,,,
PrA-MA07,"Pressley, Ayanna",F,2/3/74,Democratic,MA,7,118,RepPressley,1/1/19,2019,1/3/23,1/3/25,48,1.00,,Has Twitter
RaG-CA19,"Radanovich, George",M,6/20/55,Republican,CA,19,0,RepRadanovich,2/1/09,2009,,,,,,
NoR-SC05,"Norman, Ralph",M,6/20/53,Republican,SC,5,118,RepRalphNorman,6/1/17,2017,1/3/23,1/3/25,-30,1.00,,Has Twitter
TlR-MI12,"Tlaib, Rashida",F,7/24/76,Democratic,MI,12,118,RepRashida,12/1/18,2018,1/3/23,1/3/25,46,1.00,,Has Twitter
RaJ-MD08,"Raskin, Jamie",M,12/13/62,Democratic,MD,8,118,RepRaskin,12/1/16,2016,1/3/23,1/3/25,-39,1.00,,Has Twitter
GrR-AZ07,"Grijalva, Ra̼l M.",M,2/19/48,Democratic,AZ,7,118,RepRaulGrijalva,4/1/09,2009,1/3/23,1/3/25,-25,1.00,,Has Twitter
RuR-CA25,"Ruiz, Raul",M,8/25/72,Democratic,CA,25,118,RepRaulRuizMD,1/1/13,2013,1/3/23,1/3/25,50,1.00,,Has Twitter
ElR-NC02,"Ellmers, Renee L.",F,2/9/64,Republican,NC,2,0,RepReneeEllmers,11/1/10,2010,,,,,,
RiR-WI08,"Ribble, Reid J.",M,4/5/56,Republican,WI,8,0,RepRibble,1/1/11,2011,,,,,,
HaR-NY22,"Hanna, Richard L.",M,1/25/51,Republican,NY,22,0,RepRichardHanna,1/1/11,2011,,,,,,
NeR-MA01,"Neal, Richard E.",M,2/14/49,Democratic,MA,1,118,RepRichardNeal,12/1/11,2011,1/3/23,1/3/25,-26,1.00,,Has Twitter
HuR-NC09,"Hudson, Richard",M,11/4/71,Republican,NC,9,118,RepRichHudson,11/1/12,2012,1/3/23,1/3/25,51,1.00,,Has Twitter
RiC-LA02,"Richmond, Cedric L.",M,9/13/73,Democratic,LA,2,0,RepRichmond,3/1/11,2011,,,,,,
NuR-FL11,"Nugent, Richard B.",M,5/26/51,Republican,FL,11,0,RepRichNugent,1/1/11,2011,,,,,,
AlR-GA12,"Allen, Rick W.",M,11/7/51,Republican,GA,12,118,RepRickAllen,1/1/15,2015,1/3/23,1/3/25,-28,1.00,,Has Twitter
CrE-AR01,"Crawford, Eric A. Rick",M,1/22/66,Republican,AR,1,118,reprickcrawford,1/1/11,2011,1/3/23,1/3/25,-43,1.00,,Has Twitter
LaR-WA02,"Larsen, Rick",M,6/15/55,Democratic,WA,2,118,RepRickLarsen,11/1/11,2011,1/3/23,1/3/25,-32,1.00,,Has Twitter
RiD-VA05,"Riggleman, Denver",M,3/17/70,Republican,VA,5,0,RepRiggleman,1/1/19,2019,,,,,,
ToR-NY15,"Torres, Ritchie",M,3/12/88,Democratic,NY,15,118,RepRitchie,6/1/20,2020,1/3/23,1/3/25,34,1.00,,Has Twitter
RiD-FL25,"Rivera, David",M,9/16/65,Republican,FL,25,0,RepRivera,1/1/11,2011,,,,,,
GaR-CA42,"Garcia, Robert",M,12/2/77,Democratic,CA,42,118,RepRobertGarcia,12/1/22,2022,1/3/23,1/3/25,45,1.00,,Has Twitter
HuR-VA05,"Hurt, Robert",M,6/16/69,Republican,VA,5,0,RepRobertHurt,1/1/11,2011,,,,,,
KeR-IL02,"Kelly, Robin L.",F,4/30/56,Democratic,IL,2,118,RepRobinKelly,4/1/13,2013,1/3/23,1/3/25,-33,1.00,,Has Twitter
WoR-GA07,"Woodall, Rob",M,2/11/70,Republican,GA,7,0,RepRobWoodall,3/1/14,2014,,,,,,
BlR-IA01,"Blum, Rod",M,4/26/55,Republican,IA,1,0,RepRodBlum,1/1/15,2015,,,,,,
KhR-CA17,"Khanna, Ro",M,9/13/76,Democratic,CA,17,118,RepRoKhanna,1/1/17,2017,1/3/23,1/3/25,46,1.00,,Has Twitter
BaR-AZ02,"Barber, Ron",M,8/25/45,Democratic,AZ,2,0,RepRonBarber,6/1/12,2012,,,,,,
EsR-KS04,"Estes, Ron",M,7/19/56,Republican,KS,4,118,RepRonEstes,4/1/17,2017,1/3/23,1/3/25,-33,1.00,,Has Twitter
KiR-WI03,"Kind, Ron",M,3/16/63,Democratic,WI,3,0,RepRonKind,2/1/10,2010,,,,,,
KlR-FL22,"Klein, Ron",M,7/10/57,Democratic,FL,22,0,RepRonKlein,6/1/10,2010,,,,,,
JaR-TX13,"Jackson, Ronny",M,5/4/67,Republican,TX,13,118,RepRonnyJackson,12/1/20,2020,1/3/23,1/3/25,-44,1.00,,Has Twitter
WrR-TX06,"Wright, Ron",M,4/8/53,Republican,TX,6,0,RepRonWright,1/1/19,2019,,,,,,
RoF-FL19,"Rooney, Francis",M,12/4/53,Republican,FL,19,0,RepRooney,1/1/17,2017,,,,,,
RoM-MT02,"Rosendale Sr., Matthew M.",M,7/7/60,Republican,MT,2,118,RepRosendale,12/1/20,2020,1/3/23,1/3/25,-37,1.00,,Has Twitter
SpR-FL15,"Spano, Ross",M,7/16/66,Republican,FL,15,0,RepRossSpano,1/1/19,2019,,,,,,
RoL-CA40,"Roybal-Allard, Lucille",F,6/12/41,Democratic,CA,40,0,RepRoybalAllard,1/1/12,2012,,,,,,
GaR-AZ03,"Gallego, Ruben",M,11/20/79,Democratic,AZ,3,118,RepRubenGallego,1/1/15,2015,1/3/23,1/3/25,43,1.00,,Has Twitter
YaR-IN02,"Yakym, Rudy",M,2/24/84,Republican,IN,2,118,RepRudyYakym,12/1/22,2022,1/3/23,1/3/25,38,1.00,,Has Twitter
FrR-SC07,"Fry, Russell",M,1/31/85,Republican,SC,7,118,RepRussellFry,12/1/22,2022,1/3/23,1/3/25,37,1.00,,Has Twitter
FuR-ID01,"Fulcher, Russ",M,3/9/62,Republican,ID,1,118,RepRussFulcher,12/1/18,2018,1/3/23,1/3/25,-39,1.00,,Has Twitter
RuJ-FL05,"Rutherford, John H.",M,9/2/52,Republican,FL,5,118,RepRutherfordFL,2/1/17,2017,1/3/23,1/3/25,-29,1.00,,Has Twitter
WiR-TX25,"Williams, Roger",M,9/13/49,Republican,TX,25,118,RepRWilliams,1/1/13,2013,1/3/23,1/3/25,-26,1.00,,Has Twitter
ZiR-MT01,"Zinke, Ryan K.",M,11/1/61,Republican,MT,1,118,RepRyanZinke,12/1/14,2014,1/3/23,1/3/25,-38,1.00,,Has Twitter
SaA-OR06,"Salinas, Andrea",F,12/6/69,Democratic,OR,6,118,RepSalinas,1/1/23,2023,1/3/23,1/3/25,-46,1.00,1,Has Twitter
GrS-MO06,"Graves, Sam",M,11/7/63,Republican,MO,6,118,RepSamGraves,4/1/09,2009,1/3/23,1/3/25,-40,1.00,,Has Twitter
AdS-FL24,"Adams, Sandy",F,12/14/56,Republican,FL,24,0,RepSandyAdams,11/1/10,2010,,,,,,
LeS-MI09,"Levin, Sander M.",M,9/6/31,Democratic,MI,9,0,repsandylevin,3/1/09,2009,,,,,,
SaG-NY03,"Santos, George",M,7/22/88,Republican,NY,3,118,RepSantosNY03,1/1/23,2023,1/3/23,1/3/25,34,1.00,1,Has Twitter
JaS-CA51,"Jacobs, Sara",F,2/1/89,Democratic,CA,51,118,RepSaraJacobs,1/1/21,2021,1/3/23,1/3/25,33,1.00,,Has Twitter
SaJ-MD03,"Sarbanes, John P.",M,5/22/62,Democratic,MD,3,118,RepSarbanes,8/1/11,2011,1/3/23,1/3/25,-39,1.00,,Has Twitter
ScJ-IL09,"Schakowsky, Janice D.",F,5/26/44,Democratic,IL,9,118,RepSchakowsky,10/1/09,2009,1/3/23,1/3/25,-21,1.00,,Has Twitter
ScB-IL10,"Schneider, Bradley Scott",M,8/20/61,Democratic,IL,10,118,RepSchneider,1/1/13,2013,1/3/23,1/3/25,-38,1.00,,Has Twitter
ScH-MI03,"Scholten, Hillary J.",F,2/22/82,Democratic,MI,3,118,RepScholten,1/1/23,2023,1/3/23,1/3/25,40,1.00,1,Has Twitter
ScK-OR05,"Schrader, Kurt",M,10/19/51,Democratic,OR,5,0,RepSchrader,2/1/09,2009,,,,,,
PeS-PA10,"Perry, Scott",M,5/27/62,Republican,PA,10,118,RepScottPerry,1/1/09,2009,1/3/23,1/3/25,-39,1.00,,Has Twitter
PeS-CA50,"Peters, Scott H.",M,6/17/58,Democratic,CA,50,118,RepScottPeters,1/1/13,2013,1/3/23,1/3/25,-35,1.00,,Has Twitter
RiE-VA02,"Rigell, E. Scott",M,5/28/60,Republican,VA,2,0,RepScottRigell,12/1/10,2010,,,,,,
MaS-NY18,"Maloney, Sean Patrick",M,7/30/96,Democratic,NY,18,0,RepSeanMaloney,1/1/13,2013,,,,,,
ShC-NH01,"Shea-Porter, Carol",F,12/2/52,Democratic,NH,1,0,RepSheaPorter,3/1/10,2010,,,,,,
ShM-NJ11,"Sherrill, Mikie",F,1/19/72,Democratic,NJ,11,118,RepSherrill,1/1/19,2019,1/3/23,1/3/25,50,1.00,,Has Twitter
ShJ-IL15,"Shimkus, John",M,2/21/58,Republican,IL,15,0,RepShimkus,7/1/08,2008,,,,,,
BrS-OH11,"Brown, Shontel M.",F,6/24/75,Democratic,OH,11,118,RepShontelBrown,11/1/21,2021,1/3/23,1/3/25,47,1.00,,Has Twitter
ThS-MI13,"Thanedar, Shri",M,2/22/55,Democratic,MI,13,118,RepShriThanedar,1/1/23,2023,1/3/23,1/3/25,-32,1.00,1,Has Twitter
SlE-MI07,"Slotkin, Elissa",F,7/10/76,Democratic,MI,7,118,RepSlotkin,12/1/18,2018,1/3/23,1/3/25,46,1.00,,Has Twitter
SmL-PA11,"Smucker, Lloyd",M,1/23/64,Republican,PA,11,118,RepSmucker,5/1/09,2009,1/3/23,1/3/25,-41,1.00,,Has Twitter
