uniqueid,fullname,gender,dob,party,stateabr,district,congress110,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted,twitter,NT,joined110
KiA-IL16,"Kinzinger, Adam",M,2/27/78,Republican,IL,16,0,RepKinzinger,11/1/10,2010,,,,,,0
KiA-AZ02,"Kirkpatrick, Ann",F,3/24/50,Democratic,AZ,2,0,RepKirkpatrick,1/1/19,2019,,,,,,0
MfK-MD07,"Mfume, Kweisi",M,10/24/48,Democratic,MD,7,0,RepKweisiMfume,6/1/20,2020,,,,,,0
LaD-IL16,"LaHood, Darin",M,7/5/68,Republican,IL,16,0,RepLaHood,9/1/15,2015,,,,,,0
LaN-NY01,"LaLota, Nick",M,6/23/78,Republican,NY,1,0,RepLaLota,11/1/22,2022,,,,,,0
LaD-CA01,"LaMalfa, Doug",M,7/2/60,Republican,CA,1,0,RepLaMalfa,1/1/13,2013,,,,,,0
LaL-NJ07,"Lance, Leonard",M,6/25/52,Republican,NJ,7,0,RepLanceNJ7,6/1/12,2012,,,,,,0
BuL-IN08,"Bucshon, Larry",M,5/31/62,Republican,IN,8,0,RepLarryBucshon,1/1/11,2011,,,,,,0
LaJ-KS02,"LaTurner, Jake",M,2/17/88,Republican,KS,2,0,RepLaTurner,1/1/21,2021,,,,,,0
LeL-FL15,"Lee, Laurel M.",F,3/26/74,Republican,FL,15,0,RepLaurelLee,12/1/22,2022,,,,,,0
BlL-DE00,"Blunt Rochester, Lisa",F,2/10/62,Democratic,DE,0,0,RepLBR,1/1/17,2017,,,,,,0
ChL-OR05,"Chavez-DeRemer, Lori",F,4/7/68,Republican,OR,5,0,RepLCD,10/1/22,2022,,,,,,0
SaL-CA38,"Sanchez, Linda T.",F,1/28/69,Democratic,CA,38,110,replindasanchez,6/1/11,2011,1/3/07,1/3/09,-62,,No Twitter,0
LiD-IL03,"Lipinski, Daniel",M,7/15/66,Democratic,IL,3,110,RepLipinski,12/1/12,2012,1/3/07,1/3/09,-59,,No Twitter,0
McL-MI09,"McClain, Lisa C.",F,4/7/66,Republican,MI,9,0,RepLisaMcClain,12/1/20,2020,,,,,,0
DoL-TX37,"Doggett, Lloyd",M,10/6/46,Democratic,TX,37,110,RepLloydDoggett,6/1/10,2010,1/3/07,1/3/09,-39,,No Twitter,0
CaL-CA24,"Capps, Lois",F,1/10/38,Democratic,CA,24,110,RepLoisCapps,5/1/11,2011,1/3/07,1/3/09,-31,,No Twitter,0
FrL-FL22,"Frankel, Lois",F,5/16/48,Democratic,FL,22,0,RepLoisFrankel,1/1/13,2013,,,,,,0
TrL-MA03,"Trahan, Lori",F,10/27/73,Democratic,MA,3,0,RepLoriTrahan,12/1/18,2018,,,,,,0
BaL-PA11,"Barletta, Lou",M,1/28/56,Republican,PA,11,0,RepLouBarletta,1/1/11,2011,,,,,,0
CoJ-CA46,"Correa, J. Luis",M,1/24/58,Democratic,CA,46,0,RepLouCorrea,1/1/17,2017,,,,,,0
LoB-GA11,"Loudermilk, Barry",M,12/22/63,Republican,GA,11,0,RepLoudermilk,12/1/14,2014,,,,,,0
LoA-CA47,"Lowenthal, Alan S.",M,3/8/41,Democratic,CA,47,0,RepLowenthal,1/1/13,2013,,,,,,0
McL-GA07,"McBath, Lucy",F,6/1/60,Democratic,GA,7,0,RepLucyMcBath,1/1/19,2019,,,,,,0
LuA-FL13,"Luna, Anna Paulina",F,5/6/89,Republican,FL,13,0,RepLuna,1/1/23,2023,,,,,,0
LuM-TX08,"Luttrell, Morgan",M,11/7/75,Republican,TX,8,0,RepLuttrell_TX8,6/1/21,2021,,,,,,0
MaN-NY11,"Malliotakis, Nicole",F,11/11/80,Republican,NY,11,0,RepMalliotakis,12/1/20,2020,,,,,,0
MaC-NY12,"Maloney, Carolyn B.",F,2/19/46,Democratic,NY,12,110,RepMaloney,2/1/11,2011,1/3/07,1/3/09,-39,,No Twitter,0
MaT-KS01,"Mann, Tracey",M,12/17/76,Republican,KS,1,0,RepMann,1/1/21,2021,,,,,,0
FuM-OH11,"Fudge, Marcia L.",F,10/29/52,Democratic,OH,11,110,RepMarciaFudge,6/1/10,2010,1/3/07,1/3/09,-45,,No Twitter,0
KaM-OH09,"Kaptur, Marcy",F,6/17/46,Democratic,OH,9,110,RepMarcyKaptur,5/1/12,2012,1/3/07,1/3/09,-39,,No Twitter,0
SaM-FL27,"Salazar, Maria Elvira",F,11/1/61,Republican,FL,27,0,RepMariaSalazar,11/1/20,2020,,,,,,0
NeM-IL03,"Newman, Marie",F,4/13/64,Democratic,IL,3,0,RepMarieNewman,12/1/20,2020,,,,,,0
AlM-MO04,"Alford, Mark",M,10/4/63,Republican,MO,4,0,RepMarkAlford,1/1/23,2023,,,,,,0
GrM-WI08,"Green, Mark",M,6/1/60,Republican,WI,8,0,RepMarkGreen,1/1/19,2019,,,,,,0
GrM-TN07,"Green, Mark E.",M,11/8/64,Republican,TN,7,0,RepMarkGreen,1/1/19,2019,,,,,,0
PoM-WI02,"Pocan, Mark",M,8/14/64,Democratic,WI,2,0,repmarkpocan,2/1/13,2013,,,,,,0
TaM-HI01,"Takai, Mark",M,7/1/67,Democratic,HI,1,0,RepMarkTakai,1/1/15,2015,,,,,,0
TaM-CA39,"Takano, Mark",M,12/10/60,Democratic,CA,39,0,RepMarkTakano,12/1/12,2012,,,,,,0
WaM-NC06,"Walker, Mark",M,5/20/69,Republican,NC,6,0,RepMarkWalker,1/1/15,2015,,,,,,0
MiM-IL15,"Miller, Mary E.",F,8/7/59,Republican,IL,15,0,RepMaryMiller,12/1/20,2020,,,,,,0
GaM-FL01,"Gaetz, Matt",M,5/7/82,Republican,FL,1,0,RepMattGaetz,1/1/17,2017,,,,,,0
WaM-CA43,"Waters, Maxine",F,8/15/38,Democratic,CA,43,110,RepMaxineWaters,4/1/09,2009,1/3/07,1/3/09,-31,,No Twitter,0
RoM-NY11,"Rose, Max",M,11/28/86,Democratic,NY,11,0,RepMaxRose,12/1/18,2018,,,,,,0
FrM-FL10,"Frost, Maxwell",M,1/17/97,Democratic,FL,10,0,RepMaxwellFrost,12/1/22,2022,,,,,,0
McC-NY04,"McCarthy, Carolyn",F,1/5/44,Democratic,NY,4,110,RepMcCarthyNY,6/1/10,2010,1/3/07,1/3/09,-37,,No Twitter,0
McM-TX10,"McCaul, Michael T.",M,1/14/62,Republican,TX,10,110,RepMcCaul,3/1/09,2009,1/3/07,1/3/09,-55,,No Twitter,0
McT-CA05,"McClintock, Tom",M,7/10/56,Republican,CA,5,0,RepMcClintock,6/1/09,2009,,,,,,0
McR-GA06,"McCormick, Richard",M,10/7/68,Republican,GA,6,0,RepMcCormick,1/1/23,2023,,,,,,0
McA-VA04,"McEachin, A. Donald",M,10/10/61,Democratic,VA,4,0,RepMcEachin,1/1/17,2017,,,,,,0
McM-KY03,"McGarvey, Morgan",M,12/23/79,Democratic,KY,3,0,RepMcGarvey,1/1/23,2023,,,,,,0
McJ-MA02,"McGovern, James P.",M,11/20/59,Democratic,MA,2,110,RepMcGovern,1/1/11,2011,1/3/07,1/3/09,-52,,No Twitter,0
McD-WV01,"McKinley, David B.",M,3/28/47,Republican,WV,1,0,RepMcKinley,1/1/11,2011,,,,,,0
NeG-CA35,"Negrete McLeod, Gloria",F,9/6/41,Democratic,CA,35,0,RepMcLeod,12/1/12,2012,,,,,,0
McJ-CA09,"McNerney, Jerry",M,6/18/51,Democratic,CA,9,110,RepMcNerney,10/1/11,2011,1/3/07,1/3/09,-44,,No Twitter,0
MeP-MI03,"Meijer, Peter",M,1/10/88,Republican,MI,3,0,RepMeijer,12/1/20,2020,,,,,,0
MeR-NJ08,"Menendez, Robert",M,7/12/85,Democratic,NJ,8,0,RepMenendez,12/1/22,2022,,,,,,0
MeR-NJ13,"Menendez, Robert",M,1/1/54,Democratic,NJ,13,0,RepMenendez,12/1/22,2022,,,,,,0
MeD-PA09,"Meuser, Daniel",M,2/10/64,Republican,PA,9,0,RepMeuser,1/1/19,2019,,,,,,0
PeM-WA03,"Perez, Marie Gluesenkamp",F,6/4/88,Democratic,WA,3,0,RepMGP,10/1/22,2022,,,,,,0
GrH-VA09,"Griffith, H. Morgan",M,3/15/58,Republican,VA,9,0,RepMGriffith,1/1/11,2011,,,,,,0
ScM-PA05,"Scanlon, Mary Gay",F,8/30/59,Democratic,PA,5,0,RepMGS,11/1/18,2018,,,,,,0
GuM-MS03,"Guest, Michael",M,2/4/70,Republican,MS,3,0,RepMichaelGuest,1/1/19,2019,,,,,,0
CaM-OH15,"Carey, Mike",M,3/13/71,Republican,OH,15,0,RepMikeCarey,11/1/21,2021,,,,,,0
CoM-GA10,"Collins, Mike",M,7/2/67,Republican,GA,10,0,RepMikeCollins,12/1/22,2022,,,,,,0
GaM-CA27,"Garcia, Mike",M,4/24/76,Republican,CA,27,0,RepMikeGarcia,5/1/20,2020,,,,,,0
HoM-CA17,"Honda, Michael M.",M,6/27/41,Democratic,CA,17,110,RepMikeHonda,10/1/08,2008,1/3/07,1/3/09,-34,1.00,Has Twitter,1
JoM-LA04,"Johnson, Mike",M,1/30/72,Republican,LA,4,0,RepMikeJohnson,2/1/17,2017,,,,,,0
LaM-NY17,"Lawler, Michael",M,9/9/86,Republican,NY,17,0,RepMikeLawler,11/1/22,2022,,,,,,0
LeM-CA49,"Levin, Mike",M,10/20/78,Democratic,CA,49,0,RepMikeLevin,12/1/18,2018,,,,,,0
McM-NY13,"McMahon, Michael E.",M,9/12/57,Democratic,NY,13,0,RepMikeMcMahon,6/1/09,2009,,,,,,0
QuM-IL05,"Quigley, Mike",M,10/17/58,Democratic,IL,5,0,RepMikeQuigley,7/1/09,2009,,,,,,0
RoM-MI08,"Rogers, Mike J.",M,6/2/63,Republican,MI,8,110,RepMikeRogers,6/1/10,2010,1/3/07,1/3/09,-56,,No Twitter,0
RoM-AL03,"Rogers, Mike D.",M,7/16/58,Republican,AL,3,110,repmikerogersal,4/1/09,2009,1/3/07,1/3/09,-51,,No Twitter,0
TuM-OH10,"Turner, Michael R.",M,1/11/60,Republican,OH,10,110,RepMikeTurner,6/1/09,2009,1/3/07,1/3/09,-53,,No Twitter,0
MiC-FL07,"Mills, Cory",M,7/13/80,Republican,FL,7,0,RepMillsPress,1/1/23,2023,,,,,,0
MiM-IA01,"Miller-Meeks, Mariannette",F,9/6/55,Republican,IA,1,0,RepMMM,1/1/21,2021,,,,,,0
BrM-AL05,"Brooks, Mo",M,4/29/54,Republican,AL,5,0,RepMoBrooks,1/1/11,2011,,,,,,0
MoM-NY19,"Molinaro, Marcus J.",M,10/8/75,Republican,NY,19,0,RepMolinaroNY19,12/1/22,2022,,,,,,0
DeM-TX15,"De La Cruz, Monica",F,11/11/74,Republican,TX,15,0,RepMonicaDLC,11/1/22,2022,,,,,,0
MoJ-MI02,"Moolenaar, John R.",M,5/8/61,Republican,MI,2,0,RepMoolenaar,7/1/14,2014,,,,,,0
MoJ-FL23,"Moskowitz, Jared",M,12/18/80,Democratic,FL,23,0,RepMoskowitz,1/1/23,2023,,,,,,0
MrF-IN01,"Mrvan, Frank J.",M,4/16/69,Democratic,IN,1,0,RepMrvan,1/1/21,2021,,,,,,0
GrM-GA14,"Greene, Marjorie Taylor",F,5/27/74,Republican,GA,14,0,RepMTG,12/1/20,2020,,,,,,0
MaN-SC01,"Mace, Nancy",F,12/4/77,Republican,SC,1,0,RepNancyMace,12/1/20,2020,,,,,,0
MoN-TX01,"Moran, Nathaniel",M,9/23/74,Republican,TX,1,0,RepNateMoran,12/1/22,2022,,,,,,0
NeD-WA04,"Newhouse, Dan",M,7/10/55,Republican,WA,4,0,RepNewhouse,12/1/14,2014,,,,,,0
RaN-WV03,"Rahall, Nick J., II",M,5/20/49,Democratic,WV,3,110,RepNickRahall,2/1/14,2014,1/3/07,1/3/09,-42,,No Twitter,0
WiN-GA05,"Williams, Nikema",F,7/30/78,Democratic,GA,5,0,RepNikema,1/1/21,2021,,,,,,0
BuN-IL13,"Budzinski, Nikki",F,3/11/77,Democratic,IL,13,0,RepNikkiB,12/1/22,2022,,,,,,0
OgA-TN05,"Ogles, Andrew",M,6/18/71,Republican,TN,5,0,RepOgles,12/1/22,2022,,,,,,0
O'T-AZ01,"O''Halleran, Tom",M,1/24/46,Democratic,AZ,1,0,RepOHalleran,12/1/16,2016,,,,,,0
FaP-TX04,"Fallon, Pat",M,12/19/67,Republican,TX,4,0,RepPatFallon,12/1/20,2020,,,,,,0
RyP-NY18,"Ryan, Patrick",M,3/28/82,Democratic,NY,18,0,RepPatRyanNY,9/1/22,2022,,,,,,0
MiP-MI10,"Mitchell, Paul",M,11/14/56,Independent,MI,10,0,RepPaulMitchell,12/1/16,2016,,,,,,0
ToP-NY20,"Tonko, Paul",M,6/18/49,Democratic,NY,20,0,RepPaulTonko,10/1/09,2009,,,,,,0
PeE-CO07,"Perlmutter, Ed",M,5/1/53,Democratic,CO,7,110,RepPerlmutter,2/1/09,2009,1/3/07,1/3/09,-46,,No Twitter,0
AgP-CA33,"Aguilar, Pete",M,6/19/79,Democratic,CA,33,0,RepPeteAguilar,2/1/15,2015,,,,,,0
KiP-NY02,"King, Peter T.",M,4/5/44,Republican,NY,2,110,RepPeteKing,12/1/08,2008,1/3/07,1/3/09,-37,1.00,Has Twitter,1
OlP-TX22,"Olson, Pete",M,12/9/62,Republican,TX,22,0,RepPeteOlson,2/1/09,2009,,,,,,0
DeP-OR04,"DeFazio, Peter A.",M,5/27/47,Democratic,OR,4,110,RepPeterDeFazio,2/1/11,2011,1/3/07,1/3/09,-40,,No Twitter,0
StP-MN08,"Stauber, Pete",M,5/10/66,Republican,MN,8,0,RepPeteStauber,12/1/18,2018,,,,,,0
PeB-CO07,"Pettersen, Brittany",F,12/6/81,Democratic,CO,7,0,RepPettersen,1/1/23,2023,,,,,,0
PfA-TX11,"Pfluger, August",M,12/28/77,Republican,TX,11,0,RepPfluger,12/1/20,2020,,,,,,0
PiR-NC09,"Pittenger, Robert",M,8/15/48,Republican,NC,9,0,RepPittenger,11/1/12,2012,,,,,,0
PrA-MA07,"Pressley, Ayanna",F,2/3/74,Democratic,MA,7,0,RepPressley,1/1/19,2019,,,,,,0
RaG-CA19,"Radanovich, George",M,6/20/55,Republican,CA,19,110,RepRadanovich,2/1/09,2009,1/3/07,1/3/09,-48,,No Twitter,0
NoR-SC05,"Norman, Ralph",M,6/20/53,Republican,SC,5,0,RepRalphNorman,6/1/17,2017,,,,,,0
TlR-MI12,"Tlaib, Rashida",F,7/24/76,Democratic,MI,12,0,RepRashida,12/1/18,2018,,,,,,0
RaJ-MD08,"Raskin, Jamie",M,12/13/62,Democratic,MD,8,0,RepRaskin,12/1/16,2016,,,,,,0
GrR-AZ07,"Grijalva, Ra̼l M.",M,2/19/48,Democratic,AZ,7,110,RepRaulGrijalva,4/1/09,2009,1/3/07,1/3/09,-41,,No Twitter,0
RuR-CA25,"Ruiz, Raul",M,8/25/72,Democratic,CA,25,0,RepRaulRuizMD,1/1/13,2013,,,,,,0
ElR-NC02,"Ellmers, Renee L.",F,2/9/64,Republican,NC,2,0,RepReneeEllmers,11/1/10,2010,,,,,,0
RiR-WI08,"Ribble, Reid J.",M,4/5/56,Republican,WI,8,0,RepRibble,1/1/11,2011,,,,,,0
HaR-NY22,"Hanna, Richard L.",M,1/25/51,Republican,NY,22,0,RepRichardHanna,1/1/11,2011,,,,,,0
NeR-MA01,"Neal, Richard E.",M,2/14/49,Democratic,MA,1,110,RepRichardNeal,12/1/11,2011,1/3/07,1/3/09,-42,,No Twitter,0
HuR-NC09,"Hudson, Richard",M,11/4/71,Republican,NC,9,0,RepRichHudson,11/1/12,2012,,,,,,0
RiC-LA02,"Richmond, Cedric L.",M,9/13/73,Democratic,LA,2,0,RepRichmond,3/1/11,2011,,,,,,0
NuR-FL11,"Nugent, Richard B.",M,5/26/51,Republican,FL,11,0,RepRichNugent,1/1/11,2011,,,,,,0
AlR-GA12,"Allen, Rick W.",M,11/7/51,Republican,GA,12,0,RepRickAllen,1/1/15,2015,,,,,,0
CrE-AR01,"Crawford, Eric A. Rick",M,1/22/66,Republican,AR,1,0,reprickcrawford,1/1/11,2011,,,,,,0
LaR-WA02,"Larsen, Rick",M,6/15/55,Democratic,WA,2,110,RepRickLarsen,11/1/11,2011,1/3/07,1/3/09,-48,,No Twitter,0
RiD-VA05,"Riggleman, Denver",M,3/17/70,Republican,VA,5,0,RepRiggleman,1/1/19,2019,,,,,,0
ToR-NY15,"Torres, Ritchie",M,3/12/88,Democratic,NY,15,0,RepRitchie,6/1/20,2020,,,,,,0
RiD-FL25,"Rivera, David",M,9/16/65,Republican,FL,25,0,RepRivera,1/1/11,2011,,,,,,0
GaR-CA42,"Garcia, Robert",M,12/2/77,Democratic,CA,42,0,RepRobertGarcia,12/1/22,2022,,,,,,0
HuR-VA05,"Hurt, Robert",M,6/16/69,Republican,VA,5,0,RepRobertHurt,1/1/11,2011,,,,,,0
KeR-IL02,"Kelly, Robin L.",F,4/30/56,Democratic,IL,2,0,RepRobinKelly,4/1/13,2013,,,,,,0
WoR-GA07,"Woodall, Rob",M,2/11/70,Republican,GA,7,0,RepRobWoodall,3/1/14,2014,,,,,,0
BlR-IA01,"Blum, Rod",M,4/26/55,Republican,IA,1,0,RepRodBlum,1/1/15,2015,,,,,,0
KhR-CA17,"Khanna, Ro",M,9/13/76,Democratic,CA,17,0,RepRoKhanna,1/1/17,2017,,,,,,0
BaR-AZ02,"Barber, Ron",M,8/25/45,Democratic,AZ,2,0,RepRonBarber,6/1/12,2012,,,,,,0
EsR-KS04,"Estes, Ron",M,7/19/56,Republican,KS,4,0,RepRonEstes,4/1/17,2017,,,,,,0
KiR-WI03,"Kind, Ron",M,3/16/63,Democratic,WI,3,110,RepRonKind,2/1/10,2010,1/3/07,1/3/09,-56,,No Twitter,0
KlR-FL22,"Klein, Ron",M,7/10/57,Democratic,FL,22,110,RepRonKlein,6/1/10,2010,1/3/07,1/3/09,-50,,No Twitter,0
JaR-TX13,"Jackson, Ronny",M,5/4/67,Republican,TX,13,0,RepRonnyJackson,12/1/20,2020,,,,,,0
WrR-TX06,"Wright, Ron",M,4/8/53,Republican,TX,6,0,RepRonWright,1/1/19,2019,,,,,,0
RoF-FL19,"Rooney, Francis",M,12/4/53,Republican,FL,19,0,RepRooney,1/1/17,2017,,,,,,0
RoM-MT02,"Rosendale Sr., Matthew M.",M,7/7/60,Republican,MT,2,0,RepRosendale,12/1/20,2020,,,,,,0
SpR-FL15,"Spano, Ross",M,7/16/66,Republican,FL,15,0,RepRossSpano,1/1/19,2019,,,,,,0
RoL-CA40,"Roybal-Allard, Lucille",F,6/12/41,Democratic,CA,40,110,RepRoybalAllard,1/1/12,2012,1/3/07,1/3/09,-34,,No Twitter,0
GaR-AZ03,"Gallego, Ruben",M,11/20/79,Democratic,AZ,3,0,RepRubenGallego,1/1/15,2015,,,,,,0
YaR-IN02,"Yakym, Rudy",M,2/24/84,Republican,IN,2,0,RepRudyYakym,12/1/22,2022,,,,,,0
FrR-SC07,"Fry, Russell",M,1/31/85,Republican,SC,7,0,RepRussellFry,12/1/22,2022,,,,,,0
FuR-ID01,"Fulcher, Russ",M,3/9/62,Republican,ID,1,0,RepRussFulcher,12/1/18,2018,,,,,,0
RuJ-FL05,"Rutherford, John H.",M,9/2/52,Republican,FL,5,0,RepRutherfordFL,2/1/17,2017,,,,,,0
WiR-TX25,"Williams, Roger",M,9/13/49,Republican,TX,25,0,RepRWilliams,1/1/13,2013,,,,,,0
ZiR-MT01,"Zinke, Ryan K.",M,11/1/61,Republican,MT,1,0,RepRyanZinke,12/1/14,2014,,,,,,0
SaA-OR06,"Salinas, Andrea",F,12/6/69,Democratic,OR,6,0,RepSalinas,1/1/23,2023,,,,,,0
GrS-MO06,"Graves, Sam",M,11/7/63,Republican,MO,6,110,RepSamGraves,4/1/09,2009,1/3/07,1/3/09,-56,,No Twitter,0
AdS-FL24,"Adams, Sandy",F,12/14/56,Republican,FL,24,0,RepSandyAdams,11/1/10,2010,,,,,,0
LeS-MI09,"Levin, Sander M.",M,9/6/31,Democratic,MI,9,110,repsandylevin,3/1/09,2009,1/3/07,1/3/09,-24,,No Twitter,0
SaG-NY03,"Santos, George",M,7/22/88,Republican,NY,3,0,RepSantosNY03,1/1/23,2023,,,,,,0
JaS-CA51,"Jacobs, Sara",F,2/1/89,Democratic,CA,51,0,RepSaraJacobs,1/1/21,2021,,,,,,0
SaJ-MD03,"Sarbanes, John P.",M,5/22/62,Democratic,MD,3,110,RepSarbanes,8/1/11,2011,1/3/07,1/3/09,-55,,No Twitter,0
ScJ-IL09,"Schakowsky, Janice D.",F,5/26/44,Democratic,IL,9,110,RepSchakowsky,10/1/09,2009,1/3/07,1/3/09,-37,,No Twitter,0
ScB-IL10,"Schneider, Bradley Scott",M,8/20/61,Democratic,IL,10,0,RepSchneider,1/1/13,2013,,,,,,0
ScH-MI03,"Scholten, Hillary J.",F,2/22/82,Democratic,MI,3,0,RepScholten,1/1/23,2023,,,,,,0
ScK-OR05,"Schrader, Kurt",M,10/19/51,Democratic,OR,5,0,RepSchrader,2/1/09,2009,,,,,,0
PeS-PA10,"Perry, Scott",M,5/27/62,Republican,PA,10,0,RepScottPerry,1/1/09,2009,,,,,,0
PeS-CA50,"Peters, Scott H.",M,6/17/58,Democratic,CA,50,0,RepScottPeters,1/1/13,2013,,,,,,0
RiE-VA02,"Rigell, E. Scott",M,5/28/60,Republican,VA,2,0,RepScottRigell,12/1/10,2010,,,,,,0
MaS-NY18,"Maloney, Sean Patrick",M,7/30/96,Democratic,NY,18,0,RepSeanMaloney,1/1/13,2013,,,,,,0
ShC-NH01,"Shea-Porter, Carol",F,12/2/52,Democratic,NH,1,110,RepSheaPorter,3/1/10,2010,1/3/07,1/3/09,-45,,No Twitter,0
ShM-NJ11,"Sherrill, Mikie",F,1/19/72,Democratic,NJ,11,0,RepSherrill,1/1/19,2019,,,,,,0
ShJ-IL15,"Shimkus, John",M,2/21/58,Republican,IL,15,110,RepShimkus,7/1/08,2008,1/3/07,1/3/09,-51,1.00,Has Twitter,1
BrS-OH11,"Brown, Shontel M.",F,6/24/75,Democratic,OH,11,0,RepShontelBrown,11/1/21,2021,,,,,,0
ThS-MI13,"Thanedar, Shri",M,2/22/55,Democratic,MI,13,0,RepShriThanedar,1/1/23,2023,,,,,,0
SlE-MI07,"Slotkin, Elissa",F,7/10/76,Democratic,MI,7,0,RepSlotkin,12/1/18,2018,,,,,,0
SmL-PA11,"Smucker, Lloyd",M,1/23/64,Republican,PA,11,0,RepSmucker,5/1/09,2009,,,,,,0
SpA-VA07,"Spanberger, Abigail Davis",F,8/7/79,Democratic,VA,7,0,RepSpanberger,12/1/18,2018,,,,,,0
SpV-IN05,"Spartz, Victoria",F,10/6/78,Republican,IN,5,0,RepSpartz,12/1/20,2020,,,,,,0
SpJ-CA14,"Speier, Jackie",F,5/14/50,Democratic,CA,14,110,RepSpeier,3/1/09,2009,1/3/07,1/3/09,-43,,No Twitter,0
StM-CA45,"Steel, Michelle",F,6/21/55,Republican,CA,45,0,RepSteel,12/1/20,2020,,,,,,0
StE-NY21,"Stefanik, Elise M.",F,7/2/84,Republican,NY,21,0,RepStefanik,1/1/15,2015,,,,,,0
LyS-MA08,"Lynch, Stephen F.",M,3/31/55,Democratic,MA,8,110,RepStephenLynch,6/1/11,2011,1/3/07,1/3/09,-48,,No Twitter,0
MuS-FL07,"Murphy, Stephanie N.",F,9/16/78,Democratic,FL,7,0,RepStephMurphy,11/1/16,2016,,,,,,0
ChS-OH01,"Chabot, Steve",M,1/22/53,Republican,OH,1,110,RepSteveChabot,1/1/11,2011,1/3/07,1/3/09,-46,,No Twitter,0
IsS-NY03,"Israel, Steve",M,5/30/58,Democratic,NY,3,110,RepSteveIsrael,2/1/09,2009,1/3/07,1/3/09,-51,,No Twitter,0
StS-OH15,"Stivers, Steve",M,3/24/65,Republican,OH,15,0,RepSteveStivers,11/1/10,2010,,,,,,0
StM-WA10,"Strickland, Marilyn",F,9/25/62,Democratic,WA,10,0,RepStricklandWA,12/1/20,2020,,,,,,0
StM-IN03,"Stutzman, Marlin A.",M,8/31/76,Republican,IN,3,0,RepStutzman,11/1/10,2010,,,,,,0
LeS-PA12,"Lee, Summer L.",F,11/26/87,Democratic,PA,12,0,RepSummerLee,5/1/18,2018,,,,,,0
WiS-PA07,"Wild, Susan",F,6/7/57,Democratic,PA,7,0,RepSusanWild,12/1/18,2018,,,,,,0
LeS-NV03,"Lee, Susie",F,11/7/66,Democratic,NV,3,0,RepSusieLee,12/1/18,2018,,,,,,0
SwE-CA14,"Swalwell, Eric",M,11/16/80,Democratic,CA,14,0,RepSwalwell,11/1/12,2012,,,,,,0
GaS-TX29,"Garcia, Sylvia R.",F,9/6/50,Democratic,TX,29,0,RepSylviaGarcia,1/1/19,2019,,,,,,0
DeT-FL22,"Deutch, Theodore E.",M,5/7/66,Democratic,FL,22,0,RepTedDeutch,4/10/10,2010,,,,,,0
LiT-CA36,"Lieu, Ted",M,3/29/69,Democratic,CA,36,0,RepTedLieu,2/1/15,2015,,,,,,0
YoT-FL03,"Yoho, Ted S.",M,4/13/55,Republican,FL,3,0,RepTedYoho,1/1/13,2013,,,,,,0
TeC-NY24,"Tenney, Claudia",F,2/4/61,Republican,NY,24,0,RepTenney,11/1/16,2016,,,,,,0
LeT-NM03,"Leger Fernandez, Teresa",F,7/1/59,Democratic,NM,3,0,RepTeresaLF,1/1/21,2021,,,,,,0
SeT-AL07,"Sewell, Terri A.",F,1/1/65,Democratic,AL,7,0,RepTerriSewell,9/1/11,2011,,,,,,0
MaT-KY04,"Massie, Thomas",M,1/13/71,Republican,KY,4,0,RepThomasMassie,11/1/12,2012,,,,,,0
ThM-CA04,"Thompson, Mike",M,1/24/51,Democratic,CA,4,110,RepThompson,5/1/11,2011,1/3/07,1/3/09,-44,,No Twitter,0
TiJ-MA06,"Tierney, John F.",M,9/18/51,Democratic,MA,6,110,RepTierney,10/1/11,2011,1/3/07,1/3/09,-44,,No Twitter,0
TiT-WI07,"Tiffany, Thomas P.",M,12/30/57,Republican,WI,7,0,RepTiffany,6/1/20,2020,,,,,,0
BuT-TN02,"Burchett, Tim",M,8/25/64,Republican,TN,2,0,RepTimBurchett,8/1/18,2018,,,,,,0
JoT-IL15,"Johnson, Timothy V.",M,7/23/46,Republican,IL,15,110,RepTimJohnson,2/1/11,2011,1/3/07,1/3/09,-39,,No Twitter,0
TiW-SC04,"Timmons, William R. IV",M,4/30/84,Republican,SC,4,0,RepTimmons,12/1/18,2018,,,,,,0
RyT-OH13,"Ryan, Tim",M,7/16/73,Democratic,OH,13,110,RepTimRyan,2/1/08,2008,1/3/07,1/3/09,33,1.00,Has Twitter,1
WaT-MN01,"Walz, Timothy J.",M,4/6/64,Democratic,MN,1,110,RepTimWalz,3/1/13,2013,1/3/07,1/3/09,-57,,No Twitter,0
TiS-CO03,"Tipton, Scott R.",M,11/9/56,Republican,CO,3,0,RepTipton,1/1/11,2011,,,,,,0
CoT-CA21,"Cox, TJ",M,7/18/63,Democratic,CA,21,0,RepTjCox,1/1/19,2019,,,,,,0
AkW-MO02,"Akin, W. Todd",M,7/5/47,Republican,MO,2,110,REPTODDAKlN,8/1/12,2012,1/3/07,1/3/09,-40,,No Twitter,0
GaT-VA05,"Garrett, Thomas A., Jr.",M,3/27/72,Republican,VA,5,0,RepTomGarrett,1/1/17,2017,,,,,,0
GrT-GA14,"Graves, Tom",M,2/3/70,Republican,GA,14,0,RepTomGraves,9/1/10,2010,,,,,,0
MaT-NJ03,"MacArthur, Thomas",M,10/16/60,Republican,NJ,3,0,RepTomMacArthur,1/1/15,2015,,,,,,0
