uniqueid,fullname,gender,dob,party,stateabr,district,statedistid,congress109,congress110,congress111,congress112,congress113,congress114,congress115,congress116,congress117,congress118,twitterhandle,joinedon,yearjoined,AgeWhenTwitterJoined
ScA-IL18,"Schock, Aaron",M,1981-05-28,Republican,IL,18,1718,0,0,111,112,113,0,0,0,0,0,aaronschock,2009-03-01,2009,27
PuA-FL12,"Putnam, Adam H.",M,1974-07-31,Republican,FL,12,1212,109,110,111,0,0,0,0,0,0,0,adamputnam,2009-06-01,2009,34
LaJ-LA03,"Landry, Jeffrey M.",M,1970-12-23,Republican,LA,3,2203,0,0,0,112,0,0,0,0,0,0,AGJeffLandry,2010-11-01,2010,39
GrT-AR02,"Griffin, Tim",M,1968-08-21,Republican,AR,2,0502,0,0,0,112,113,0,0,0,0,0,AGTimGriffin,2010-10-01,2010,42
NuA-MS01,"Nunnelee, Alan",M,1958-10-09,Republican,MS,1,2801,0,0,0,112,113,0,0,0,0,0,AlanNunnelee,2009-04-01,2009,50
WeA-FL22,"West, Allen B.",M,1961-02-07,Republican,FL,22,1222,0,0,0,112,0,0,0,0,0,0,AllenWest,2011-01-01,2011,49
CrA-FL04,"Crenshaw, Ander",M,1944-09-01,Republican,FL,4,1204,109,110,111,112,113,114,0,0,0,0,AnderCrenshaw,2009-02-01,2009,64
BuA-NY25,"Buerkle, Ann Marie",F,1951-05-08,Republican,NY,25,3625,0,0,0,112,0,0,0,0,0,0,annmbuerkle,2010-11-01,2010,59
LoB-MO07,"Long, Billy",M,1955-08-11,Republican,MO,7,2907,0,0,0,112,113,114,115,116,117,0,auctnr1,2009-02-01,2009,53
CoM-CO06,"Coffman, Mike",M,1955-03-19,Republican,CO,6,0806,0,0,111,112,113,114,115,0,0,0,AuroraMayorMike,2019-07-01,2019,64
ScA-GA08,"Scott, Austin",M,1969-12-10,Republican,GA,8,1308,0,0,0,112,113,114,115,116,117,118,AustinScottGA08,2011-01-01,2011,41
BaS-AL06,"Bachus, Spencer",M,1947-12-28,Republican,AL,6,0106,109,110,111,112,113,0,0,0,0,0,BachusAL06,2009-09-01,2009,61
CoB-VA10,"Comstock, Barbara",F,1959-06-30,Republican,VA,10,5110,0,0,0,0,0,114,115,0,0,0,BarbaraComstock,2009-05-01,2009,49
BiB-CA50,"Bilbray, Brian P.",M,1951-01-28,Republican,CA,50,0650,109,110,111,112,0,0,0,0,0,0,BilbrayCA50,2009-07-01,2009,58
CaB-LA06,"Cassidy, Bill",M,1957-09-28,Republican,LA,6,2206,0,0,111,112,113,0,0,0,0,0,BillCassidy,2009-07-01,2009,51
JiB-LA01,"Jindal, Bobby",M,1971-06-10,Republican,LA,1,2201,109,110,0,0,0,0,0,0,0,0,BobbyJindal,2008-10-01,2008,37
InB-SC04,"Inglis, Bob",M,1959-10-11,Republican,SC,4,4504,109,110,111,0,0,0,0,0,0,0,bobinglis,2008-10-01,2008,49
LaR-OH05,"Latta, Robert E.",M,1956-04-18,Republican,OH,5,3905,0,110,111,112,113,114,115,116,117,118,boblatta,2008-01-01,2008,51
NeR-OH18,"Ney, Robert W.",M,1954-07-05,Republican,OH,18,3918,109,0,0,0,0,0,0,0,0,0,bobney,2008-09-01,2008,54
QuB-AZ03,"Quayle, Benjamin",M,1976-11-03,Republican,AZ,3,0403,0,0,0,112,0,0,0,0,0,0,bquayle,2010-02-01,2010,33
ByB-AL01,"Byrne, Bradley",M,1955-02-16,Republican,AL,1,0101,0,0,0,0,113,114,115,116,0,0,BradleyByrne,2009-05-01,2009,54
BrK-TX08,"Brady, Kevin",M,1955-04-11,Republican,TX,8,4808,109,110,111,112,113,114,115,116,117,0,bradyfortexas,2012-05-01,2012,57
PoB-ME02,"Poliquin, Bruce",M,1953-11-01,Republican,ME,2,2302,0,0,0,0,0,114,115,0,0,0,BrucePoliquin,2009-04-01,2009,55
OtC-ID01,"Otter, C. L. (Butch)",M,1942-05-03,Republican,ID,1,1601,109,0,0,0,0,0,0,0,0,0,ButchOtter,2009-04-01,2009,66
MiC-MI10,"Miller, Candice S.",F,1954-05-07,Republican,MI,10,2610,109,110,111,112,113,114,0,0,0,0,CandiceMiller,2008-06-01,2008,54
CuC-FL26,"Curbelo, Carlos",M,1980-03-01,Republican,FL,26,1226,0,0,0,0,0,114,115,0,0,0,carloslcurbelo,2014-10-01,2014,34
McC-WA05,"McMorris Rodgers, Cathy",F,1969-05-22,Republican,WA,5,5305,109,110,111,112,113,114,115,116,117,118,cathymcmorris,2008-01-01,2008,38
HaR-NC08,"Hayes, Robin",M,1945-08-14,Republican,NC,8,3708,109,110,0,0,0,0,0,0,0,0,ChairmanHayes,2011-01-01,2011,65
McH-CA25,"McKeon, Howard P. Buck",M,1938-09-09,Republican,CA,25,0625,109,110,111,112,113,0,0,0,0,0,chairmanmckeon,2015-11-01,2015,77
CaC-UT03,"Cannon, Chris",M,1950-10-20,Republican,UT,3,4903,109,110,0,0,0,0,0,0,0,0,chriscanno,2009-01-01,2009,58
ChC-IN02,"Chocola, Chris",M,1962-02-24,Republican,IN,2,1802,109,0,0,0,0,0,0,0,0,0,ChrisChocola,2012-07-01,2012,50
GiC-NY19,"Gibson, Christopher P.",M,1964-05-13,Republican,NY,19,3619,0,0,0,112,113,114,0,0,0,0,ChrisGibsonNY,2010-03-01,2010,45
CoP-CA08,"Cook, Paul",M,1943-03-03,Republican,CA,8,0608,0,0,0,0,113,114,115,116,0,0,ColPaulCookRet,2013-01-01,2013,69
CoK-TX11,"Conaway, K. Michael",M,1948-06-11,Republican,TX,11,4811,109,110,111,112,113,114,115,116,0,0,ConawayTX11,2011-05-01,2011,62
SaJ-NJ03,"Saxton, Jim",M,1943-01-22,Republican,NJ,3,3403,109,110,0,0,0,0,0,0,0,0,Cong_Jim_Saxton,2015-04-01,2015,72
PoB-FL08,"Posey, Bill",M,1947-12-18,Republican,FL,8,1208,0,0,111,112,113,114,115,116,117,118,congbillposey,2009-03-01,2009,61
HuT-KS01,"Huelskamp, Tim",M,1968-11-11,Republican,KS,1,2001,0,0,0,112,113,114,0,0,0,0,CongHuelskamp,2011-01-01,2011,42
SiM-ID02,"Simpson, Michael K.",M,1950-09-08,Republican,ID,2,1602,109,110,111,112,113,114,115,116,117,118,CongMikeSimpson,2009-09-01,2009,59
PaS-MS04,"Palazzo, Steven M.",M,1970-02-21,Republican,MS,4,2804,0,0,0,112,113,114,115,116,117,0,CongPalazzo,2011-05-01,2011,41
MeL-IN06,"Messer, Luke",M,1969-02-27,Republican,IN,6,1806,0,0,0,0,113,114,115,0,0,0,Congress_LukeM,2013-04-01,2013,44
VaJ-NJ02,"Van Drew, Jefferson",M,1953-02-23,Republican,NJ,2,3402,0,0,0,0,0,0,0,116,117,118,Congressman_JVD,2011-12-01,2011,58
BeD-MI01,"Benishek, Dan",M,1952-04-20,Republican,MI,1,2601,0,0,0,112,113,114,0,0,0,0,CongressmanDan,2011-01-01,2011,58
ThG-PA15,"Thompson, Glenn",M,1959-07-27,Republican,PA,15,4215,0,0,111,112,113,114,115,116,117,118,CongressmanGT,2009-01-01,2009,49
HiJ-GA10,"Hice, Jody B.",M,1960-04-22,Republican,GA,10,1310,0,0,0,0,0,114,115,116,117,0,CongressmanHice,2015-01-01,2015,54
KeT-NJ07,"Kean, Thomas H.",M,1968-09-05,Republican,NJ,7,3407,0,0,0,0,0,0,0,0,0,118,CongressmanKean,2022-12-01,2022,54
MaC-FL14,"Mack, Connie",M,1967-08-12,Republican,FL,14,1214,109,110,111,112,0,0,0,0,0,0,ConnieMackIV,2009-03-01,2009,41
ShC-CT04,"Shays, Christopher",M,1945-10-18,Republican,CT,4,0904,109,110,0,0,0,0,0,0,0,0,CShays,2008-05-01,2008,62
BuD-IN05,"Burton, Dan",M,1938-06-21,Republican,IN,5,1805,109,110,111,112,0,0,0,0,0,0,danburton,2008-07-01,2008,70
BrD-VA07,"Brat, Dave",M,1964-07-27,Republican,VA,7,5107,0,0,0,0,113,114,115,0,0,0,DaveBratVA7th,2014-01-01,2014,49
RoD-FL15,"Ross, Dennis A.",M,1959-10-18,Republican,FL,15,1215,0,0,0,112,113,114,115,0,0,0,DennisRossSEU,2009-04-01,2009,49
DeS-TN04,"DesJarlais, Scott",M,1964-02-21,Republican,TN,4,4704,0,0,0,112,113,114,115,116,117,118,DesJarlaisTN04,2011-01-01,2011,46
NuD-CA22,"Nunes, Devin",M,1973-10-01,Republican,CA,22,0622,109,110,111,112,113,114,115,116,117,0,DevinNunes,2009-07-01,2009,35
HaD-WA04,"Hastings, Doc",M,1941-02-07,Republican,WA,4,5304,109,110,111,112,113,0,0,0,0,0,DocHastings,2011-10-01,2011,70
WeD-FL15,"Weldon, Dave",M,1953-08-31,Republican,FL,15,1215,109,110,0,0,0,0,0,0,0,0,DrDaveWeldon,2012-05-01,2012,58
DuN-FL02,"Dunn, Neal P.",M,1953-02-16,Republican,FL,2,1202,0,0,0,0,0,0,115,116,117,118,DrNealDunnFL2,2017-01-01,2017,63
GiP-GA11,"Gingrey, Phil",M,1942-07-10,Republican,GA,11,1311,109,110,111,112,113,0,0,0,0,0,DrPhilGingrey,2009-04-01,2009,66
RoD-TN01,"Roe, David P.",M,1945-07-21,Republican,TN,1,4701,0,0,111,112,113,114,115,116,0,0,DrPhilRoe,2009-06-01,2009,63
RoE-CA39,"Royce, Edward R.",M,1951-12-12,Republican,CA,39,0639,109,110,111,112,113,114,115,0,0,0,EdRRoyce,2010-08-01,2010,58
CaE-VA07,"Cantor, Eric",M,1963-06-06,Republican,VA,7,5107,109,110,111,112,113,0,0,0,0,0,EricCantor,2009-01-01,2009,45
PaE-MN03,"Paulsen, Erik",M,1965-05-14,Republican,MN,3,2703,0,0,111,112,113,114,115,0,0,0,ErikPaulsen,2008-11-01,2008,43
JeE-WV03,"Jenkins, Evan H.",M,1960-09-12,Republican,WV,3,5403,0,0,0,0,0,114,115,0,0,0,EvanJenkinsWV,2013-07-01,2013,52
FaB-TX27,"Farenthold, Blake",M,1961-12-12,Republican,TX,27,4827,0,0,0,112,113,114,115,0,0,0,farenthold,2008-12-01,2008,47
WoF-VA10,"Wolf, Frank R.",M,1939-01-30,Republican,VA,10,5110,109,110,111,112,113,0,0,0,0,0,fmrRepWolf,2011-01-01,2011,71
LoF-NJ02,"LoBiondo, Frank A.",M,1946-05-12,Republican,NJ,2,3402,109,110,111,112,113,114,115,0,0,0,FrankLoBiondoNJ,2011-01-01,2011,64
GeJ-PA06,"Gerlach, Jim",M,1955-02-25,Republican,PA,6,4206,109,110,111,112,113,0,0,0,0,0,GerlachforPA,2009-05-01,2009,54
GuG-MN01,"Gutknecht, Gil",M,1951-03-20,Republican,MN,1,2701,109,0,0,0,0,0,0,0,0,0,gilgman,2014-10-01,2014,63
BrG-FL05,"Brown-Waite, Ginny",F,1943-10-05,Republican,FL,5,1205,109,110,111,0,0,0,0,0,0,0,GinnyBrownWaite,2010-01-01,2010,66
EmT-MN06,"Emmer, Tom",M,1961-03-03,Republican,MN,6,2706,0,0,0,0,0,114,115,116,117,118,GOPmajoritywhip,2014-12-01,2014,53
GiG-MT00,"Gianforte, Greg",M,1961-04-17,Republican,MT,0,3000,0,0,0,0,0,0,115,116,0,0,GovGianforte,2020-12-01,2020,59
FaM-OK05,"Fallin, Mary",F,1954-12-09,Republican,OK,5,4005,0,110,111,0,0,0,0,0,0,0,GovMaryFallin,2010-09-01,2010,55
ReG-PA14,"Reschenthaler, Guy",M,1983-04-17,Republican,PA,14,4214,0,0,0,0,0,0,0,116,117,118,GReschenthaler,2015-01-01,2015,31
HaG-MS03,"Harper, Gregg",M,1956-06-01,Republican,MS,3,2803,0,0,111,112,113,114,115,0,0,0,HarperCampaign,2009-10-01,2009,53
HaM-PA04,"Hart, Melissa A.",F,1962-04-04,Republican,PA,4,4204,109,0,0,0,0,0,0,0,0,0,HartofPgh,2014-07-01,2014,52
WiH-NM01,"Wilson, Heather",F,1960-12-30,Republican,NM,1,3501,109,110,0,0,0,0,0,0,0,0,HeatherAnWilson,2011-03-01,2011,50
HeJ-WA03,"Herrera Beutler, Jaime",F,1978-11-03,Republican,WA,3,5303,0,0,0,112,113,114,115,116,117,0,HerreraBeutler,2011-01-01,2011,32
CoH-NC06,"Coble, Howard",M,1931-03-18,Republican,NC,6,3706,109,110,111,112,113,0,0,0,0,0,HowardCoble,2011-06-01,2011,80
WaZ-TN03,"Wamp, Zach",M,1957-10-28,Republican,TN,3,4703,109,110,111,0,0,0,0,0,0,0,IOWamp,2017-04-01,2017,59
IsE-OK05,"Istook, Ernest J., Jr.",M,1950-02-11,Republican,OK,5,4005,109,0,0,0,0,0,0,0,0,0,Istook,2008-07-01,2008,58
KiJ-GA01,"Kingston, Jack",M,1955-04-24,Republican,GA,1,1301,109,110,111,112,113,0,0,0,0,0,JackKingston,2009-04-01,2009,53
ChJ-UT03,"Chaffetz, Jason",M,1967-03-26,Republican,UT,3,4903,0,0,111,112,113,114,0,0,0,0,jasoninthehouse,2008-12-01,2008,41
ObJ-CA23,"Obernolte, Jay",M,1970-08-18,Republican,CA,23,0623,0,0,0,0,0,0,0,0,117,118,JayObernolte,2011-01-01,2011,40
DeJ-CA10,"Denham, Jeff",M,1967-07-29,Republican,CA,10,0610,0,0,0,112,113,114,115,0,0,0,JeffDenham,2009-02-01,2009,41
FlJ-AZ06,"Flake, Jeff",M,1962-12-31,Republican,AZ,6,0406,109,110,111,112,0,0,0,0,0,0,JeffFlake,2008-08-01,2008,45
FoJ-NE01,"Fortenberry, Jeff",M,1960-12-27,Republican,NE,1,3101,109,110,111,112,113,114,115,116,117,0,JeffFortenberry,2009-01-01,2009,48
KiJ-VA02,"Kiggans, Jennifer A",F,1971-06-18,Republican,VA,2,5102,0,0,0,0,0,0,0,0,0,118,JenKiggans,2019-04-01,2019,47
MoJ-KS01,"Moran, Jerry",M,1954-05-29,Republican,KS,1,2001,109,110,111,0,0,0,0,0,0,0,JerryMoran,2009-01-01,2009,54
WeJ-IL11,"Weller, Jerry",M,1957-07-07,Republican,IL,11,1711,109,110,0,0,0,0,0,0,0,0,JerryWeller1,2013-12-01,2013,56
JoJ-OH04,"Jordan, Jim",M,1964-02-17,Republican,OH,4,3904,0,110,111,112,113,114,115,116,117,118,Jim_Jordan,2008-01-01,2008,43
NuJ-IA01,"Nussle, Jim",M,1960-06-27,Republican,IA,1,1901,109,0,0,0,0,0,0,0,0,0,JimNussle,2009-02-01,2009,48
ReJ-OH16,"Renacci, James B.",M,1958-12-03,Republican,OH,16,3916,0,0,0,112,113,114,115,0,0,0,JimRenacci,2014-02-01,2014,55
RyJ-KS02,"Ryun, Jim",M,1947-04-29,Republican,KS,2,2002,109,0,0,0,0,0,0,0,0,0,jimryun,2009-12-01,2009,62
MoJ-GU00,"Moylan, James C.",M,1962-07-18,Republican,GU,0,0000,0,0,0,0,0,0,0,0,0,118,JMoylanforGuam,2022-12-01,2022,60
PiJ-PA16,"Pitts, Joseph R.",M,1939-10-10,Republican,PA,16,4216,109,110,111,112,113,114,0,0,0,0,JoePitts4PA,2010-02-01,2010,70
SeJ-NY23,"Sempolinski, Joseph",M,1983-02-10,Republican,NY,23,3623,0,0,0,0,0,0,0,0,117,0,JoeSempo,2021-01-01,2021,37
BoJ-AR03,"Boozman, John",M,1950-12-10,Republican,AR,3,0503,109,110,111,0,0,0,0,0,0,0,JohnBoozman,2007-04-01,2007,56
CuJ-TX07,"Culberson, John Abney",M,1956-08-24,Republican,TX,7,4807,109,110,111,112,113,114,115,0,0,0,johnculberson,2008-05-01,2008,51
JaJ-MI10,"James, John",M,1981-06-08,Republican,MI,10,2610,0,0,0,0,0,0,0,0,0,118,JohnJamesMI,2017-05-01,2017,35
RaJ-TX04,"Ratcliffe, John",M,1965-10-20,Republican,TX,4,4804,0,0,0,0,0,114,115,116,0,0,JohnRatcliffe,2014-10-01,2014,48
PoJ-NV03,"Porter, Jon C.",M,1955-05-16,Republican,NV,3,3203,109,110,0,0,0,0,0,0,0,0,jportertweets,2011-10-01,2011,56
DoJ-CA04,"Doolittle, John T.",M,1950-10-30,Republican,CA,4,0604,109,110,0,0,0,0,0,0,0,0,jtdoolittle1950,2014-09-01,2014,63
CaJ-TX31,"Carter, John R.",M,1941-11-06,Republican,TX,31,4831,109,110,111,112,113,114,115,116,117,118,JudgeCarter,2008-12-01,2008,67
PoT-TX02,"Poe, Ted",M,1948-09-10,Republican,TX,2,4802,109,110,111,112,113,114,115,0,0,0,JudgeTedPoe,2009-09-01,2009,61
BiJ-IL13,"Biggert, Judy",F,1937-08-15,Republican,IL,13,1713,109,110,111,112,0,0,0,0,0,0,JudyBiggert,2009-02-01,2009,71
RoK-PA12,"Rothfus, Keith J.",M,1962-04-25,Republican,PA,12,4212,0,0,0,0,113,114,115,0,0,0,KeithRothfus,2013-02-01,2013,50
KeR-FL08,"Keller, Ric",M,1964-09-05,Republican,FL,8,1208,109,110,0,0,0,0,0,0,0,0,keller_ric,2019-02-01,2019,54
CaK-CA41,"Calvert, Ken",M,1953-06-08,Republican,CA,41,0641,109,110,111,112,113,114,115,116,117,118,KenCalvert,2009-01-01,2009,55
BeK-MI11,"Bentivolio, Kerry L.",M,1951-10-06,Republican,MI,11,2611,0,0,0,0,113,0,0,0,0,0,KerryB4Congress,2012-07-01,2012,60
YoK-KS03,"Yoder, Kevin",M,1976-11-08,Republican,KS,3,2003,0,0,0,112,113,114,115,0,0,0,kevinyoder,2011-02-01,2011,34
NoK-SD00,"Noem, Kristi L.",F,1971-11-30,Republican,SD,0,4600,0,0,0,112,113,114,115,0,0,0,KristiNoem,2010-02-01,2010,38
SmL-TX21,"Smith, Lamar",M,1947-11-19,Republican,TX,21,4821,109,110,111,112,113,114,115,0,0,0,LamarSmithTX21,2008-08-01,2008,60
GoL-TX05,"Gooden, Lance",M,1982-12-01,Republican,TX,5,4805,0,0,0,0,0,0,0,116,117,118,Lancegooden,2018-08-01,2018,35
LaS-OH14,"LaTourette, Steven C.",M,1954-07-22,Republican,OH,14,3914,109,110,111,112,0,0,0,0,0,0,LaTourette,2009-01-01,2009,54
ZeL-NY01,"Zeldin, Lee M.",M,1980-01-30,Republican,NY,1,3601,0,0,0,0,0,114,115,116,117,0,LeeMZeldin,2014-08-01,2014,34
TeL-NE02,"Terry, Lee",M,1962-01-29,Republican,NE,2,3102,109,110,111,112,113,0,0,0,0,0,LEETERRYNE,2008-12-01,2008,46
LeJ-MN02,"Lewis, Jason",M,1955-09-23,Republican,MN,2,2702,0,0,0,0,0,0,115,0,0,0,LewisForMN,2009-09-01,2009,53
DiL-FL21,"Diaz-Balart, Lincoln",M,1954-08-13,Republican,FL,21,1221,109,110,111,0,0,0,0,0,0,0,LincolnDBalart,2012-08-01,2012,58
LiJ-GA07,"Linder, John",M,1942-09-09,Republican,GA,7,1307,109,110,111,0,0,0,0,0,0,0,linderje,2013-12-01,2013,71
ChL-WY00,"Cheney, Liz",F,1966-07-28,Republican,WY,0,5600,0,0,0,0,0,0,115,116,117,0,Liz_Cheney,2009-12-01,2009,43
GoL-TX01,"Gohmert, Louie",M,1953-08-18,Republican,TX,1,4801,109,110,111,112,113,114,115,116,117,0,LouieGohmertTX1,2016-01-01,2016,62
FoL-PR00,"Fortuno, Luis G.",M,1960-10-31,Republican,PR,0,0000,109,110,0,0,0,0,0,0,0,0,luisfortuno51,2010-08-01,2010,49
ThM-TX13,"Thornberry, Mac",M,1958-07-15,Republican,TX,13,4813,109,110,111,112,113,114,115,116,0,0,MacTXPress,2011-09-01,2011,53
MaT-PA12,"Marino, Tom",M,1952-08-15,Republican,PA,12,4212,0,0,0,112,113,114,115,0,0,0,MarinoPA10,2014-09-01,2014,62
DiM-FL26,"Diaz-Balart, Mario",M,1961-09-25,Republican,FL,26,1226,109,110,111,112,113,114,115,116,117,118,MarioDB,2009-01-01,2009,47
AmM-NV02,"Amodei, Mark E.",M,1958-06-12,Republican,NV,2,3202,0,0,0,112,113,114,115,116,117,118,MarkAmodeiNV2,2011-11-01,2011,53
MeM-NC11,"Meadows, Mark",M,1959-07-28,Republican,NC,11,3711,0,0,0,0,113,114,115,116,0,0,MarkMeadows,2012-11-01,2012,53
SaM-SC01,"Sanford, Mark",M,1960-05-28,Republican,SC,1,4501,0,0,0,0,113,114,115,0,0,0,MarkSanford,2009-04-01,2009,48
BlM-TN07,"Blackburn, Marsha",F,1952-06-06,Republican,TN,7,4707,109,110,111,112,113,114,115,0,0,0,MarshaBlackburn,2011-04-01,2011,58
McM-AZ02,"McSally, Martha",F,1966-03-22,Republican,AZ,2,0402,0,0,0,0,0,114,115,0,0,0,MarthaMcSallyAZ,2012-02-01,2012,45
RoM-AL02,"Roby, Martha",F,1976-07-27,Republican,AL,2,0102,0,0,0,112,113,114,115,116,0,0,MarthaRobyAL,2010-12-01,2010,34
BoM-CA45,"Bono Mack, Mary",F,1961-10-24,Republican,CA,45,0645,109,110,111,112,0,0,0,0,0,0,MaryBonoUSA,2009-01-01,2009,47
SaM-AZ05,"Salmon, Matt",M,1958-01-21,Republican,AZ,5,0405,0,0,0,0,113,114,0,0,0,0,MattSalmonAZ,2011-04-01,2011,53
MiM-OH07,"Miller, Max L.",M,1988-11-13,Republican,OH,7,3907,0,0,0,0,0,0,0,0,0,118,MaxMillerOH,2019-07-01,2019,30
FlM-TX34,"Flores, Mayra",F,1986-01-01,Republican,TX,34,4834,0,0,0,0,0,0,0,0,117,0,MayraFlores2022,2009-11-01,2009,23
LoM-UT04,"Love, Mia B.",F,1975-12-06,Republican,UT,4,4904,0,0,0,0,0,114,115,0,0,0,MiaBLove,2011-07-01,2011,35
BuM-TX26,"Burgess, Michael C.",M,1950-12-23,Republican,TX,26,4826,109,110,111,112,113,114,115,116,117,118,michaelcburgess,2008-08-01,2008,57
GrM-NY11,"Grimm, Michael G.",M,1970-02-07,Republican,NY,11,3611,0,0,0,112,113,0,0,0,0,0,MichaelGrimmNY,2017-08-01,2017,47
BaM-MN06,"Bachmann, Michele",F,1956-04-06,Republican,MN,6,2706,0,110,111,112,113,0,0,0,0,0,MicheleBachmann,2008-12-01,2008,52
MuM-SC05,"Mulvaney, Mick",M,1967-07-21,Republican,SC,5,4505,0,0,0,112,113,114,0,0,0,0,MickMulvaneyOMB,2017-07-01,2017,49
TrD-MI11,"Trott, David A.",M,1960-10-16,Republican,MI,11,2611,0,0,0,0,0,114,115,0,0,0,MIDaveTrott,2014-11-01,2014,54
PeM-IN06,"Pence, Mike",M,1959-06-07,Republican,IN,6,1806,109,110,111,112,0,0,0,0,0,0,Mike_Pence,2009-02-01,2009,49
BiM-MI08,"Bishop, Mike",M,1967-03-18,Republican,MI,8,2608,0,0,0,0,0,114,115,0,0,0,MikeBishopMI,2009-05-01,2009,42
KeM-PA16,"Kelly, Mike",M,1948-05-10,Republican,PA,16,4216,0,0,0,112,113,114,115,116,117,118,MikeKellyPA,2012-01-01,2012,63
PoM-KS04,"Pompeo, Mike",M,1963-12-30,Republican,KS,4,2004,0,0,0,112,113,114,0,0,0,0,mikepompeo,2019-08-01,2019,55
WaM-CA45,"Walters, Mimi",F,1962-05-14,Republican,CA,45,0645,0,0,0,0,0,114,115,0,0,0,MimiWaltersCA,2014-02-01,2014,51
HaN-NY19,"Hayworth, Nan A. S.",F,1959-12-14,Republican,NY,19,3619,0,0,0,112,0,0,0,0,0,0,NanHayworth,2011-01-01,2011,51
DeN-GA09,"Deal, Nathan",M,1942-08-25,Republican,GA,9,1309,109,110,111,0,0,0,0,0,0,0,NathanDeal,2009-06-01,2009,66
LaN-NY23,"Langworthy, Nicholas A.",M,1981-02-27,Republican,NY,23,3623,0,0,0,0,0,0,0,0,0,118,NickLangworthy,2009-01-01,2009,27
MeP-PA07,"Meehan, Patrick",M,1955-10-20,Republican,PA,7,4207,0,0,0,112,113,114,115,0,0,0,PatMeehanPA,2010-01-01,2010,54
McP-NC10,"McHenry, Patrick T.",M,1975-11-22,Republican,NC,10,3710,109,110,111,112,113,114,115,116,117,118,PatrickMcHenry,2009-03-01,2009,33
TiP-OH12,"Tiberi, Patrick J.",M,1962-10-21,Republican,OH,12,3912,109,110,111,112,113,114,115,0,0,0,PatTiberi,2012-10-01,2012,49
BrP-GA10,"Broun, Paul C.",M,1946-05-14,Republican,GA,10,1310,0,110,111,112,113,0,0,0,0,0,PaulBrounforGA,2010-09-01,2010,64
PeS-NM02,"Pearce, Stevan",M,1947-08-24,Republican,NM,2,3502,0,110,0,112,113,114,115,0,0,0,Pearce4NM,2009-05-01,2009,61
RoP-IL06,"Roskam, Peter J.",M,1961-09-13,Republican,IL,6,1706,0,110,111,112,113,114,115,0,0,0,PeterRoskam,2009-02-01,2009,47
SeP-TX17,"Sessions, Pete",M,1955-03-22,Republican,TX,17,4817,109,110,111,112,113,114,115,0,117,118,PeteSessions,2009-01-01,2009,53
CaF-TX23,"Canseco, Francisco Quico",M,1949-07-30,Republican,TX,23,4823,0,0,0,112,0,0,0,0,0,0,QuicoCanseco,2014-04-01,2014,64
HaR-TX04,"Hall, Ralph M.",M,1923-05-03,Republican,TX,4,4804,109,110,111,112,113,0,0,0,0,0,RalphHallPress,2013-02-01,2013,89
FoJ-VA04,"Forbes, J. Randy",M,1952-02-17,Republican,VA,4,5104,109,110,111,112,113,114,0,0,0,0,Randy_Forbes,2008-06-01,2008,56
NeR-TX19,"Neugebauer, Randy",M,1949-12-24,Republican,TX,19,4819,109,110,111,112,113,114,0,0,0,0,RandyNeugebauer,2009-04-01,2009,59
LaR-ID01,"Labrador, Raul R.",M,1967-12-08,Republican,ID,1,1601,0,0,0,112,113,114,115,0,0,0,Raul_Labrador,2011-02-01,2011,43
LaR-IL18,"LaHood, Ray",M,1945-12-06,Republican,IL,18,1718,109,110,0,0,0,0,0,0,0,0,RayLaHood,2013-07-01,2013,67
ReR-AZ01,"Renzi, Rick",M,1958-06-11,Republican,AZ,1,0401,109,110,0,0,0,0,0,0,0,0,RenziRick,2019-02-01,2019,60
ClA-GA09,"Clyde, Andrew S.",M,1963-11-22,Republican,GA,9,1309,0,0,0,0,0,0,0,0,117,118,Rep_Clyde,2021-02-01,2021,57
GrP-AL05,"Griffith, Parker",M,1942-08-06,Republican,AL,5,0105,0,0,111,0,0,0,0,0,0,0,Rep_P_Griffith,2010-02-01,2010,67
SoS-FL02,"Southerland, Steve II",M,1965-10-10,Republican,FL,2,1202,0,0,0,112,113,0,0,0,0,0,Rep_Southerland,2011-01-01,2011,45
WoS-AR03,"Womack, Steve",M,1957-02-18,Republican,AR,3,0503,0,0,0,112,113,114,115,116,117,118,rep_stevewomack,2011-01-01,2011,53
BeA-FL04,"Bean, Aaron",M,1967-01-25,Republican,FL,4,1204,0,0,0,0,0,0,0,0,0,118,RepAaronBean,2022-01-01,2022,54
AbR-LA05,"Abraham, Ralph Lee",M,1954-09-16,Republican,LA,5,2205,0,0,0,0,0,114,115,116,0,0,RepAbraham,2015-01-01,2015,60
SmA-NE03,"Smith, Adrian",M,1970-12-19,Republican,NE,3,3103,0,110,111,112,113,114,115,116,117,118,RepAdrianSmith,2011-01-01,2011,40
MoA-WV02,"Mooney, Alexander X.",M,1971-06-07,Republican,WV,2,5402,0,0,0,0,0,114,115,116,117,118,RepAlexMooney,2015-01-01,2015,43
RaA-AS00,"Radewagen, Aumua Amata Coleman",F,1947-12-29,Republican,AS,0,0000,0,0,0,0,0,114,115,116,117,118,RepAmata,2015-02-01,2015,67
BaA-KY06,"Barr, Andy",M,1973-07-24,Republican,KY,6,2106,0,0,0,0,113,114,115,116,117,118,RepAndyBarr,2013-01-01,2013,39
BiA-AZ05,"Biggs, Andy",M,1958-11-07,Republican,AZ,5,0405,0,0,0,0,0,0,115,116,117,118,RepAndyBiggsAZ,2017-01-01,2017,58
