uniqueid,fullname,gender,dob,party,stateabr,district,CongressSession,AgeWhenSessionStarted,sessionstartedon,sessionendedon,twitterhandle,joinedon,AgeWhenTwitterJoined,yearjoinedontwitter
YoT-FL03,"Yoho, Ted S.",M,1955-04-13,Republican,FL,3,116,63,2019-01-03,2021-01-03,RepTedYoho,2013-01-01,57,2013
CuH-TX28,"Cuellar, Henry",M,1955-09-19,Democratic,TX,28,116,63,2019-01-03,2021-01-03,RepCuellar,2010-11-01,55,2010
BrK-TX08,"Brady, Kevin",M,1955-04-11,Republican,TX,8,116,63,2019-01-03,2021-01-03,bradyfortexas,2012-05-01,57,2012
FoB-IL11,"Foster, Bill",M,1955-10-07,Democratic,IL,11,116,63,2019-01-03,2021-01-03,RepBillFoster,2013-01-01,57,2013
LaR-WA02,"Larsen, Rick",M,1955-06-15,Democratic,WA,2,116,63,2019-01-03,2021-01-03,RepRickLarsen,2011-11-01,56,2011
PaG-AL06,"Palmer, Gary J.",M,1954-05-14,Republican,AL,6,116,64,2019-01-03,2021-01-03,USRepGaryPalmer,2014-11-01,60,2014
FlB-TX17,"Flores, Bill",M,1954-02-25,Republican,TX,17,116,64,2019-01-03,2021-01-03,,,,
GiB-OH07,"Gibbs, Bob",M,1954-06-14,Republican,OH,7,116,64,2019-01-03,2021-01-03,,,,
EsA-NY13,"Espaillat, Adriano",M,1954-09-27,Democratic,NY,13,116,64,2019-01-03,2021-01-03,RepEspaillat,2017-01-01,62,2017
JoH-GA04,"Johnson, Henry C. Hank, Jr.",M,1954-10-02,Democratic,GA,4,116,64,2019-01-03,2021-01-03,RepHankJohnson,2009-03-01,54,2009
McB-MN04,"McCollum, Betty",F,1954-07-12,Democratic,MN,4,116,64,2019-01-03,2021-01-03,BettyMcCollum04,2012-01-01,57,2012
EvD-PA03,"Evans, Dwight",M,1954-05-16,Democratic,PA,3,116,64,2019-01-03,2021-01-03,RepDwightEvans,2009-11-01,55,2009
LaD-CO05,"Lamborn, Doug",M,1954-05-24,Republican,CO,5,116,64,2019-01-03,2021-01-03,RepDLamborn,2012-05-01,57,2012
ShB-CA32,"Sherman, Brad",M,1954-10-24,Democratic,CA,32,116,64,2019-01-03,2021-01-03,BradSherman,2009-01-01,54,2009
LaB-MI14,"Lawrence, Brenda L.",F,1954-10-18,Democratic,MI,14,116,64,2019-01-03,2021-01-03,BrendaLLawrence,2009-07-01,54,2009
BrM-AL05,"Brooks, Mo",M,1954-04-29,Republican,AL,5,116,64,2019-01-03,2021-01-03,RepMoBrooks,2011-01-01,56,2011
BoS-OR01,"Bonamici, Suzanne",F,1954-10-14,Democratic,OR,1,116,64,2019-01-03,2021-01-03,RepBonamici,2012-04-01,57,2012
JoB-OH06,"Johnson, Bill",M,1954-11-10,Republican,OH,6,116,64,2019-01-03,2021-01-03,RepBillJohnson,2010-11-01,56,2010
CoJ-TN05,"Cooper, Jim",M,1954-06-19,Democratic,TN,5,116,64,2019-01-03,2021-01-03,CoopForCongress,2012-06-01,57,2012
AbR-LA05,"Abraham, Ralph Lee",M,1954-09-16,Republican,LA,5,116,64,2019-01-03,2021-01-03,RepAbraham,2015-01-01,60,2015
SaG-MP00,"Sablan, Gregorio Kilili Camacho",M,1955-01-19,Democratic,MP,0,116,64,2019-01-03,2021-01-03,Kilili_Sablan,2017-11-01,62,2017
DiD-MI06,"Dingell, Debbie",F,1953-11-23,Democratic,MI,6,116,65,2019-01-03,2021-01-03,RepDebDingell,2013-11-01,59,2013
SmC-NJ04,"Smith, Christopher H.",M,1953-03-04,Republican,NJ,4,116,65,2019-01-03,2021-01-03,,,,
PeE-CO07,"Perlmutter, Ed",M,1953-05-01,Democratic,CO,7,116,65,2019-01-03,2021-01-03,RepPerlmutter,2009-02-01,55,2009
CoJ-CT02,"Courtney, Joe",M,1953-04-06,Democratic,CT,2,116,65,2019-01-03,2021-01-03,RepJoeCourtney,2009-10-01,56,2009
NoR-SC05,"Norman, Ralph",M,1953-06-20,Republican,SC,5,116,65,2019-01-03,2021-01-03,RepRalphNorman,2017-06-01,63,2017
WeR-TX14,"Weber, Randy K., Sr.",M,1953-07-02,Republican,TX,14,116,65,2019-01-03,2021-01-03,TXRandy14,2013-01-01,59,2013
VaJ-NJ02,"Van Drew, Jefferson",M,1953-02-23,Republican,NJ,2,116,65,2019-01-03,2021-01-03,Congressman_JVD,2011-12-01,58,2011
WrR-TX06,"Wright, Ron",M,1953-04-08,Republican,TX,6,116,65,2019-01-03,2021-01-03,RepRonWright,2019-01-01,65,2019
RoF-FL19,"Rooney, Francis",M,1953-12-04,Republican,FL,19,116,65,2019-01-03,2021-01-03,RepRooney,2017-01-01,63,2017
UpF-MI06,"Upton, Fred",M,1953-04-23,Republican,MI,6,116,65,2019-01-03,2021-01-03,RepFredUpton,2010-03-01,56,2010
CaK-CA41,"Calvert, Ken",M,1953-06-08,Republican,CA,41,116,65,2019-01-03,2021-01-03,KenCalvert,2009-01-01,55,2009
DoM-PA18,"Doyle, Michael F.",M,1953-08-05,Democratic,PA,18,116,65,2019-01-03,2021-01-03,USRepMikeDoyle,2009-05-01,55,2009
BaK-CA37,"Bass, Karen",F,1953-10-03,Democratic,CA,37,116,65,2019-01-03,2021-01-03,RepKarenBass,2011-01-01,57,2011
VeN-NY07,"Velazquez, Nydia M.",F,1953-03-28,Democratic,NY,7,116,65,2019-01-03,2021-01-03,NydiaVelazquez,2010-07-01,57,2010
ChJ-CA28,"Chu, Judy",F,1953-07-07,Democratic,CA,28,116,65,2019-01-03,2021-01-03,RepJudyChu,2010-09-01,57,2010
MeG-NY05,"Meeks, Gregory W.",M,1953-09-25,Democratic,NY,5,116,65,2019-01-03,2021-01-03,RepGregoryMeeks,2009-03-01,55,2009
DuN-FL02,"Dunn, Neal P.",M,1953-02-16,Republican,FL,2,116,65,2019-01-03,2021-01-03,DrNealDunnFL2,2017-01-01,63,2017
GoL-TX01,"Gohmert, Louie",M,1953-08-18,Republican,TX,1,116,65,2019-01-03,2021-01-03,LouieGohmertTX1,2016-01-01,62,2016
ChS-OH01,"Chabot, Steve",M,1953-01-22,Republican,OH,1,116,65,2019-01-03,2021-01-03,RepSteveChabot,2011-01-01,57,2011
DeM-CA10,"DeSaulnier, Mark",M,1952-03-31,Democratic,CA,10,116,66,2019-01-03,2021-01-03,RepDeSaulnier,2015-01-01,62,2015
CaE-HI01,"Case, Ed",M,1952-09-27,Democratic,HI,1,116,66,2019-01-03,2021-01-03,RepEdCase,2019-01-01,66,2019
LuB-MO03,"Luetkemeyer, Blaine",M,1952-05-07,Republican,MO,3,116,66,2019-01-03,2021-01-03,RepBlaine,2013-09-01,61,2013
LoD-IA02,"Loebsack, David",M,1952-12-23,Democratic,IA,2,116,66,2019-01-03,2021-01-03,daveloebsack,2012-03-01,59,2012
RuJ-FL05,"Rutherford, John H.",M,1952-09-02,Republican,FL,5,116,66,2019-01-03,2021-01-03,RepRutherfordFL,2017-02-01,64,2017
CoJ-CA21,"Costa, Jim",M,1952-04-13,Democratic,CA,21,116,66,2019-01-03,2021-01-03,RepJimCosta,2011-01-01,58,2011
HeD-WA10,"Heck, Denny",M,1952-07-29,Democratic,WA,10,116,66,2019-01-03,2021-01-03,DennyHeck,2009-08-01,57,2009
KeW-MA09,"Keating, William R.",M,1952-09-06,Democratic,MA,9,116,66,2019-01-03,2021-01-03,USRepKeating,2011-01-01,58,2011
FuM-OH11,"Fudge, Marcia L.",F,1952-10-29,Democratic,OH,11,116,66,2019-01-03,2021-01-03,RepMarciaFudge,2010-06-01,57,2010
BrJ-CA26,"Brownley, Julia",F,1952-08-28,Democratic,CA,26,116,66,2019-01-03,2021-01-03,RepBrownley,2013-03-01,60,2013
ScK-OR05,"Schrader, Kurt",M,1951-10-19,Democratic,OR,5,116,67,2019-01-03,2021-01-03,RepSchrader,2009-02-01,57,2009
AlR-GA12,"Allen, Rick W.",M,1951-11-07,Republican,GA,12,116,67,2019-01-03,2021-01-03,RepRickAllen,2015-01-01,63,2015
BuV-FL16,"Buchanan, Vern",M,1951-05-08,Republican,FL,16,116,67,2019-01-03,2021-01-03,VernBuchanan,2009-02-01,57,2009
MoG-WI04,"Moore, Gwen",F,1951-04-18,Democratic,WI,4,116,67,2019-01-03,2021-01-03,RepGwenMoore,2009-01-01,57,2009
BiR-UT01,"Bishop, Rob",M,1951-07-13,Republican,UT,1,116,67,2019-01-03,2021-01-03,RobBishopUT,2016-03-01,64,2016
McJ-CA09,"McNerney, Jerry",M,1951-06-18,Democratic,CA,9,116,67,2019-01-03,2021-01-03,RepMcNerney,2011-10-01,60,2011
ThM-CA04,"Thompson, Mike",M,1951-01-24,Democratic,CA,4,116,67,2019-01-03,2021-01-03,RepThompson,2011-05-01,60,2011
PaF-NJ06,"Pallone, Frank, Jr.",M,1951-10-30,Democratic,NJ,6,116,67,2019-01-03,2021-01-03,FrankPallone,2009-04-01,57,2009
WaT-MI05,"Walberg, Tim",M,1951-04-12,Republican,MI,5,116,67,2019-01-03,2021-01-03,RepWalberg,2011-01-01,59,2011
SiA-NJ08,"Sires, Albio",M,1951-01-26,Democratic,NJ,8,116,67,2019-01-03,2021-01-03,AlbioSiresNJ,2012-04-01,61,2012
MaK-TX24,"Marchant, Kenny",M,1951-02-23,Republican,TX,24,116,67,2019-01-03,2021-01-03,RepKenMarchant,2009-03-01,58,2009
CoG-VA11,"Connolly, Gerald E.",M,1950-03-30,Democratic,VA,11,116,68,2019-01-03,2021-01-03,GerryConnolly,2009-09-01,59,2009
BeJ-OH03,"Beatty, Joyce",F,1950-03-12,Democratic,OH,3,116,68,2019-01-03,2021-01-03,RepBeatty,2013-03-01,63,2013
BuM-TX26,"Burgess, Michael C.",M,1950-12-23,Republican,TX,26,116,68,2019-01-03,2021-01-03,michaelcburgess,2008-08-01,57,2008
BeD-VA08,"Beyer, Donald S., Jr.",M,1950-06-20,Democratic,VA,8,116,68,2019-01-03,2021-01-03,RepDonBeyer,2015-01-01,64,2015
GaS-TX29,"Garcia, Sylvia R.",F,1950-09-06,Democratic,TX,29,116,68,2019-01-03,2021-01-03,RepSylviaGarcia,2019-01-01,68,2019
KiA-AZ02,"Kirkpatrick, Ann",F,1950-03-24,Democratic,AZ,2,116,68,2019-01-03,2021-01-03,RepKirkpatrick,2019-01-01,68,2019
SpJ-CA14,"Speier, Jackie",F,1950-05-14,Democratic,CA,14,116,68,2019-01-03,2021-01-03,RepSpeier,2009-03-01,58,2009
MiC-WV01,"Miller, Carol D.",F,1950-11-04,Republican,WV,1,116,68,2019-01-03,2021-01-03,RepCarolMiller,2019-01-01,68,2019
SiM-ID02,"Simpson, Michael K.",M,1950-09-08,Republican,ID,2,116,68,2019-01-03,2021-01-03,CongMikeSimpson,2009-09-01,59,2009
TiD-NV01,"Titus, Dina",F,1950-05-23,Democratic,NV,1,116,68,2019-01-03,2021-01-03,repdinatitus,2010-03-01,59,2010
WeD-FL11,"Webster, Daniel",M,1949-04-27,Republican,FL,11,116,69,2019-01-03,2021-01-03,RepWebster,2011-04-01,61,2011
ToP-NY20,"Tonko, Paul",M,1949-06-18,Democratic,NY,20,116,69,2019-01-03,2021-01-03,RepPaulTonko,2009-10-01,60,2009
JaS-TX18,"Jackson Lee, Sheila",F,1950-01-12,Democratic,TX,18,116,69,2019-01-03,2021-01-03,JacksonLeeTX18,2009-01-01,59,2009
WiR-TX25,"Williams, Roger",M,1949-09-13,Republican,TX,25,116,69,2019-01-03,2021-01-03,RepRWilliams,2013-01-01,63,2013
CoT-OK04,"Cole, Tom",M,1949-04-28,Republican,OK,4,116,69,2019-01-03,2021-01-03,TomColeOK04,2009-03-01,59,2009
ViP-IN01,"Visclosky, Peter J.",M,1949-08-13,Democratic,IN,1,116,69,2019-01-03,2021-01-03,RepVisclosky,2010-09-01,61,2010
NeR-MA01,"Neal, Richard E.",M,1949-02-14,Democratic,MA,1,116,69,2019-01-03,2021-01-03,RepRichardNeal,2011-12-01,62,2011
CoS-TN09,"Cohen, Steve",M,1949-05-24,Democratic,TN,9,116,69,2019-01-03,2021-01-03,RepCohen,2010-07-01,61,2010
KiS-IA04,"King, Steve",M,1949-05-28,Republican,IA,4,116,69,2019-01-03,2021-01-03,SteveKingIA,2009-06-01,60,2009
BaB-TX36,"Babin, Brian",M,1948-03-23,Republican,TX,36,116,70,2019-01-03,2021-01-03,RepBrianBabin,2014-12-01,66,2014
LaJ-CT01,"Larson, John B.",M,1948-07-22,Democratic,CT,1,116,70,2019-01-03,2021-01-03,RepJohnLarson,2009-06-01,60,2009
MfK-MD07,"Mfume, Kweisi",M,1948-10-24,Democratic,MD,7,116,70,2019-01-03,2021-01-03,RepKweisiMfume,2020-06-01,71,2020
FrL-FL22,"Frankel, Lois",F,1948-05-16,Democratic,FL,22,116,70,2019-01-03,2021-01-03,RepLoisFrankel,2013-01-01,64,2013
BlE-OR03,"Blumenauer, Earl",M,1948-08-16,Democratic,OR,3,116,70,2019-01-03,2021-01-03,repblumenauer,2008-08-01,60,2008
GrR-AZ07,"Grijalva, Raúl M.",M,1948-02-19,Democratic,AZ,7,116,70,2019-01-03,2021-01-03,RepRaulGrijalva,2009-04-01,61,2009
KeM-PA16,"Kelly, Mike",M,1948-05-10,Republican,PA,16,116,70,2019-01-03,2021-01-03,MikeKellyPA,2012-01-01,63,2012
CoK-TX11,"Conaway, K. Michael",M,1948-06-11,Republican,TX,11,116,70,2019-01-03,2021-01-03,ConawayTX11,2011-05-01,62,2011
ThB-MS02,"Thompson, Bennie G.",M,1948-01-28,Democratic,MS,2,116,70,2019-01-03,2021-01-03,BennieGThompson,2009-01-01,60,2009
LaA-FL05,"Lawson, Al, Jr.",M,1948-09-23,Democratic,FL,5,116,70,2019-01-03,2021-01-03,AlLawsonJr,2009-11-01,61,2009
NaJ-NY12,"Nadler, Jerrold",M,1947-06-13,Democratic,NY,12,116,71,2019-01-03,2021-01-03,RepJerryNadler,2009-05-01,61,2009
WeP-VT00,"Welch, Peter",M,1947-05-02,Democratic,VT,0,116,71,2019-01-03,2021-01-03,PeterWelch,2013-05-01,66,2013
GrA-TX09,"Green, Al",M,1947-09-01,Democratic,TX,9,116,71,2019-01-03,2021-01-03,RepAlGreen,2010-04-01,62,2010
RaA-AS00,"Radewagen, Aumua Amata Coleman",F,1947-12-29,Republican,AS,0,116,71,2019-01-03,2021-01-03,RepAmata,2015-02-01,67,2015
WiJ-SC02,"Wilson, Joe",M,1947-07-31,Republican,SC,2,116,71,2019-01-03,2021-01-03,RepJoeWilson,2011-02-01,63,2011
DeP-OR04,"DeFazio, Peter A.",M,1947-05-27,Democratic,OR,4,116,71,2019-01-03,2021-01-03,RepPeterDeFazio,2011-02-01,63,2011
PoB-FL08,"Posey, Bill",M,1947-12-18,Republican,FL,8,116,71,2019-01-03,2021-01-03,congbillposey,2009-03-01,61,2009
BeJ-MI01,"Bergman, Jack",M,1947-02-02,Republican,MI,1,116,71,2019-01-03,2021-01-03,RepJackBergman,2016-12-01,69,2016
EnE-NY16,"Engel, Eliot L.",M,1947-02-18,Democratic,NY,16,116,71,2019-01-03,2021-01-03,RepEliotEngel,2010-07-01,63,2010
LoZ-CA18,"Lofgren, Zoe",F,1947-12-21,Democratic,CA,18,116,71,2019-01-03,2021-01-03,RepZoeLofgren,2011-03-01,63,2011
BuG-NC01,"Butterfield, G. K.",M,1947-04-27,Democratic,NC,1,116,71,2019-01-03,2021-01-03,GKButterfield,2011-12-01,64,2011
YaJ-KY03,"Yarmuth, John A.",M,1947-11-04,Democratic,KY,3,116,71,2019-01-03,2021-01-03,JohnYarmuth,2011-10-01,63,2011
BiS-GA02,"Bishop, Sanford D., Jr.",M,1947-02-04,Democratic,GA,2,116,71,2019-01-03,2021-01-03,SanfordBishop,2011-02-01,64,2011
McD-WV01,"McKinley, David B.",M,1947-03-28,Republican,WV,1,116,71,2019-01-03,2021-01-03,RepMcKinley,2011-01-01,63,2011
ScR-VA03,"Scott, Robert C. Bobby",M,1947-04-30,Democratic,VA,3,116,71,2019-01-03,2021-01-03,BobbyScott,2010-01-01,62,2010
RuC-MD02,"Ruppersberger, C. A. Dutch",M,1946-01-31,Democratic,MD,2,116,72,2019-01-03,2021-01-03,Call_Me_Dutch,2011-01-01,64,2011
RuB-IL01,"Rush, Bobby L.",M,1946-11-23,Democratic,IL,1,116,72,2019-01-03,2021-01-03,BobbyLRush,2011-05-01,64,2011
AdA-NC12,"Adams, Alma S.",F,1946-05-27,Democratic,NC,12,116,72,2019-01-03,2021-01-03,RepAdams,2014-01-01,67,2014
DoL-TX37,"Doggett, Lloyd",M,1946-10-06,Democratic,TX,37,116,72,2019-01-03,2021-01-03,RepLloydDoggett,2010-06-01,63,2010
O'T-AZ01,"O''Halleran, Tom",M,1946-01-24,Democratic,AZ,1,116,72,2019-01-03,2021-01-03,RepOHalleran,2016-12-01,70,2016
LeB-CA12,"Lee, Barbara",F,1946-07-16,Democratic,CA,12,116,72,2019-01-03,2021-01-03,RepBarbaraLee,2011-02-01,64,2011
MaC-NY12,"Maloney, Carolyn B.",F,1946-02-19,Democratic,NY,12,116,72,2019-01-03,2021-01-03,RepMaloney,2011-02-01,64,2011
KaM-OH09,"Kaptur, Marcy",F,1946-06-17,Democratic,OH,9,116,72,2019-01-03,2021-01-03,RepMarcyKaptur,2012-05-01,65,2012
WaB-NJ12,"Watson Coleman, Bonnie",F,1945-02-06,Democratic,NJ,12,116,73,2019-01-03,2021-01-03,RepBonnie,2015-01-01,69,2015
BaJ-IN04,"Baird, James R.",M,1945-06-04,Republican,IN,4,116,73,2019-01-03,2021-01-03,RepJimBaird,2019-01-01,73,2019
GaJ-CA08,"Garamendi, John",M,1945-01-24,Democratic,CA,8,116,73,2019-01-03,2021-01-03,RepGaramendi,2009-11-01,64,2009
ScD-GA13,"Scott, David",M,1945-06-27,Democratic,GA,13,116,73,2019-01-03,2021-01-03,repdavidscott,2010-07-01,65,2010
RoD-TN01,"Roe, David P.",M,1945-07-21,Republican,TN,1,116,73,2019-01-03,2021-01-03,DrPhilRoe,2009-06-01,63,2009
ScJ-IL09,"Schakowsky, Janice D.",F,1944-05-26,Democratic,IL,9,116,74,2019-01-03,2021-01-03,RepSchakowsky,2009-10-01,65,2009
MaD-CA07,"Matsui, Doris O.",F,1944-09-25,Democratic,CA,7,116,74,2019-01-03,2021-01-03,DorisMatsui,2009-05-01,64,2009
KiP-NY02,"King, Peter T.",M,1944-04-05,Republican,NY,2,116,74,2019-01-03,2021-01-03,RepPeteKing,2008-12-01,64,2008
PeC-MN07,"Peterson, Collin C.",M,1944-06-29,Democratic,MN,7,116,74,2019-01-03,2021-01-03,collinpeterson,2010-02-01,65,2010
ClE-MO05,"Cleaver, Emanuel",M,1944-10-26,Democratic,MO,5,116,74,2019-01-03,2021-01-03,repcleaver,2020-07-01,75,2020
DaS-CA53,"Davis, Susan A.",F,1944-04-13,Democratic,CA,53,116,74,2019-01-03,2021-01-03,,,,
DeR-CT03,"DeLauro, Rosa L.",F,1943-03-02,Democratic,CT,3,116,75,2019-01-03,2021-01-03,rosadelauro,2010-05-01,67,2010
SeJ-NY15,"Serrano, Jose E.",M,1943-10-24,Democratic,NY,15,116,75,2019-01-03,2021-01-03,RepJoseSerrano,2009-04-01,65,2009
CoP-CA08,"Cook, Paul",M,1943-03-03,Republican,CA,8,116,75,2019-01-03,2021-01-03,ColPaulCookRet,2013-01-01,69,2013
FoV-NC05,"Foxx, Virginia",F,1943-06-29,Republican,NC,5,116,75,2019-01-03,2021-01-03,virginiafoxx,2008-09-01,65,2008
SeF-WI05,"Sensenbrenner, F. James, Jr.",M,1943-06-14,Republican,WI,5,116,75,2019-01-03,2021-01-03,,,,
GrK-TX12,"Granger, Kay",F,1943-01-18,Republican,TX,12,116,76,2019-01-03,2021-01-03,RepKayGranger,2010-07-01,67,2010
WiF-FL24,"Wilson, Frederica S.",F,1942-11-05,Democratic,FL,24,116,76,2019-01-03,2021-01-03,RepWilson,2011-01-01,68,2011
EsA-CA16,"Eshoo, Anna G.",F,1942-12-13,Democratic,CA,16,116,76,2019-01-03,2021-01-03,RepAnnaEshoo,2011-02-01,68,2011
RoL-CA40,"Roybal-Allard, Lucille",F,1941-06-12,Democratic,CA,40,116,77,2019-01-03,2021-01-03,RepRoybalAllard,2012-01-01,70,2012
DaD-IL07,"Davis, Danny K.",M,1941-09-06,Democratic,IL,7,116,77,2019-01-03,2021-01-03,RepDannyDavis,2012-08-01,70,2012
LoA-CA47,"Lowenthal, Alan S.",M,1941-03-08,Democratic,CA,47,116,77,2019-01-03,2021-01-03,RepLowenthal,2013-01-01,71,2013
ShD-FL27,"Shalala, Donna E.",F,1941-02-14,Democratic,FL,27,116,77,2019-01-03,2021-01-03,DonnaShalala,2016-05-01,75,2016
CaJ-TX31,"Carter, John R.",M,1941-11-06,Republican,TX,31,116,77,2019-01-03,2021-01-03,JudgeCarter,2008-12-01,67,2008
ClJ-SC06,"Clyburn, James E.",M,1940-07-21,Democratic,SC,6,116,78,2019-01-03,2021-01-03,,,,
PrD-NC04,"Price, David E.",M,1940-08-17,Democratic,NC,4,116,78,2019-01-03,2021-01-03,RepDavidEPrice,2010-06-01,69,2010
PeN-CA11,"Pelosi, Nancy",F,1940-03-26,Democratic,CA,11,116,78,2019-01-03,2021-01-03,SpeakerPelosi,2008-08-01,68,2008
LeJ-GA05,"Lewis, John",M,1940-02-21,Democratic,GA,5,116,78,2019-01-03,2021-01-03,repjohnlewis,2009-04-01,69,2009
HoS-MD05,"Hoyer, Steny H.",M,1939-06-14,Democratic,MD,5,116,79,2019-01-03,2021-01-03,,,,
WaM-CA43,"Waters, Maxine",F,1938-08-15,Democratic,CA,43,116,80,2019-01-03,2021-01-03,RepMaxineWaters,2009-04-01,70,2009
NoE-DC00,"Norton, Eleanor Holmes",F,1937-06-13,Democratic,DC,0,116,81,2019-01-03,2021-01-03,EleanorNorton,2009-03-01,71,2009
RoH-KY05,"Rogers, Harold",M,1937-12-31,Republican,KY,5,116,81,2019-01-03,2021-01-03,RepHalRogers,2012-04-01,74,2012
PaB-NJ09,"Pascrell, Bill, Jr.",M,1937-01-25,Democratic,NJ,9,116,81,2019-01-03,2021-01-03,BillPascrell,2009-01-01,71,2009
LoN-NY17,"Lowey, Nita M.",F,1937-07-05,Democratic,NY,17,116,81,2019-01-03,2021-01-03,Lowey4Congress,2012-08-01,75,2012
NaG-CA31,"Napolitano, Grace F.",F,1936-12-04,Democratic,CA,31,116,82,2019-01-03,2021-01-03,gracenapolitano,2010-06-01,73,2010
HaA-FL20,"Hastings, Alcee L.",M,1936-09-05,Democratic,FL,20,116,82,2019-01-03,2021-01-03,AlceeHastingsFL,2013-11-01,77,2013
JoE-TX30,"Johnson, Eddie Bernice",F,1935-12-03,Democratic,TX,30,116,83,2019-01-03,2021-01-03,RepEBJ,2010-07-01,74,2010
YoD-AK00,"Young, Don",M,1933-06-09,Republican,AK,0,116,85,2019-01-03,2021-01-03,repdonyoung,2009-05-01,75,2009
MaS-NY18,"Maloney, Sean Patrick",M,1996-07-30,Democratic,NY,18,117,24,2021-01-03,2023-01-03,RepSeanMaloney,2013-01-01,16,2013
CaM-NC11,"Cawthorn, Madison",M,1995-08-01,Republican,NC,11,117,25,2021-01-03,2023-01-03,RepCawthorn,2020-12-01,25,2020
OcA-NY14,"Ocasio-Cortez, Alexandria",F,1989-10-13,Democratic,NY,14,117,31,2021-01-03,2023-01-03,RepAOC,2018-01-01,28,2018
JaS-CA51,"Jacobs, Sara",F,1989-02-01,Democratic,CA,51,117,31,2021-01-03,2023-01-03,RepSaraJacobs,2021-01-01,31,2021
AuJ-MA04,"Auchincloss, Jake",M,1988-01-29,Democratic,MA,4,117,32,2021-01-03,2023-01-03,RepAuchincloss,2020-01-01,31,2020
LaJ-KS02,"LaTurner, Jake",M,1988-02-17,Republican,KS,2,117,32,2021-01-03,2023-01-03,RepLaTurner,2021-01-01,32,2021
ToR-NY15,"Torres, Ritchie",M,1988-03-12,Democratic,NY,15,117,32,2021-01-03,2023-01-03,RepRitchie,2020-06-01,32,2020
CaK-FL03,"Cammack, Kat",F,1988-02-16,Republican,FL,3,117,32,2021-01-03,2023-01-03,RepKatCammack,2020-01-01,31,2020
JoM-NY17,"Jones, Mondaire",M,1987-05-18,Democratic,NY,17,117,33,2021-01-03,2023-01-03,MondaireJones,2017-06-01,30,2017
MeP-MI03,"Meijer, Peter",M,1988-01-10,Republican,MI,3,117,33,2021-01-03,2023-01-03,RepMeijer,2020-12-01,32,2020
BoL-CO03,"Boebert, Lauren",F,1986-12-19,Republican,CO,3,117,34,2021-01-03,2023-01-03,RepBoebert,2020-12-01,33,2020
UnL-IL14,"Underwood, Lauren",F,1986-10-04,Democratic,IL,14,117,34,2021-01-03,2023-01-03,RepUnderwood,2019-01-01,32,2019
HaJ-CA09,"Harder, Josh",M,1986-08-01,Democratic,CA,9,117,34,2021-01-03,2023-01-03,RepJoshHarder,2019-01-01,32,2019
FlM-TX34,"Flores, Mayra",F,1986-01-01,Republican,TX,34,117,35,2021-01-03,2023-01-03,MayraFlores2022,2009-11-01,23,2009
TiW-SC04,"Timmons, William R. IV",M,1984-04-30,Republican,SC,4,117,36,2021-01-03,2023-01-03,RepTimmons,2018-12-01,34,2018
GaM-WI08,"Gallagher, Mike",M,1984-03-03,Republican,WI,8,117,36,2021-01-03,2023-01-03,RepGallagher,2017-01-01,32,2017
StE-NY21,"Stefanik, Elise M.",F,1984-07-02,Republican,NY,21,117,36,2021-01-03,2023-01-03,RepStefanik,2015-01-01,30,2015
CrD-TX02,"Crenshaw, Dan",M,1984-03-14,Republican,TX,2,117,36,2021-01-03,2023-01-03,RepDanCrenshaw,2019-01-01,34,2019
LaC-PA17,"Lamb, Conor",M,1984-06-27,Democratic,PA,17,117,36,2021-01-03,2023-01-03,ConorLambPA,2017-04-01,32,2017
NeJ-CO02,"Neguse, Joe",M,1984-05-13,Democratic,CO,2,117,36,2021-01-03,2023-01-03,RepJoeNeguse,2018-12-01,34,2018
YaR-IN02,"Yakym, Rudy",M,1984-02-24,Republican,IN,2,117,36,2021-01-03,2023-01-03,RepRudyYakym,2022-12-01,38,2022
GaA-NY02,"Garbarino, Andrew R.",M,1984-09-27,Republican,NY,2,117,36,2021-01-03,2023-01-03,RepGarbarino,2020-12-01,36,2020
GoA-OH16,"Gonzalez, Anthony",M,1984-09-18,Republican,OH,16,117,36,2021-01-03,2023-01-03,,,,
ReG-PA14,"Reschenthaler, Guy",M,1983-04-17,Republican,PA,14,117,37,2021-01-03,2023-01-03,GReschenthaler,2015-01-01,31,2015
AlC-TX32,"Allred, Colin Z.",M,1983-04-15,Democratic,TX,32,117,37,2021-01-03,2023-01-03,RepColinAllred,2018-12-01,35,2018
HoT-IN09,"Hollingsworth, Trey",M,1983-09-12,Republican,IN,9,117,37,2021-01-03,2023-01-03,RepTrey,2016-12-01,33,2016
SeJ-NY23,"Sempolinski, Joseph",M,1983-02-10,Republican,NY,23,117,37,2021-01-03,2023-01-03,JoeSempo,2021-01-01,37,2021
HiA-IA02,"Hinson, Ashley",F,1983-06-27,Republican,IA,2,117,37,2021-01-03,2023-01-03,RepAshleyHinson,2020-01-01,36,2020
StH-MI11,"Stevens, Haley M.",F,1983-06-24,Democratic,MI,11,117,37,2021-01-03,2023-01-03,RepHaleyStevens,2018-12-01,35,2018
OmI-MN05,"Omar, Ilhan",F,1982-10-04,Democratic,MN,5,117,38,2021-01-03,2023-01-03,Ilhan,2019-01-01,36,2019
RyP-NY18,"Ryan, Patrick",M,1982-03-28,Democratic,NY,18,117,38,2021-01-03,2023-01-03,RepPatRyanNY,2022-09-01,40,2022
