UniqueID,URL,RefName,Name,Gender,DOB,State,District,StateDistID,Combined,FirstSession,Second Session,Third Session,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
SuT-NY03,https://www.congress.gov/member/thomas-suozzi/S001201,"Suozzi, Thomas R. - Representative","Suozzi, Thomas R.",M,,New York,03,3803,NY03,2017-2023,,,,,,,,,115,116,117,
BrA-MD04,https://www.congress.gov/member/anthony-brown/B001304,"Brown, Anthony G. - Representative","Brown, Anthony G.",M,11/21/61,Maryland,04,2604,MD04,2017-2023,,,,,,,,,115,116,117,
LaA-FL05,https://www.congress.gov/member/al-lawson/L000586,"Lawson, Al, Jr. - Representative","Lawson, Al, Jr.",M,09/23/48,Florida,05,1305,FL05,2017-2023,,,,,,,,,115,116,117,
MuS-FL07,https://www.congress.gov/member/stephanie-murphy/M001202,"Murphy, Stephanie N. - Representative","Murphy, Stephanie N.",F,09/16/78,Florida,07,1307,FL07,2017-2023,,,,,,,,,115,116,117,
HoT-IN09,https://www.congress.gov/member/trey-hollingsworth/H001074,"Hollingsworth, Trey - Representative","Hollingsworth, Trey",M,09/12/83,Indiana,09,2009,IN09,2017-2023,,,,,,,,,115,116,117,
DeV-FL10,https://www.congress.gov/member/val-demings/D000627,"Demings, Val Butler - Representative","Demings, Val Butler",F,03/12/57,Florida,10,1310,FL10,2017-2023,,,,,,,,,115,116,117,
BuT-NC13,https://www.congress.gov/member/ted-budd/B001305,"Budd, Ted - Senator","Budd, Ted",M,10/21/71,North Carolina,13,3913,NC13,2017-2023,,,,,,,,,115,116,117,
BlL-DE00,https://www.congress.gov/member/lisa-blunt-rochester/B001303,"Blunt Rochester, Lisa - Representative","Blunt Rochester, Lisa",F,02/10/62,Delaware,00,1100,DE00,2017-2024,,,,,,,,,115,116,117,118
GoJ-PR00,https://www.congress.gov/member/jenniffer-gonzalez-colon/G000582,"Gonzalez-Colon, Jenniffer - Resident Commissioner","Gonz·lez-ColÛn, Jenniffer",F,,Puerto Rico,00,4700,PR00,2017-2024,,,,,,,,,115,116,117,118
BeJ-MI01,https://www.congress.gov/member/jack-bergman/B001301,"Bergman, Jack - Representative","Bergman, Jack",M,02/02/47,Michigan,01,2801,MI01,2017-2024,,,,,,,,,115,116,117,118
GaM-FL01,https://www.congress.gov/member/matt-gaetz/G000578,"Gaetz, Matt - Representative","Gaetz, Matt",,,Florida,01,1301,FL01,2017-2024,,,,,,,,,115,116,117,118
FiB-PA01,https://www.congress.gov/member/brian-fitzpatrick/F000466,"Fitzpatrick, Brian K. - Representative","Fitzpatrick, Brian K.",M,,Pennsylvania,01,4601,PA01,2017-2024,,,,,,,,,115,116,117,118
BaD-NE02,https://www.congress.gov/member/don-bacon/B001298,"Bacon, Don - Representative","Bacon, Don",M,08/16/63,Nebraska,02,3302,NE02,2017-2024,,,,,,,,,115,116,117,118
DuN-FL02,https://www.congress.gov/member/neal-dunn/D000628,"Dunn, Neal P. - Representative","Dunn, Neal P.",M,02/16/53,Florida,02,1302,FL02,2017-2024,,,,,,,,,115,116,117,118
CuJ-UT03,https://www.congress.gov/member/john-curtis/C001114,"Curtis, John R. - Representative","Curtis, John R.",M,,Utah,03,5503,UT03,2017-2024,,,,,,,,,115,116,117,118
HiC-LA03,https://www.congress.gov/member/clay-higgins/H001077,"Higgins, Clay - Representative","Higgins, Clay",M,08/24/61,Louisiana,03,2403,LA03,2017-2024,,,,,,,,,115,116,117,118
BaJ-IN03,https://www.congress.gov/member/jim-banks/B001299,"Banks, Jim - Representative","Banks, Jim",M,07/16/79,Indiana,03,2003,IN03,2017-2024,,,,,,,,,115,116,117,118
FeA-GA03,https://www.congress.gov/member/a-ferguson/F000465,"Ferguson, A. Drew, IV - Representative","Ferguson, A. Drew, IV",M,11/15/66,Georgia,03,1503,GA03,2017-2024,,,,,,,,,115,116,117,118
JoM-LA04,https://www.congress.gov/member/mike-johnson/J000299,"Johnson, Mike - Representative","Johnson, Mike",,,Louisiana,04,2404,LA04,2017-2024,,,,,,,,,115,116,117,118
EsR-KS04,https://www.congress.gov/member/ron-estes/E000298,"Estes, Ron - Representative","Estes, Ron",,,Kansas,04,2204,KS04,2017-2024,,,,,,,,,115,116,117,118
BiA-AZ05,https://www.congress.gov/member/andy-biggs/B001302,"Biggs, Andy - Representative","Biggs, Andy",M,11/07/58,Arizona,05,0405,AZ05,2017-2024,,,,,,,,,115,116,117,118
GoJ-NJ05,https://www.congress.gov/member/josh-gottheimer/G000583,"Gottheimer, Josh - Representative","Gottheimer, Josh",M,03/08/75,New Jersey,05,3605,NJ05,2017-2024,,,,,,,,,115,116,117,118
NoR-SC05,https://www.congress.gov/member/ralph-norman/N000190,"Norman, Ralph - Representative","Norman, Ralph",,,South Carolina,05,4905,SC05,2017-2024,,,,,,,,,115,116,117,118
RuJ-FL05,https://www.congress.gov/member/john-rutherford/R000609,"Rutherford, John H. - Representative","Rutherford, John H.",M,09/02/52,Florida,05,1305,FL05,2017-2024,,,,,,,,,115,116,117,118
JaP-WA07,https://www.congress.gov/member/pramila-jayapal/J000298,"Jayapal, Pramila - Representative","Jayapal, Pramila",F,09/21/65,Washington,07,5407,WA07,2017-2024,,,,,,,,,115,116,117,118
GaM-WI08,https://www.congress.gov/member/mike-gallagher/G000579,"Gallagher, Mike - Representative","Gallagher, Mike",M,03/03/84,Wisconsin,08,5608,WI08,2017-2024,,,,,,,,,115,116,117,118
KrR-IL08,https://www.congress.gov/member/raja-krishnamoorthi/K000391,"Krishnamoorthi, Raja - Representative","Krishnamoorthi, Raja",M,07/19/73,Illinois,08,1908,IL08,2017-2024,,,,,,,,,115,116,117,118
KuD-TN08,https://www.congress.gov/member/david-kustoff/K000392,"Kustoff, David - Representative","Kustoff, David",M,10/08/66,Tennessee,08,5108,TN08,2017-2024,,,,,,,,,115,116,117,118
RaJ-MD08,https://www.congress.gov/member/jamie-raskin/R000606,"Raskin, Jamie - Representative","Raskin, Jamie",,,Maryland,08,2608,MD08,2017-2024,,,,,,,,,115,116,117,118
SoD-FL09,https://www.congress.gov/member/darren-soto/S001200,"Soto, Darren - Representative","Soto, Darren",M,02/25/78,Florida,09,1309,FL09,2017-2024,,,,,,,,,115,116,117,118
SmL-PA11,https://www.congress.gov/member/lloyd-smucker/S001199,"Smucker, Lloyd - Representative","Smucker, Lloyd",,,Pennsylvania,11,4611,PA11,2017-2024,,,,,,,,,115,116,117,118
EsA-NY13,https://www.congress.gov/member/adriano-espaillat/E000297,"Espaillat, Adriano - Representative","Espaillat, Adriano",M,09/27/54,New York,13,3813,NY13,2017-2024,,,,,,,,,115,116,117,118
KhR-CA17,https://www.congress.gov/member/ro-khanna/K000389,"Khanna, Ro - Representative","Khanna, Ro",,,California,17,0817,CA17,2017-2024,,,,,,,,,115,116,117,118
PaJ-CA19,https://www.congress.gov/member/jimmy-panetta/P000613,"Panetta, Jimmy - Representative","Panetta, Jimmy",M,10/01/69,California,19,0819,CA19,2017-2024,,,,,,,,,115,116,117,118
ArJ-TX19,https://www.congress.gov/member/jodey-arrington/A000375,"Arrington, Jodey C. - Representative","Arrington, Jodey C.",M,,Texas,19,5319,TX19,2017-2024,,,,,,,,,115,116,117,118
MaB-FL21,https://www.congress.gov/member/brian-mast/M001199,"Mast, Brian J. - Representative","Mast, Brian J.",M,07/10/80,Florida,21,1321,FL21,2017-2024,,,,,,,,,115,116,117,118
CaS-CA24,https://www.congress.gov/member/salud-carbajal/C001112,"Carbajal, Salud O. - Representative","Carbajal, Salud O.",,,California,24,0824,CA24,2017-2024,,,,,,,,,115,116,117,118
GoV-TX34,https://www.congress.gov/member/vicente-gonzalez/G000581,"Gonzalez, Vicente - Representative","Gonzalez, Vicente",M,09/04/67,Texas,34,5334,TX34,2017-2024,,,,,,,,,115,116,117,118
GoJ-CA34,https://www.congress.gov/member/jimmy-gomez/G000585,"Gomez, Jimmy - Representative","Gomez, Jimmy",M,11/25/74,California,34,0834,CA34,2017-2024,,,,,,,,,115,116,117,118
BaN-CA44,https://www.congress.gov/member/nanette-barragan/B001300,"Barragan, Nanette Diaz - Representative","Barragan, Nanette Diaz",F,09/15/76,California,44,0844,CA44,2017-2024,,,,,,,,,115,116,117,118
CoJ-CA46,https://www.congress.gov/member/j-correa/C001110,"Correa, J. Luis - Representative","Correa, J. Luis",M,01/24/58,California,46,0846,CA46,2017-2024,,,,,,,,,115,116,117,118
JoB-MI13,https://www.congress.gov/member/brenda-jones/J000303,"Jones, Brenda - Representative","Jones, Brenda",F,10/24/59,Michigan,13,2813,MI13,2018-2019,,,,,,,,,115,,,
LaC-PA17,https://www.congress.gov/member/conor-lamb/L000588,"Lamb, Conor - Representative","Lamb, Conor",M,,Pennsylvania,17,4617,PA17,2018-2023,,,,,,,,,115,116,117,
HeK-OK01,https://www.congress.gov/member/kevin-hern/H001082,"Hern, Kevin - Representative","Hern, Kevin",M,12/04/61,Oklahoma,01,4401,OK01,2018-2024,,,,,,,,,115,116,117,118
ScM-PA05,https://www.congress.gov/member/mary-scanlon/S001205,"Scanlon, Mary Gay - Representative","Scanlon, Mary Gay",F,,Pennsylvania,05,4605,PA05,2018-2024,,,,,,,,,115,116,117,118
WiS-PA07,https://www.congress.gov/member/susan-wild/W000826,"Wild, Susan - Representative","Wild, Susan",,,Pennsylvania,07,4607,PA07,2018-2024,,,,,,,,,115,116,117,118
LeD-AZ08,https://www.congress.gov/member/debbie-lesko/L000589,"Lesko, Debbie - Representative","Lesko, Debbie",F,11/14/58,Arizona,08,0408,AZ08,2018-2024,,,,,,,,,115,116,117,118
BaT-OH12,https://www.congress.gov/member/troy-balderson/B001306,"Balderson, Troy - Representative","Balderson, Troy",M,01/16/62,Ohio,12,4212,OH12,2018-2024,,,,,,,,,115,116,117,118
MoJ-NY25,https://www.congress.gov/member/joseph-morelle/M001206,"Morelle, Joseph D. - Representative","Morelle, Joseph D.",M,,New York,25,3825,NY25,2018-2024,,,,,,,,,115,116,117,118
ClM-TX27,https://www.congress.gov/member/michael-cloud/C001115,"Cloud, Michael - Representative","Cloud, Michael",M,05/13/75,Texas,27,5327,TX27,2018-2024,,,,,,,,,115,116,117,118
HiK-CA25,https://www.congress.gov/member/katie-hill/H001087,"Hill, Katie - Representative","Hill, Katie",,,California,25,0825,CA25,2019-2019,,,,,,,,,,116,,
FiA-IA01,https://www.congress.gov/member/abby-finkenauer/F000467,"Finkenauer, Abby - Representative","Finkenauer, Abby",F,12/27/88,Iowa,01,2101,IA01,2019-2021,,,,,,,,,,116,,
HaD-NM01,https://www.congress.gov/member/debra-haaland/H001080,"Haaland, Debra A. - Representative","Haaland, Debra A.",F,,New Mexico,01,3701,NM01,2019-2021,,,,,,,,,,116,,
CuJ-SC01,https://www.congress.gov/member/joe-cunningham/C001122,"Cunningham, Joe - Representative","Cunningham, Joe",M,,South Carolina,01,4901,SC01,2019-2021,,,,,,,,,,116,,
WaS-KS02,https://www.congress.gov/member/steve-watkins/W000824,"Watkins, Steve - Representative","Watkins, Steve",M,09/18/76,Kansas,02,2202,KS02,2019-2021,,,,,,,,,,116,,
ToX-NM02,https://www.congress.gov/member/xochitl-torres-small/T000484,"Torres Small, Xochitl - Representative","Torres Small, Xochitl",F,,New Mexico,02,3702,NM02,2019-2021,,,,,,,,,,116,,
McB-UT04,https://www.congress.gov/member/ben-mcadams/M001209,"McAdams, Ben - Representative","McAdams, Ben",M,,Utah,04,5504,UT04,2019-2021,,,,,,,,,,116,,
HoK-OK05,https://www.congress.gov/member/kendra-horn/H001083,"Horn, Kendra S. - Representative","Horn, Kendra S.",F,,Oklahoma,05,4405,OK05,2019-2021,,,,,,,,,,116,,
RiD-VA05,https://www.congress.gov/member/denver-riggleman/R000611,"Riggleman, Denver - Representative","Riggleman, Denver",M,,Virginia,05,5205,VA05,2019-2021,,,,,,,,,,116,,
WrR-TX06,https://www.congress.gov/member/ron-wright/W000827,"Wright, Ron - Representative","Wright, Ron",M,,Texas,06,5306,TX06,2019-2021,,,,,,,,,,116,,
RoM-NY11,https://www.congress.gov/member/max-rose/R000613,"Rose, Max - Representative","Rose, Max",M,,New York,11,3811,NY11,2019-2021,,,,,,,,,,116,,
SpR-FL15,https://www.congress.gov/member/ross-spano/S001210,"Spano, Ross - Representative","Spano, Ross",M,07/16/66,Florida,15,1315,FL15,2019-2021,,,,,,,,,,116,,
CoT-CA21,https://www.congress.gov/member/tj-cox/C001124,"Cox, TJ - Representative","Cox, TJ",,,California,21,0821,CA21,2019-2021,,,,,,,,,,116,,
BrA-NY22,https://www.congress.gov/member/anthony-brindisi/B001308,"Brindisi, Anthony - Representative","Brindisi, Anthony",M,,New York,22,3822,NY22,2019-2021,,,,,,,,,,116,,
MuD-FL26,https://www.congress.gov/member/debbie-mucarsel-powell/M001207,"Mucarsel-Powell, Debbie - Representative","Mucarsel-Powell, Debbie",F,01/18/71,Florida,26,1326,FL26,2019-2021,,,,,,,,,,116,,
ShD-FL27,https://www.congress.gov/member/donna-shalala/S001206,"Shalala, Donna E. - Representative","Shalala, Donna E.",F,02/14/41,Florida,27,1327,FL27,2019-2021,,,,,,,,,,116,,
CiG-CA39,https://www.congress.gov/member/gilbert-cisneros/C001123,"Cisneros, Gilbert Ray, Jr. - Representative","Cisneros, Gilbert Ray, Jr.",M,02/12/71,California,39,0839,CA39,2019-2021,,,,,,,,,,116,,
RoH-CA48,https://www.congress.gov/member/harley-rouda/R000616,"Rouda, Harley - Representative","Rouda, Harley",M,12/10/61,California,48,0848,CA48,2019-2021,,,,,,,,,,116,,
HaJ-MN01,https://www.congress.gov/member/jim-hagedorn/H001088,"Hagedorn, Jim - Representative","Hagedorn, Jim",M,08/04/62,Minnesota,01,2901,MN01,2019-2022,,,,,,,,,,116,117,
DeA-NY19,https://www.congress.gov/member/antonio-delgado/D000630,"Delgado, Antonio - Representative","Delgado, Antonio",M,,New York,19,3819,NY19,2019-2022,,,,,,,,,,116,117,
SaM-GU00,https://www.congress.gov/member/michael-san-nicolas/S001204,"San Nicolas, Michael F. Q. - Delegate","San Nicolas, Michael F. Q.",M,,Guam,00,1600,GU00,2019-2023,,,,,,,,,,116,117,
LuE-VA02,https://www.congress.gov/member/elaine-luria/L000591,"Luria, Elaine G. - Representative","Luria, Elaine G.",F,,Virginia,02,5202,VA02,2019-2023,,,,,,,,,,116,117,
AxC-IA03,https://www.congress.gov/member/cynthia-axne/A000378,"Axne, Cynthia - Representative","Axne, Cynthia",F,04/20/65,Iowa,03,2103,IA03,2019-2023,,,,,,,,,,116,117,
TaV-TX03,https://www.congress.gov/member/van-taylor/T000479,"Taylor, Van - Representative","Taylor, Van",M,,Texas,03,5303,TX03,2019-2023,,,,,,,,,,116,117,
MaT-NJ07,https://www.congress.gov/member/tom-malinowski/M001203,"Malinowski, Tom - Representative","Malinowski, Tom",M,,New Jersey,07,3607,NJ07,2019-2023,,,,,,,,,,116,117,
LeA-MI09,https://www.congress.gov/member/andy-levin/L000592,"Levin, Andy - Representative","Levin, Andy",M,08/10/60,Michigan,09,2809,MI09,2019-2023,,,,,,,,,,116,117,
KeF-PA12,https://www.congress.gov/member/fred-keller/K000395,"Keller, Fred - Representative","Keller, Fred",M,,Pennsylvania,12,4612,PA12,2019-2023,,,,,,,,,,116,117,
GoA-OH16,https://www.congress.gov/member/anthony-gonzalez/G000588,"Gonzalez, Anthony - Representative","Gonzalez, Anthony",M,,Ohio,16,4216,OH16,2019-2023,,,,,,,,,,116,117,
ArK-ND00,https://www.congress.gov/member/kelly-armstrong/A000377,"Armstrong, Kelly - Representative","Armstrong, Kelly",F,10/08/76,North Dakota,00,4000,ND00,2019-2024,,,,,,,,,,116,117,118
JoD-SD00,https://www.congress.gov/member/dusty-johnson/J000301,"Johnson, Dusty - Representative","Johnson, Dusty",M,09/30/76,South Dakota,00,5000,SD00,2019-2024,,,,,,,,,,116,117,118
StB-WI01,https://www.congress.gov/member/bryan-steil/S001213,"Steil, Bryan - Representative","Steil, Bryan",M,03/03/81,Wisconsin,01,5601,WI01,2019-2024,,,,,,,,,,116,117,118
PaC-NH01,https://www.congress.gov/member/chris-pappas/P000614,"Pappas, Chris - Representative","Pappas, Chris",M,06/04/80,New Hampshire,01,3501,NH01,2019-2024,,,,,,,,,,116,117,118
FuR-ID01,https://www.congress.gov/member/russ-fulcher/F000469,"Fulcher, Russ - Representative","Fulcher, Russ",,,Idaho,01,1801,ID01,2019-2024,,,,,,,,,,116,117,118
MiC-WV01,https://www.congress.gov/member/carol-miller/M001205,"Miller, Carol D. - Representative","Miller, Carol D.",F,,West Virginia,01,5501,WV01,2019-2024,,,,,,,,,,116,117,118
VaJ-NJ02,https://www.congress.gov/member/jefferson-van-drew/V000133,"Van Drew, Jefferson - Representative","Van Drew, Jefferson",M,02/23/53,New Jersey,02,3602,NJ02,2019-2024,,,,,,,,,,116,117,118
CrA-MN02,https://www.congress.gov/member/angie-craig/C001119,"Craig, Angie - Representative","Craig, Angie",F,02/14/72,Minnesota,02,2902,MN02,2019-2024,,,,,,,,,,116,117,118
CrD-TX02,https://www.congress.gov/member/dan-crenshaw/C001120,"Crenshaw, Dan - Representative","Crenshaw, Dan",M,03/14/84,Texas,02,5302,TX02,2019-2024,,,,,,,,,,116,117,118
NeJ-CO02,https://www.congress.gov/member/joe-neguse/N000191,"Neguse, Joe - Representative","Neguse, Joe",M,05/13/84,Colorado,02,0902,CO02,2019-2024,,,,,,,,,,116,117,118
BuT-TN02,https://www.congress.gov/member/tim-burchett/B001309,"Burchett, Tim - Representative","Burchett, Tim",,,Tennessee,02,5102,TN02,2019-2024,,,,,,,,,,116,117,118
GoJ-ME02,https://www.congress.gov/member/jared-golden/G000592,"Golden, Jared F. - Representative","Golden, Jared F.",M,07/25/82,Maine,02,2502,ME02,2019-2024,,,,,,,,,,116,117,118
KiA-NJ03,https://www.congress.gov/member/andy-kim/K000394,"Kim, Andy - Representative","Kim, Andy",M,07/12/82,New Jersey,03,3603,NJ03,2019-2024,,,,,,,,,,116,117,118
DaS-KS03,https://www.congress.gov/member/sharice-davids/D000629,"Davids, Sharice - Representative","Davids, Sharice",F,05/22/80,Kansas,03,2203,KS03,2019-2024,,,,,,,,,,116,117,118
PhD-MN03,https://www.congress.gov/member/dean-phillips/P000616,"Phillips, Dean - Representative","Phillips, Dean",M,01/20/69,Minnesota,03,2903,MN03,2019-2024,,,,,,,,,,116,117,118
MuG-NC03,https://www.congress.gov/member/gregory-murphy/M001210,"Murphy, Gregory - Representative","Murphy, Gregory",M,03/05/63,North Carolina,03,3903,NC03,2019-2024,,,,,,,,,,116,117,118
TrL-MA03,https://www.congress.gov/member/lori-trahan/T000482,"Trahan, Lori - Representative","Trahan, Lori",F,10/27/73,Massachusetts,03,2703,MA03,2019-2024,,,,,,,,,,116,117,118
GuM-MS03,https://www.congress.gov/member/michael-guest/G000591,"Guest, Michael - Representative","Guest, Michael",,,Mississippi,03,3003,MS03,2019-2024,,,,,,,,,,116,117,118
LeS-NV03,https://www.congress.gov/member/susie-lee/L000590,"Lee, Susie - Representative","Lee, Susie",,,Nevada,03,3403,NV03,2019-2024,,,,,,,,,,116,117,118
DeM-PA04,https://www.congress.gov/member/madeleine-dean/D000631,"Dean, Madeleine - Representative","Dean, Madeleine",F,06/06/59,Pennsylvania,04,4604,PA04,2019-2024,,,,,,,,,,116,117,118
StG-AZ04,https://www.congress.gov/member/greg-stanton/S001211,"Stanton, Greg - Representative","Stanton, Greg",M,03/08/70,Arizona,04,0404,AZ04,2019-2024,,,,,,,,,,116,117,118
GaJ-IL04,https://www.congress.gov/member/jesus-garcia/G000586,"Garcia, Jesus G. ""Chuy"" - Representative","Garcia, Jesus G. ""Chuy""",M,04/12/56,Illinois,04,1904,IL04,2019-2024,,,,,,,,,,116,117,118
BaJ-IN04,https://www.congress.gov/member/james-baird/B001307,"Baird, James R. - Representative","Baird, James R.",M,06/04/45,Indiana,04,2004,IN04,2019-2024,,,,,,,,,,116,117,118
TiW-SC04,https://www.congress.gov/member/william-timmons/T000480,"Timmons, William R. IV - Representative","Timmons, William R. IV",M,,South Carolina,04,4904,SC04,2019-2024,,,,,,,,,,116,117,118
OmI-MN05,https://www.congress.gov/member/ilhan-omar/O000173,"Omar, Ilhan - Representative","Omar, Ilhan",F,10/04/82,Minnesota,05,2905,MN05,2019-2024,,,,,,,,,,116,117,118
HaJ-CT05,https://www.congress.gov/member/jahana-hayes/H001081,"Hayes, Jahana - Representative","Hayes, Jahana",F,03/08/73,Connecticut,05,1005,CT05,2019-2024,,,,,,,,,,116,117,118
GoL-TX05,https://www.congress.gov/member/lance-gooden/G000589,"Gooden, Lance - Representative","Gooden, Lance",M,,Texas,05,5305,TX05,2019-2024,,,,,,,,,,116,117,118
ClB-VA06,https://www.congress.gov/member/ben-cline/C001118,"Cline, Ben - Representative","Cline, Ben",M,02/29/72,Virginia,06,5206,VA06,2019-2024,,,,,,,,,,116,117,118
CaS-IL06,https://www.congress.gov/member/sean-casten/C001117,"Casten, Sean - Representative","Casten, Sean",M,11/23/71,Illinois,06,1906,IL06,2019-2024,,,,,,,,,,116,117,118
PeG-IN06,https://www.congress.gov/member/greg-pence/P000615,"Pence, Greg - Representative","Pence, Greg",M,11/14/56,Indiana,06,2006,IN06,2019-2024,,,,,,,,,,116,117,118
HoC-PA06,https://www.congress.gov/member/chrissy-houlahan/H001085,"Houlahan, Chrissy - Representative","Houlahan, Chrissy",F,06/05/57,Pennsylvania,06,4606,PA06,2019-2024,,,,,,,,,,116,117,118
CrJ-CO06,https://www.congress.gov/member/jason-crow/C001121,"Crow, Jason - Representative","Crow, Jason",M,03/15/79,Colorado,06,0906,CO06,2019-2024,,,,,,,,,,116,117,118
WaM-FL06,https://www.congress.gov/member/michael-waltz/W000823,"Waltz, Michael - Representative","Waltz, Michael",,,Florida,06,1306,FL06,2019-2024,,,,,,,,,,116,117,118
TrD-MD06,https://www.congress.gov/member/david-trone/T000483,"Trone, David J. - Representative","Trone, David J.",M,09/21/55,Maryland,06,2606,MD06,2019-2024,,,,,,,,,,116,117,118
RoJ-TN06,https://www.congress.gov/member/john-rose/R000612,"Rose, John W. - Representative","Rose, John W.",M,,Tennessee,06,5106,TN06,2019-2024,,,,,,,,,,116,117,118
FlL-TX07,https://www.congress.gov/member/lizzie-fletcher/F000468,"Fletcher, Lizzie - Representative","Fletcher, Lizzie",F,02/13/75,Texas,07,5307,TX07,2019-2024,,,,,,,,,,116,117,118
McL-GA07,https://www.congress.gov/member/lucy-mcbath/M001208,"McBath, Lucy - Representative","McBath, Lucy",F,,Georgia,07,1507,GA07,2019-2024,,,,,,,,,,116,117,118
PrA-MA07,https://www.congress.gov/member/ayanna-pressley/P000617,"Pressley, Ayanna - Representative","Pressley, Ayanna",,,Massachusetts,07,2707,MA07,2019-2024,,,,,,,,,,116,117,118
SlE-MI07,https://www.congress.gov/member/elissa-slotkin/S001208,"Slotkin, Elissa - Representative","Slotkin, Elissa",,,Michigan,07,2807,MI07,2019-2024,,,,,,,,,,116,117,118
GrM-TN07,https://www.congress.gov/member/mark-green/G000590,"Green, Mark E. - Representative","Green, Mark E.",M,,Tennessee,07,5107,TN07,2019-2024,,,,,,,,,,116,117,118
SpA-VA07,https://www.congress.gov/member/abigail-spanberger/S001209,"Spanberger, Abigail Davis - Representative","Spanberger, Abigail Davis",F,,Virginia,07,5207,VA07,2019-2024,,,,,,,,,,116,117,118
BiD-NC08,https://www.congress.gov/member/dan-bishop/B001311,"Bishop, Dan - Representative","Bishop, Dan",M,07/01/64,North Carolina,08,3908,NC08,2019-2024,,,,,,,,,,116,117,118
ScK-WA08,https://www.congress.gov/member/kim-schrier/S001216,"Schrier, Kim - Representative","Schrier, Kim",F,08/23/68,Washington,08,5408,WA08,2019-2024,,,,,,,,,,116,117,118
StP-MN08,https://www.congress.gov/member/pete-stauber/S001212,"Stauber, Pete - Representative","Stauber, Pete",,,Minnesota,08,2908,MN08,2019-2024,,,,,,,,,,116,117,118
HaJ-CA09,https://www.congress.gov/member/josh-harder/H001090,"Harder, Josh - Representative","Harder, Josh",M,08/01/86,California,09,0809,CA09,2019-2024,,,,,,,,,,116,117,118
MeD-PA09,https://www.congress.gov/member/daniel-meuser/M001204,"Meuser, Daniel - Representative","Meuser, Daniel",,,Pennsylvania,09,4609,PA09,2019-2024,,,,,,,,,,116,117,118
WeJ-VA10,https://www.congress.gov/member/jennifer-wexton/W000825,"Wexton, Jennifer - Representative","Wexton, Jennifer",,,Virginia,10,5210,VA10,2019-2024,,,,,,,,,,116,117,118
ShM-NJ11,https://www.congress.gov/member/mikie-sherrill/S001207,"Sherrill, Mikie - Representative","Sherrill, Mikie",,,New Jersey,11,3611,NJ11,2019-2024,,,,,,,,,,116,117,118
StH-MI11,https://www.congress.gov/member/haley-stevens/S001215,"Stevens, Haley M. - Representative","Stevens, Haley M.",F,06/24/83,Michigan,11,2811,MI11,2019-2024,,,,,,,,,,116,117,118
TlR-MI12,https://www.congress.gov/member/rashida-tlaib/T000481,"Tlaib, Rashida - Representative","Tlaib, Rashida",,,Michigan,12,2812,MI12,2019-2024,,,,,,,,,,116,117,118
JoJ-PA13,https://www.congress.gov/member/john-joyce/J000302,"Joyce, John - Representative","Joyce, John",M,02/08/57,Pennsylvania,13,4613,PA13,2019-2024,,,,,,,,,,116,117,118
ReG-PA14,https://www.congress.gov/member/guy-reschenthaler/R000610,"Reschenthaler, Guy - Representative","Reschenthaler, Guy",M,04/17/83,Pennsylvania,14,4614,PA14,2019-2024,,,,,,,,,,116,117,118
OcA-NY14,https://www.congress.gov/member/alexandria-ocasio-cortez/O000172,"Ocasio-Cortez, Alexandria - Representative","Ocasio-Cortez, Alexandria",F,10/13/89,New York,14,3814,NY14,2019-2024,,,,,,,,,,116,117,118
UnL-IL14,https://www.congress.gov/member/lauren-underwood/U000040,"Underwood, Lauren - Representative","Underwood, Lauren",,,Illinois,14,1914,IL14,2019-2024,,,,,,,,,,116,117,118
EsV-TX16,https://www.congress.gov/member/veronica-escobar/E000299,"Escobar, Veronica - Representative","Escobar, Veronica",F,09/15/69,Texas,16,5316,TX16,2019-2024,,,,,,,,,,116,117,118
StW-FL17,https://www.congress.gov/member/w-steube/S001214,"Steube, W. Gregory - Representative","Steube, W. Gregory",M,05/19/78,Florida,17,1317,FL17,2019-2024,,,,,,,,,,116,117,118
RoC-TX21,https://www.congress.gov/member/chip-roy/R000614,"Roy, Chip - Representative","Roy, Chip",M,08/07/72,Texas,21,5321,TX21,2019-2024,,,,,,,,,,116,117,118
GaS-TX29,https://www.congress.gov/member/sylvia-garcia/G000587,"Garcia, Sylvia R. - Representative","Garcia, Sylvia R.",F,,Texas,29,5329,TX29,2019-2024,,,,,,,,,,116,117,118
AlC-TX32,https://www.congress.gov/member/colin-allred/A000376,"Allred, Colin Z. - Representative","Allred, Colin Z.",M,,Texas,32,5332,TX32,2019-2024,,,,,,,,,,116,117,118
PoK-CA47,https://www.congress.gov/member/katie-porter/P000618,"Porter, Katie - Representative","Porter, Katie",F,01/03/74,California,47,0847,CA47,2019-2024,,,,,,,,,,116,117,118
LeM-CA49,https://www.congress.gov/member/mike-levin/L000593,"Levin, Mike - Representative","Levin, Mike",,,California,49,0849,CA49,2019-2024,,,,,,,,,,116,117,118
HaK-GA05,https://www.congress.gov/member/kwanza-hall/H001092,"Hall, Kwanza - Representative","Hall, Kwanza",M,05/01/71,Georgia,05,1505,GA05,2020-2021,,,,,,,,,,116,,
JaC-NY27,https://www.congress.gov/member/chris-jacobs/J000020,"Jacobs, Chris - Representative","Jacobs, Chris",M,,New York,27,3827,NY27,2020-2023,,,,,,,,,,116,117,
