UniqueID,GovernmentURL,FullName,FirstName,LastName,Gender,DOB,Party,HouseTerms,State,StateAbr,District,CombStateDistrict,StateDistID,FirstSession,SecondSession,ThirdSession,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
PeG-MI14,https://www.congress.gov/member/gary-peters/P000595,"Peters, Gary C.",Gary C.,Peters,M,12/01/58,Democratic,House: 2009-2015,Michigan,MI,14,MI14,2614,2009-2015,,,0,0,111,112,113,0,0,0,0,0
RoJ-NV03,https://www.congress.gov/member/jacklyn-rosen/R000608,"Rosen, Jacky",Jacky,Rosen,M,08/02/57,Democratic,House: 2017-2019,Nevada,NV,03,NV03,3203,2017-2019,,,0,0,0,0,0,0,115,0,0,0
BrJ-NH01,https://www.congress.gov/member/jeb-bradley/B001246,"Bradley, Jeb",Jeb,Bradley,M,10/20/52,Republican,House: 2003-2007,New Hampshire,NH,01,NH01,3301,2003-2007,,,109,0,0,0,0,0,0,0,0,0
CrK-ND00,https://www.congress.gov/member/kevin-cramer/C001096,"Cramer, Kevin",Kevin,Cramer,M,01/21/61,Republican,House: 2013-2019,North Dakota,ND,00,ND00,3800,2013-2019,,,0,0,0,0,113,114,115,0,0,0
LuC-WY00,https://www.congress.gov/member/cynthia-lummis/L000571,"Lummis, Cynthia M.",Cynthia M.,Lummis,F,09/10/54,Republican,House: 2009-2017,Wyoming,WY,00,WY00,5600,2009-2017,,,0,0,111,112,113,114,0,0,0,0
MaE-MA07,https://www.congress.gov/member/edward-markey/M000133,"Markey, Edward J.",Edward J.,Markey,M,07/11/46,Democratic,House: 1977-2013,Massachusetts,MA,07,MA07,2507,1977-2013,,,109,110,111,112,0,0,0,0,0,0
MuK-CA15,https://www.congress.gov/member/kevin-mullin/M001225,"Mullin, Kevin",Kevin,Mullin,M,06/15/70,Democratic,House: 2023-Present,California,CA,15,CA15,0615,2023-2024,,,0,0,0,0,0,0,0,0,0,118
MuM-OK02,https://www.congress.gov/member/markwayne-mullin/M001190,"Mullin, Markwayne",Markwayne,Mullin,M,07/26/77,Republican,House: 2013-2023,Oklahoma,OK,02,OK02,4002,2013-2023,,,0,0,0,0,113,114,115,116,117,0
SaB-VT00,https://www.congress.gov/member/bernard-sanders/S000033,"Sanders, Bernard",Bernard,Sanders,M,09/08/41,Independent,House: 1991-2007,Vermont,VT,00,VT00,5000,1991-2007,,,109,0,0,0,0,0,0,0,0,0
BrS-OH13,https://www.congress.gov/member/sherrod-brown/B000944,"Brown, Sherrod",Sherrod,Brown,M,11/09/52,Democratic,House: 1993-2007,Ohio,OH,13,OH13,3913,1993-2007,,,109,0,0,0,0,0,0,0,0,0
BuT-NC13,https://www.congress.gov/member/ted-budd/B001305,"Budd, Ted",Ted,Budd,M,10/21/71,Republican,House: 2017-2023,North Carolina,NC,13,NC13,3713,2017-2023,,,0,0,0,0,0,0,115,116,117,0
YoT-IN09,https://www.congress.gov/member/todd-young/Y000064,"Young, Todd",Todd,Young,M,08/24/72,Republican,House: 2011-2017,Indiana,IN,09,IN09,1809,2011-2017,,,0,0,0,112,113,114,0,0,0,0
CoT-AR04,https://www.congress.gov/member/tom-cotton/C001095,"Cotton, Tom",Tom,Cotton,M,05/13/77,Republican,House: 2013-2015,Arkansas,AR,04,AR04,0504,2013-2015,,,0,0,0,0,113,0,0,0,0,0
MoS-MA06,https://www.congress.gov/member/seth-moulton/M001196,"Moulton, Seth",Seth,Moulton,M,10/24/78,Democratic,House: 2015-Present,Massachusetts,MA,06,MA06,2506,2015-2024,,,0,0,0,0,0,114,115,116,117,118
SeS-TX22,https://www.congress.gov/member/shelley-sekula-gibbs/S001166,"Sekula Gibbs, Shelley",Shelley,Sekula Gibbs,F,06/22/53,Republican,House: 2005-2007,Texas,TX,22,TX22,4822,2005-2007,,,109,0,0,0,0,0,0,0,0,0
ShB-PA09,https://www.congress.gov/member/bill-shuster/S001154,"Shuster, Bill",Bill,Shuster,M,01/10/61,Republican,House: 2001-2019,Pennsylvania,PA,09,PA09,4209,2001-2019,,,109,110,111,112,113,114,115,0,0,0
ReS-TX16,https://www.congress.gov/member/silvestre-reyes/R000170,"Reyes, Silvestre",Silvestre,Reyes,M,11/10/44,Democratic,House: 1997-2013,Texas,TX,16,TX16,4816,1997-2013,,,109,110,111,112,0,0,0,0,0,0
SoM-IN09,https://www.congress.gov/member/michael-sodrel/S001160,"Sodrel, Michael E.",Michael E.,Sodrel,M,12/17/45,Republican,House: 2005-2007,Indiana,IN,09,IN09,1809,2005-2007,,,109,0,0,0,0,0,0,0,0,0
BoJ-OH08,https://www.congress.gov/member/john-boehner/B000589,"Boehner, John A.",John A.,Boehner,M,11/17/49,Republican,House: 1991-2015,Ohio,OH,08,OH08,3908,1991-2015,,,109,110,111,112,113,0,0,0,0,0
McK-CA20,https://www.congress.gov/member/kevin-mccarthy/M001165,"McCarthy, Kevin",Kevin,McCarthy,M,01/26/65,Republican,House: 2007-Present,California,CA,20,CA20,0620,2007-2024,,,0,110,111,112,113,114,115,116,117,118
PeN-CA11,https://www.congress.gov/member/nancy-pelosi/P000197,"Pelosi, Nancy",Nancy,Pelosi,F,03/26/40,Democratic,House: 1987-Present,California,CA,11,CA11,0611,1987-2024,,,109,110,111,112,113,114,115,116,117,118
RyP-WI01,https://www.congress.gov/member/paul-ryan/R000570,"Ryan, Paul D.",Paul D.,Ryan,M,01/29/70,Republican,House: 1999-2019,Wisconsin,WI,01,WI01,5501,1999-2019,,,109,110,111,112,113,114,115,0,0,0
PlS-VI00,https://www.congress.gov/member/stacey-plaskett/P000610,"Plaskett, Stacey E.",Stacey E.,Plaskett,F,05/13/66,Democratic,House: 2015-Present,Virgin Islands,VI,00,VI00,0000,2015-2024,,,0,0,0,0,0,114,115,116,117,118
HeS-SD00,https://www.congress.gov/member/stephanie-herseth-sandlin/H001037,"Herseth Sandlin, Stephanie",Stephanie,Herseth Sandlin,F,12/03/70,Democratic,House: 2004-2011,South Dakota,SD,00,SD00,4600,2004-2011,,,109,110,111,0,0,0,0,0,0,0
KaS-WI08,https://www.congress.gov/member/steve-kagen/K000365,"Kagen, Steve",Steve,Kagen,M,12/12/49,Democratic,House: 2007-2011,Wisconsin,WI,08,WI08,5508,2007-2011,,,0,110,111,0,0,0,0,0,0,0
KiS-IA04,https://www.congress.gov/member/steve-king/K000362,"King, Steve",Steve,King,M,05/28/49,Republican,House: 2003-2021,Iowa,IA,04,IA04,1904,2003-2021,,,109,110,111,112,113,114,115,116,0,0
KnS-CA25,https://www.congress.gov/member/stephen-knight/K000387,"Knight, Stephen",Stephen,Knight,M,12/17/66,Republican,House: 2015-2019,California,CA,25,CA25,0625,2015-2019,,,0,0,0,0,0,114,115,0,0,0
RuS-OK05,https://www.congress.gov/member/steve-russell/R000604,"Russell, Steve",Steve,Russell,M,05/25/63,Republican,House: 2015-2019,Oklahoma,OK,05,OK05,4005,2015-2019,,,0,0,0,0,0,114,115,0,0,0
ScS-LA01,https://www.congress.gov/member/steve-scalise/S001176,"Scalise, Steve",Steve,Scalise,M,10/06/65,Republican,House: 2008-Present,Louisiana,LA,01,LA01,2201,2008-2024,,,0,110,111,112,113,114,115,116,117,118
StS-TX36,https://www.congress.gov/member/steve-stockman/S000937,"Stockman, Steve",Steve,Stockman,M,11/14/56,Republican,"House: 1995-1997, 2013-2015",Texas,TX,36,TX36,4836,2013-2015,,,0,0,0,0,113,0,0,0,0,0
BrS-IN05,https://www.congress.gov/member/susan-brooks/B001284,"Brooks, Susan W.",Susan W.,Brooks,F,08/25/60,Republican,House: 2013-2021,Indiana,IN,05,IN05,1805,2013-2021,,,0,0,0,0,113,114,115,116,0,0
KoS-FL24,https://www.congress.gov/member/suzanne-kosmas/K000370,"Kosmas, Suzanne M.",Suzanne M.,Kosmas,F,02/25/44,Democratic,House: 2009-2011,Florida,FL,24,FL24,1224,2009-2011,,,0,0,111,0,0,0,0,0,0,0
ReD-WA08,https://www.congress.gov/member/david-reichert/R000578,"Reichert, David G.",David G.,Reichert,M,08/29/50,Republican,House: 2005-2019,Washington,WA,08,WA08,5308,2005-2019,,,109,110,111,112,113,114,115,0,0,0
SuJ-OK01,https://www.congress.gov/member/john-sullivan/S001155,"Sullivan, John",John,Sullivan,M,01/01/65,Republican,House: 2002-2013,Oklahoma,OK,01,OK01,4001,2002-2013,,,109,110,111,112,0,0,0,0,0,0
StT-OH06,https://www.congress.gov/member/ted-strickland/S001004,"Strickland, Ted",Ted,Strickland,M,08/04/41,Democratic,"House: 1993-1995, 1997-2007",Ohio,OH,06,OH06,3906,1997-2007,,,109,0,0,0,0,0,0,0,0,0
GoT-SC04,https://www.congress.gov/member/trey-gowdy/G000566,"Gowdy, Trey",Trey,Gowdy,M,08/22/64,Republican,House: 2011-2019,South Carolina,SC,04,SC04,4504,2011-2019,,,0,0,0,112,113,114,115,0,0,0
BiT-NY01,https://www.congress.gov/member/timothy-bishop/B001242,"Bishop, Timothy H.",Timothy H.,Bishop,M,06/01/50,Democratic,House: 2003-2015,New York,NY,01,NY01,3601,2003-2015,,,109,110,111,112,113,0,0,0,0,0
HoT-PA17,https://www.congress.gov/member/tim-holden/H000712,"Holden, Tim",Tim,Holden,M,03/05/57,Democratic,House: 1993-2013,Pennsylvania,PA,17,PA17,4217,1993-2013,,,109,110,111,112,0,0,0,0,0,0
MaT-FL16,https://www.congress.gov/member/tim-mahoney/M001164,"Mahoney, Tim",Tim,Mahoney,M,08/15/56,Democratic,House: 2007-2009,Florida,FL,16,FL16,1216,2007-2009,,,0,110,0,0,0,0,0,0,0,0
RoT-IN04,https://www.congress.gov/member/todd-rokita/R000592,"Rokita, Todd",Todd,Rokita,M,02/09/70,Republican,House: 2011-2019,Indiana,IN,04,IN04,1804,2011-2019,,,0,0,0,112,113,114,115,0,0,0
SuT-NY03,https://www.congress.gov/member/thomas-suozzi/S001201,"Suozzi, Thomas R.",Thomas R.,Suozzi,M,08/31/62,Democratic,House: 2017-2023,New York,NY,03,NY03,3603,2017-2023,,,0,0,0,0,0,0,115,116,117,0
CoT-OK04,https://www.congress.gov/member/tom-cole/C001053,"Cole, Tom",Tom,Cole,M,04/28/49,Republican,House: 2003-Present,Oklahoma,OK,04,OK04,4004,2003-2024,,,109,110,111,112,113,114,115,116,117,118
DeT-TX22,https://www.congress.gov/member/tom-delay/D000217,"DeLay, Tom",Tom,DeLay,M,04/08/47,Republican,House: 1985-2007,Texas,TX,22,TX22,4822,1985-2007,,,109,0,0,0,0,0,0,0,0,0
LaT-IA03,https://www.congress.gov/member/tom-latham/L000111,"Latham, Tom",Tom,Latham,M,07/14/48,Republican,House: 1995-2015,Iowa,IA,03,IA03,1903,1995-2015,,,109,110,111,112,113,0,0,0,0,0
PeT-VA05,https://www.congress.gov/member/thomas-perriello/P000600,"Perriello, Thomas S.P.",Thomas S.P.,Perriello,M,10/09/74,Democratic,House: 2009-2011,Virginia,VA,05,VA05,5105,2009-2011,,,0,0,111,0,0,0,0,0,0,0
ReT-NY23,https://www.congress.gov/member/tom-reed/R000585,"Reed, Tom",Tom,Reed,M,11/18/71,Republican,House: 2010-2022,New York,NY,23,NY23,3623,2010-2022,,,0,0,111,112,113,114,115,116,117,0
RoT-FL17,https://www.congress.gov/member/thomas-rooney/R000583,"Rooney, Thomas J.",Thomas J.,Rooney,M,11/21/70,Republican,House: 2009-2019,Florida,FL,17,FL17,1217,2009-2019,,,0,0,111,112,113,114,115,0,0,0
ChT-MS01,https://www.congress.gov/member/travis-childers/C001074,"Childers, Travis",Travis,Childers,M,03/29/58,Democratic,House: 2008-2011,Mississippi,MS,01,MS01,2801,2008-2011,,,0,110,0,0,0,0,0,0,0,0
RaT-FL19,https://www.congress.gov/member/trey-radel/R000596,"Radel, Trey",Trey,Radel,M,04/20/76,Republican,House: 2013-2014,Florida,FL,19,FL19,1219,2013-2014,,,0,0,0,0,113,0,0,0,0,0
TaT-CO06,https://www.congress.gov/member/thomas-tancredo/T000458,"Tancredo, Thomas G.",Thomas G.,Tancredo,M,12/20/45,Republican,House: 1999-2009,Colorado,CO,06,CO06,0806,1999-2009,,,109,110,0,0,0,0,0,0,0,0
GaT-HI02,https://www.congress.gov/member/tulsi-gabbard/G000571,"Gabbard, Tulsi",Tulsi,Gabbard,F,04/12/81,Democratic,House: 2013-2021,Hawaii,HI,02,HI02,1502,2013-2021,,,0,0,0,0,113,114,115,116,0,0
GoC-TX20,https://www.congress.gov/member/charles-gonzalez/G000544,"Gonzalez, Charles A.",Charles A.,Gonzalez,M,05/05/45,Democratic,House: 1999-2013,Texas,TX,20,TX20,4820,1999-2013,,,109,110,111,112,0,0,0,0,0,0
WeR-TX14,https://www.congress.gov/member/randy-weber/W000814,"Weber, Randy K., Sr.",Randy K.,Weber,M,07/02/53,Republican,House: 2013-Present,Texas,TX,14,TX14,4814,2013-2024,,,0,0,0,0,113,114,115,116,117,118
TuR-NY09,https://www.congress.gov/member/robert-turner/T000471,"Turner, Robert L.",Robert L.,Turner,M,05/02/41,Republican,House: 2011-2013,New York,NY,09,NY09,3609,2011-2013,,,0,0,0,112,0,0,0,0,0,0
JoD-FL13,https://www.congress.gov/member/david-jolly/J000296,"Jolly, David W.",David W.,Jolly,M,10/31/72,Republican,House: 2014-2017,Florida,FL,13,FL13,1213,2014-2017,,,0,0,0,0,113,114,0,0,0,0
PaG-AL06,https://www.congress.gov/member/gary-palmer/P000609,"Palmer, Gary J.",Gary J.,Palmer,M,05/14/54,Republican,House: 2015-Present,Alabama,AL,06,AL06,0106,2015-2024,,,0,0,0,0,0,114,115,116,117,118
CaK-FL14,https://www.congress.gov/member/kathy-castor/C001066,"Castor, Kathy",Kathy,Castor,F,08/20/66,Democratic,House: 2007-Present,Florida,FL,14,FL14,1214,2007-2024,,,0,110,111,112,113,114,115,116,117,118
KeW-MA09,https://www.congress.gov/member/william-keating/K000375,"Keating, William R.",William R.,Keating,M,09/06/52,Democratic,House: 2011-Present,Massachusetts,MA,09,MA09,2509,2011-2024,,,0,0,0,112,113,114,115,116,117,118
DoM-PA18,https://www.congress.gov/member/mike-doyle/D000482,"Doyle, Michael F.",Michael F.,Doyle,M,08/05/53,Democratic,House: 1995-2022,Pennsylvania,PA,18,PA18,4218,1995-2022,,,109,110,111,112,113,114,115,116,117,0
FlM-NE01,https://www.congress.gov/member/mike-flood/F000474,"Flood, Mike",Mike,Flood,M,02/23/75,Republican,House: 2022-Present,Nebraska,NE,01,NE01,3101,2022-2024,,,0,0,0,0,0,0,0,0,117,118
HiR-TX15,https://www.congress.gov/member/ruben-hinojosa/H000636,"Hinojosa, Ruben",Ruben,Hinojosa,M,08/20/40,Democratic,House: 1997-2017,Texas,TX,15,TX15,4815,1997-2017,,,109,110,111,112,113,114,0,0,0,0
NoR-MN08,https://www.congress.gov/member/richard-nolan/N000127,"Nolan, Richard M.",Richard M.,Nolan,M,12/17/43,Democratic,"House: 1975-1981, 2013-2019",Minnesota,MN,08,MN08,2708,2013-2019,,,0,0,0,0,113,114,115,0,0,0
FoV-NC04,https://www.congress.gov/member/valerie-foushee/F000477,"Foushee, Valerie P.",Valerie P.,Foushee,F,05/07/56,Democratic,House: 2023-Present,North Carolina,NC,04,NC04,3704,2023-2024,,,0,0,0,0,0,0,0,0,0,118
McV-LA05,https://www.congress.gov/member/vance-mcallister/M001192,"McAllister, Vance M.",Vance M.,McAllister,M,01/07/74,Republican,House: 2013-2015,Louisiana,LA,05,LA05,2205,2013-2015,,,0,0,0,0,113,0,0,0,0,0
BuV-FL16,https://www.congress.gov/member/vern-buchanan/B001260,"Buchanan, Vern",Vern,Buchanan,M,05/08/51,Republican,House: 2007-Present,Florida,FL,16,FL16,1216,2007-2024,,,0,110,111,112,113,114,115,116,117,118
GoV-VA05,https://www.congress.gov/member/virgil-goode/G000280,"Goode, Virgil H., Jr.",Virgil H.,Goode,M,10/17/46,Republican,House: 1997-2009,Virginia,VA,05,VA05,5105,1997-2009,,,109,110,0,0,0,0,0,0,0,0
FoV-NC05,https://www.congress.gov/member/virginia-foxx/F000450,"Foxx, Virginia",Virginia,Foxx,F,06/29/43,Republican,House: 2005-Present,North Carolina,NC,05,NC05,3705,2005-2024,,,109,110,111,112,113,114,115,116,117,118
JoB-MI13,https://www.congress.gov/member/brenda-jones/J000303,"Jones, Brenda",Brenda,Jones,F,10/24/59,Democratic,House: 2018-2019,Michigan,MI,13,MI13,2613,2018-2019,,,0,0,0,0,0,0,115,0,0,0
BrC-FL05,https://www.congress.gov/member/corrine-brown/B000911,"Brown, Corrine",Corrine,Brown,F,11/11/46,Democratic,House: 1993-2017,Florida,FL,05,FL05,1205,1993-2017,,,109,110,111,112,113,114,0,0,0,0
WaJ-IL08,https://www.congress.gov/member/joe-walsh/W000811,"Walsh, Joe",Joe,Walsh,M,12/27/61,Republican,House: 2011-2013,Illinois,IL,08,IL08,1708,2011-2013,,,0,0,0,112,0,0,0,0,0,0
DaW-OH08,https://www.congress.gov/member/warren-davidson/D000626,"Davidson, Warren",Warren,Davidson,M,03/01/70,Republican,House: 2016-Present,Ohio,OH,08,OH08,3908,2016-2024,,,0,0,0,0,0,114,115,116,117,118
WeL-GA03,https://www.congress.gov/member/lynn-westmoreland/W000796,"Westmoreland, Lynn A.",Lynn A.,Westmoreland,M,04/02/50,Republican,House: 2005-2017,Georgia,GA,03,GA03,1303,2005-2017,,,109,110,111,112,113,114,0,0,0,0
HuW-TX23,https://www.congress.gov/member/will-hurd/H001073,"Hurd, Will",Will,Hurd,M,08/19/77,Republican,House: 2015-2021,Texas,TX,23,TX23,4823,2015-2021,,,0,0,0,0,0,114,115,116,0,0
YoD-IA03,https://www.congress.gov/member/david-young/Y000066,"Young, David",David,Young,M,05/11/68,Republican,House: 2015-2019,Iowa,IA,03,IA03,1903,2015-2019,,,0,0,0,0,0,114,115,0,0,0
HeY-NM02,https://www.congress.gov/member/yvette-herrell/H001084,"Herrell, Yvette",Yvette,Herrell,F,03/16/64,Republican,House: 2021-2023,New Mexico,NM,02,NM02,3502,2021-2023,,,0,0,0,0,0,0,0,0,117,0
NuZ-IA03,https://www.congress.gov/member/zachary-nunn/N000193,"Nunn, Zachary",Zachary,Nunn,M,05/04/79,Republican,House: 2023-Present,Iowa,IA,03,IA03,1903,2023-2024,,,0,0,0,0,0,0,0,0,0,118
SpZ-OH18,https://www.congress.gov/member/zachary-space/S001173,"Space, Zachary T.",Zachary T.,Space,M,01/27/61,Democratic,House: 2007-2011,Ohio,OH,18,OH18,3918,2007-2011,,,0,110,111,0,0,0,0,0,0,0
BoJ-AL01,https://www.congress.gov/member/jo-bonner/B001244,"Bonner, Jo",Jo,Bonner,M,11/19/59,Republican,House: 2003-2013,Alabama,AL,01,AL01,0101,2003-2013,,,109,110,111,112,0,0,0,0,0,0
EvT-AL02,https://www.congress.gov/member/terry-everett/E000268,"Everett, Terry",Terry,Everett,M,02/15/37,Republican,House: 1993-2009,Alabama,AL,02,AL02,0102,1993-2009,,,109,110,0,0,0,0,0,0,0,0
BrB-AL02,https://www.congress.gov/member/bobby-bright/B001264,"Bright, Bobby",Bobby,Bright,M,07/21/52,Democratic,House: 2009-2011,Alabama,AL,02,AL02,0102,2009-2011,,,0,0,111,0,0,0,0,0,0,0
CrR-AL05,https://www.congress.gov/member/robert-cramer/C000868,"Cramer, Robert E. (Bud), Jr.",Robert E. (Bud),Cramer,M,08/22/47,Democratic,House: 1991-2009,Alabama,AL,05,AL05,0105,1991-2009,,,109,110,0,0,0,0,0,0,0,0
BeM-AR01,https://www.congress.gov/member/marion-berry/B000420,"Berry, Marion",Marion,Berry,M,08/27/42,Democratic,House: 1997-2011,Arkansas,AR,01,AR01,0501,1997-2011,,,109,110,111,0,0,0,0,0,0,0
SnV-AR02,https://www.congress.gov/member/victor-snyder/S000672,"Snyder, Vic",Vic,Snyder,M,09/27/47,Democratic,House: 1997-2011,Arkansas,AR,02,AR02,0502,1997-2011,,,109,110,111,0,0,0,0,0,0,0
HaJ-AZ05,https://www.congress.gov/member/j-hayworth/H000413,"Hayworth, J. D.",J. D.,Hayworth,M,07/12/58,Republican,House: 1995-2007,Arizona,AZ,05,AZ05,0405,1995-2007,,,109,0,0,0,0,0,0,0,0,0
PaE-AZ07,https://www.congress.gov/member/ed-pastor/P000099,"Pastor, Ed",Ed,Pastor,M,06/28/43,Democratic,House: 1991-2015,Arizona,AZ,07,AZ07,0407,1991-2015,,,109,110,111,112,113,0,0,0,0,0
KoJ-AZ08,https://www.congress.gov/member/jim-kolbe/K000306,"Kolbe, Jim",Jim,Kolbe,M,06/28/42,Republican,House: 1985-2007,Arizona,AZ,08,AZ08,0408,1985-2007,,,109,0,0,0,0,0,0,0,0,0
FrT-AZ08,https://www.congress.gov/member/trent-franks/F000448,"Franks, Trent",Trent,Franks,M,06/19/57,Republican,House: 2003-2017,Arizona,AZ,08,AZ08,0408,2003-2017,,,109,110,111,112,113,114,0,0,0,0
HeW-CA02,https://www.congress.gov/member/wally-herger/H000528,"Herger, Wally",Wally,Herger,M,05/20/45,Republican,House: 1987-2013,California,CA,02,CA02,0602,1987-2013,,,109,110,111,112,0,0,0,0,0,0
TaE-CA10,https://www.congress.gov/member/ellen-tauscher/T000057,"Tauscher, Ellen O.",Ellen O.,Tauscher,F,11/15/51,Democratic,House: 1997-2009,California,CA,10,CA10,0610,1997-2009,,,109,110,0,0,0,0,0,0,0,0
LaT-CA12,https://www.congress.gov/member/tom-lantos/L000090,"Lantos, Tom",Tom,Lantos,M,02/01/28,Democratic,House: 1981-2008,California,CA,12,CA12,0612,1981-2008,,,109,110,0,0,0,0,0,0,0,0
StF-CA13,https://www.congress.gov/member/pete-stark/S000810,"Stark, Fortney Pete",Fortney Pete,Stark,M,11/11/31,Democratic,House: 1973-2013,California,CA,13,CA13,0613,1973-2013,,,109,110,111,112,0,0,0,0,0,0
FaS-CA20,https://www.congress.gov/member/sam-farr/F000030,"Farr, Sam",Sam,Farr,M,07/04/41,Democratic,House: 1993-2017,California,CA,20,CA20,0620,1993-2017,,,109,110,111,112,113,114,0,0,0,0
ThW-CA22,https://www.congress.gov/member/william-thomas/T000188,"Thomas, William M.",William M.,Thomas,M,12/06/41,Republican,House: 1979-2007,California,CA,22,CA22,0622,1979-2007,,,109,0,0,0,0,0,0,0,0,0
GaE-CA24,https://www.congress.gov/member/elton-gallegly/G000021,"Gallegly, Elton",Elton,Gallegly,M,03/07/44,Republican,House: 1987-2013,California,CA,24,CA24,0624,1987-2013,,,109,110,111,112,0,0,0,0,0,0
DrD-CA26,https://www.congress.gov/member/david-dreier/D000492,"Dreier, David",David,Dreier,M,07/05/52,Republican,House: 1981-2013,California,CA,26,CA26,0626,1981-2013,,,109,110,111,112,0,0,0,0,0,0
WaD-CA33,https://www.congress.gov/member/diane-watson/W000794,"Watson, Diane E.",Diane E.,Watson,F,11/12/33,Democratic,House: 2001-2011,California,CA,33,CA33,0633,2001-2011,,,109,110,111,0,0,0,0,0,0,0
MiJ-CA37,https://www.congress.gov/member/juanita-millender-mcdonald/M000714,"Millender-McDonald, Juanita",Juanita,Millender-McDonald,F,09/07/38,Democratic,House: 1995-2007,California,CA,37,CA37,0637,1995-2007,,,109,0,0,0,0,0,0,0,0,0
RiL-CA37,https://www.congress.gov/member/laura-richardson/R000581,"Richardson, Laura",Laura,Richardson,F,04/14/62,Democratic,House: 2007-2013,California,CA,37,CA37,0637,2007-2013,,,0,110,111,112,0,0,0,0,0,0
BaJ-CA43,https://www.congress.gov/member/joe-baca/B001234,"Baca, Joe",Joe,Baca,M,01/23/47,Democratic,House: 1999-2013,California,CA,43,CA43,0643,1999-2013,,,109,110,111,112,0,0,0,0,0,0
CaJ-CA45,https://www.congress.gov/member/john-campbell/C001064,"Campbell, John",John,Campbell,M,07/19/55,Republican,House: 2005-2015,California,CA,45,CA45,0645,2005-2015,,,109,110,111,112,113,0,0,0,0,0
CoC-CA48,https://www.congress.gov/member/christopher-cox/C000830,"Cox, Christopher",Christopher,Cox,M,10/16/52,Republican,House: 1989-2007,California,CA,48,CA48,0648,1989-2007,,,109,0,0,0,0,0,0,0,0,0
RoD-CA48,https://www.congress.gov/member/dana-rohrabacher/R000409,"Rohrabacher, Dana",Dana,Rohrabacher,M,06/21/47,Republican,House: 1989-2019,California,CA,48,CA48,0648,1989-2019,,,109,110,111,112,113,114,115,0,0,0
CuR-CA50,https://www.congress.gov/member/randy-cunningham/C000994,"Cunningham, Randy (Duke)",Randy (Duke),Cunningham,M,12/08/41,Republican,House: 1991-2007,California,CA,50,CA50,0650,1991-2007,,,109,0,0,0,0,0,0,0,0,0
HuD-CA50,https://www.congress.gov/member/duncan-hunter/H001048,"Hunter, Duncan D.",Duncan D.,Hunter,M,12/07/76,Republican,House: 2009-2020,California,CA,50,CA50,0650,2009-2020,,,0,0,111,112,113,114,115,116,0,0
HuD-CA52,https://www.congress.gov/member/duncan-hunter/H000981,"Hunter, Duncan",Duncan,Hunter,M,05/31/48,Republican,House: 1981-2009,California,CA,52,CA52,0652,1981-2009,,,109,110,0,0,0,0,0,0,0,0
DaS-CA53,https://www.congress.gov/member/susan-davis/D000598,"Davis, Susan A.",Susan A.,Davis,F,04/13/44,Democratic,House: 2001-2021,California,CA,53,CA53,0653,2001-2021,,,109,110,111,112,113,114,115,116,0,0
SaJ-CO03,https://www.congress.gov/member/john-salazar/S001158,"Salazar, John T.",John T.,Salazar,M,07/21/53,Democratic,House: 2005-2011,Colorado,CO,03,CO03,0803,2005-2011,,,109,110,111,0,0,0,0,0,0,0
MuM-CO04,https://www.congress.gov/member/marilyn-musgrave/M001152,"Musgrave, Marilyn N.",Marilyn N.,Musgrave,F,01/27/49,Republican,House: 2003-2009,Colorado,CO,04,CO04,0804,2003-2009,,,109,110,0,0,0,0,0,0,0,0
HeJ-CO05,https://www.congress.gov/member/joel-hefley/H000444,"Hefley, Joel",Joel,Hefley,M,04/18/35,Republican,House: 1987-2007,Colorado,CO,05,CO05,0805,1987-2007,,,109,0,0,0,0,0,0,0,0,0
BeB-CO07,https://www.congress.gov/member/bob-beauprez/B001240,"Beauprez, Bob",Bob,Beauprez,M,09/22/48,Republican,House: 2003-2007,Colorado,CO,07,CO07,0807,2003-2007,,,109,0,0,0,0,0,0,0,0,0
JoN-CT05,https://www.congress.gov/member/nancy-johnson/J000163,"Johnson, Nancy L.",Nancy L.,Johnson,F,01/05/35,Republican,House: 1983-2007,Connecticut,CT,05,CT05,0905,1983-2007,,,109,0,0,0,0,0,0,0,0,0
CaM-DE00,https://www.congress.gov/member/michael-castle/C000243,"Castle, Michael N.",Michael N.,Castle,M,07/02/39,Republican,House: 1993-2011,Delaware,DE,00,DE00,1000,1993-2011,,,109,110,111,0,0,0,0,0,0,0
MiJ-FL01,https://www.congress.gov/member/jeff-miller/M001144,"Miller, Jeff",Jeff,Miller,M,06/27/59,Republican,House: 2001-2017,Florida,FL,01,FL01,1201,2001-2017,,,109,110,111,112,113,114,0,0,0,0
BoA-FL02,https://www.congress.gov/member/allen-boyd/B000716,"Boyd, Allen",Allen,Boyd,M,06/06/45,Democratic,House: 1997-2011,Florida,FL,02,FL02,1202,1997-2011,,,109,110,111,0,0,0,0,0,0,0
MiJ-FL07,https://www.congress.gov/member/john-mica/M000689,"Mica, John L.",John L.,Mica,M,01/27/43,Republican,House: 1993-2017,Florida,FL,07,FL07,1207,1993-2017,,,109,110,111,112,113,114,0,0,0,0
BiM-FL09,https://www.congress.gov/member/michael-bilirakis/B000463,"Bilirakis, Michael",Michael,Bilirakis,M,07/16/30,Republican,House: 1983-2007,Florida,FL,09,FL09,1209,1983-2007,,,109,0,0,0,0,0,0,0,0,0
